Transaction-date|Name|Credit-Card|Amount
2019-12-05 08:01:25|Timothy T. Boone|5416 1909 0384 2587|$72.25
2020-01-16 17:35:56|Cole Delacruz|550745 0367963703|$3.49
2019-11-15 16:09:56|Driscoll Sutton|557418 015703 2157|$48.58
2021-07-13 12:13:37|Mark T. Mcconnell|5468073922568234|$51.70
2021-06-29 01:10:54|Karyn C. Burns|5237654401983687|$29.60
2019-09-09 03:55:56|Larissa Smith|541 21034 25909 093|$31.67
2021-08-18 09:58:34|Ebony R. Mcdowell|534600 218024 9441|$89.15
2021-02-13 10:26:26|Aaron M. Melendez|5107 1717 4112 7468|$98.55
2019-11-18 22:46:56|Kirk Wise|5321353202494252|$80.84
2020-01-25 07:57:48|Adria Boyd|5144112242328432|$26.39
2021-03-14 10:52:55|Phelan Emerson|544 54638 67196 406|$63.82
2019-11-13 12:47:58|Simon R. Stafford|5295339092130496|$33.74
2020-01-02 15:09:54|Juliet Q. Mccarthy|551 26701 27506 723|$71.59
2020-05-21 10:44:00|Cherokee Eaton|5224544150566186|$97.59
2020-05-13 20:36:35|Hu O. Foreman|557931 666618 1904|$76.75
2021-07-18 15:27:36|Jerry L. Lawrence|556 75945 59596 933|$7.99
2019-09-07 19:01:39|Dexter T. Stark|5379740736881346|$58.65
2019-10-04 17:20:32|Christopher Wells|5203393157984744|$51.79
2019-11-18 16:44:54|Armando U. Booth|5335 7877 6156 4019|$8.43
2021-06-22 16:53:23|Aurelia Y. Garrison|518141 441958 9117|$8.87
2021-07-12 06:54:02|Dakota Baxter|513739 0055921613|$88.68
2020-01-16 14:44:11|Nero Y. Banks|550751 143300 8839|$49.91
2021-02-12 20:44:50|Joy Rollins|5523508546022459|$44.91
2021-02-01 13:32:58|Kuame N. Tate|556368 696593 1854|$12.44
2021-05-05 18:54:34|Kimberley Madden|5447 8455 5703 2156|$20.11
2020-11-25 13:13:16|Kato B. Haynes|5380105938141286|$97.27
2021-03-13 04:26:03|Mason Wolfe|559041 6536646808|$51.48
2020-02-21 08:11:27|Wyoming H. Whitfield|5294911944610072|$29.66
2021-01-21 02:44:57|Howard Welch|531 11854 29291 604|$4.15
2020-07-09 21:46:39|Finn Witt|537 09365 81567 225|$69.40
2020-11-03 23:40:36|Hunter T. Rocha|511407 7504016205|$57.93
2019-10-06 22:11:43|Phillip U. Cline|553648 356372 1521|$94.45
2020-06-14 16:11:30|Pascale Y. Lynch|512504 6263945257|$44.96
2020-01-30 19:31:24|Tanya Sellers|5555622422633940|$90.31
2021-07-21 17:25:07|Tanner F. Whitehead|526360 8051874916|$88.47
2021-03-18 21:22:35|Audra Crosby|529 31923 95933 781|$79.80
2020-06-18 04:04:29|Debra Hatfield|5422 6998 6441 5797|$86.88
2020-01-04 04:47:03|Cara Sargent|533739 2229798610|$86.49
2020-11-25 05:30:05|Nevada S. Bender|5463485281631582|$46.92
2021-08-12 06:29:44|Amity T. Hodges|523415 1806209951|$54.52
2020-06-06 00:27:53|Brandon S. Tyler|5319878918555107|$77.35
2019-11-24 12:31:58|Hadassah D. Hurst|525532 2483937982|$67.93
2020-12-26 03:05:06|Kenneth Shepherd|5265 2521 3997 6126|$58.27
2020-07-02 18:24:51|Irma O. Hicks|553 04915 80386 455|$99.65
2019-12-27 18:39:46|Haviva Slater|5439 9310 8049 7007|$27.87
2021-04-13 19:27:15|Igor Blankenship|544973 440581 7307|$29.47
2020-08-10 00:37:28|Brady J. Combs|5385 4872 2906 9649|$29.56
2020-10-04 13:47:08|Keegan Joyner|544354 1617796468|$57.65
2019-09-11 19:36:26|Lawrence A. Donovan|5304 2245 9862 7485|$35.62
2020-10-22 19:34:51|Ali Reeves|5541265944386394|$60.33
2021-02-24 20:24:23|Cameron Knight|526730 649449 2182|$52.39
2021-04-28 01:38:03|Cairo J. Hines|5190872567704557|$56.88
2020-02-17 09:26:30|Marvin Malone|5347 8946 7930 6354|$59.62
2020-07-20 18:55:30|Kay Lang|5228 6813 1127 1623|$59.73
2020-07-03 11:57:42|Sylvia Gentry|555899 654237 7381|$96.75
2021-03-14 23:19:51|Quon Trevino|513493 028039 0457|$97.00
2020-07-17 21:39:11|Veronica Q. Lane|553 70477 17379 921|$58.59
2019-11-03 22:14:35|Kai Raymond|543022 637017 1142|$60.44
2020-09-18 04:03:32|Chiquita Pickett|537151 4086797644|$51.86
2020-09-11 21:29:08|Clinton E. Christian|5380 0628 4861 3476|$28.90
2021-08-15 06:25:13|Knox Gentry|542646 353217 6547|$99.45
2020-10-06 10:01:05|Gage S. Keller|538106 9414092182|$68.44
2020-04-28 11:58:21|Phoebe Martin|5339981308861089|$77.68
2021-04-29 09:50:19|Carly Johns|5208264550512116|$30.40
2020-04-19 23:36:05|Adrienne N. Glover|534 86457 30100 122|$78.86
2021-02-11 12:12:07|Walker Jacobs|554 02287 34910 162|$61.57
2019-09-22 05:31:47|Bruce Simmons|511121 771935 7589|$61.25
2020-05-13 06:39:51|Wylie Tanner|5446 1664 3872 4767|$22.60
2019-10-01 21:47:01|Dieter C. Carter|530524 043462 7983|$33.32
2020-08-30 09:25:25|Zena Preston|5357 6701 1106 9942|$42.71
2020-01-26 15:55:39|Debra Adams|510008 0843284316|$73.70
2020-07-26 01:49:01|Phillip Yang|514789 134049 7200|$44.13
2020-04-05 17:07:36|Melodie Horn|5143 3390 4248 6331|$58.44
2021-04-23 23:25:59|Kylan Benjamin|518730 259177 9537|$46.00
2020-11-15 21:56:30|Vivian B. Berry|5589 2251 5020 6648|$0.51
2020-05-27 22:29:51|Kamal Whitaker|535 07150 78572 771|$13.60
2021-06-17 17:39:33|Jescie M. Carey|5187985782129494|$59.41
2021-03-19 22:04:59|Miriam Patel|544945 5400311852|$58.12
2020-01-03 11:11:36|Samson P. Compton|5341548192654155|$55.57
2020-01-19 19:39:17|Dieter G. Miller|529889 163699 4271|$87.55
2021-01-13 16:32:50|Kasper D. Terrell|555370 318409 5940|$58.10
2021-07-01 21:36:47|Daryl Jackson|532 83065 45544 756|$64.64
2021-07-14 08:41:11|Dante Cochran|528659 610880 1706|$38.93
2019-11-03 09:57:33|Thane D. Callahan|531978 2991802669|$18.84
2019-12-27 19:10:59|Tiger Fischer|5190600980164061|$31.62
2019-09-27 13:23:35|Carter O. Flores|514 44993 54713 372|$10.61
2021-06-28 07:19:34|Zephania Brooks|526 37559 86633 915|$49.60
2020-01-17 12:28:39|Lyle Vincent|5363 0282 9370 4897|$6.61
2020-08-12 23:10:52|Aubrey C. Cline|555 48770 34359 596|$2.02
2020-08-22 15:10:18|Abraham Mclaughlin|5522947707701462|$45.21
2021-06-23 06:13:28|Samson Shannon|541683 5228121766|$4.84
2020-03-28 21:33:27|Elijah Watkins|557388 0354800220|$19.65
2020-06-27 08:53:08|Nita Simmons|550056 6426417378|$81.07
2019-09-20 04:15:11|Pearl R. Murphy|520697 805151 4311|$57.60
2021-06-07 01:23:11|Arsenio T. Page|549705 8825154351|$88.43
2019-12-30 19:56:41|Hu Clayton|544 56760 92599 330|$49.16
2019-11-13 21:18:48|Karen R. Klein|5557920993564280|$17.07
2019-10-02 23:06:27|Bruno Berger|530097 4158498131|$21.31
2021-01-23 00:27:51|Melinda Williams|5193593746495159|$92.11
2019-09-18 04:57:48|Stephen Marshall|558817 729620 2646|$4.25
