Transaction-date|Name|Credit-Card|Amount
2021-02-06 18:27:47|Sean Albert|518 98752 96299 214|$16.31
2020-03-23 19:11:52|Ivana P. Perez|5281 5877 8510 7603|$68.75
2020-01-24 18:19:49|Celeste C. Evans|532786 9430202070|$99.67
2020-06-07 16:01:43|Zeus Stanley|5429 0062 6454 5590|$31.96
2019-10-31 01:40:09|Noel Mcgowan|543 21154 99155 896|$65.36
2020-01-08 11:14:02|Mufutau Fisher|5534 7385 5598 6271|$99.65
2021-03-16 02:34:03|Hu X. Blair|546 32411 67876 001|$8.34
2019-10-31 02:56:33|Jarrod X. Browning|5467350527494813|$84.32
2021-05-10 05:00:47|Colt Daugherty|5496670168447241|$86.04
2020-11-20 10:43:27|Ima S. Henson|5312 6641 7982 2478|$96.20
2020-09-18 20:03:40|Keely I. Douglas|519178 5847940412|$57.81
2020-03-20 05:59:23|Dalton T. Garza|531549 405221 2614|$94.48
2021-06-24 07:26:45|Beverly Z. Preston|518545 444827 6951|$57.31
2019-10-22 15:48:33|Quinn V. Tate|536002 782936 4914|$86.30
2021-08-11 10:59:17|Leonard E. Lamb|554 80439 91782 465|$36.08
2020-03-09 06:05:03|Melyssa Durham|554 26924 95779 009|$47.40
2020-01-04 20:49:23|Oscar Durham|5278 6773 8175 5643|$86.15
2021-03-11 08:54:09|Erin T. Kelley|5590794405206478|$30.93
2020-10-21 08:43:40|Eliana P. Hurst|553251 2547974642|$85.16
2020-07-15 00:24:33|Sasha Turner|530 75785 94787 966|$3.50
2019-10-07 13:55:00|Russell Mcclain|544903 1372764905|$28.67
2021-01-18 22:42:04|Shannon Ball|5132 6020 4038 0647|$36.57
2021-08-04 10:31:04|Oren L. Dale|5305 8474 4470 8601|$61.18
2020-02-21 15:33:15|Hoyt R. Santana|548 49898 74345 380|$75.27
2020-06-10 22:08:05|Zeph Christensen|5465752873946332|$73.50
2019-12-19 19:54:10|Rebekah Pace|5133126856014693|$30.44
2021-05-07 18:18:05|Geraldine R. Hatfield|536589 134126 5387|$90.41
2020-12-30 23:24:37|Len K. Bonner|555 34396 64838 703|$86.24
2020-11-17 22:41:19|Chancellor Hale|516 48637 30726 645|$89.05
2020-02-28 03:47:51|Jillian Mckee|515901 9024276014|$83.78
2020-06-25 11:00:47|May Levy|547 61310 12513 294|$64.32
2021-04-15 21:29:26|Wendy Z. Pruitt|557047 198963 1587|$38.08
2020-06-03 03:48:44|Emerald Z. House|534020 655107 9206|$47.67
2019-10-25 18:16:40|Elliott F. Copeland|524628 8621373434|$66.69
2021-02-10 11:13:36|Charlotte D. Gay|531543 1523737274|$83.01
2021-07-14 03:49:10|Rylee Reyes|513827 0323588262|$58.42
2021-07-27 00:27:33|Aspen K. Rowland|520062 7916484873|$35.49
2019-10-13 06:50:45|Brenden Patel|5522566108491158|$70.39
2019-10-06 10:08:50|Bradley V. Charles|543 78078 12818 425|$56.75
2021-07-15 05:35:49|Adam Johnston|538823 088420 1009|$56.94
2020-04-27 02:53:56|Eve K. Serrano|5142 1159 8189 1322|$64.84
2021-01-25 05:18:26|Adria O. Allison|5221394887518529|$45.68
2019-11-18 00:35:07|Moses Silva|5425656378877646|$86.93
2020-12-30 18:39:55|Ainsley Q. Sanchez|527312 518657 8633|$28.59
2020-11-13 02:15:03|Leonard Rasmussen|5153517608287659|$21.73
2020-05-29 07:36:00|Fredericka Pearson|5584482308718389|$29.94
2020-03-28 12:52:50|Amity Gomez|5233 0715 2467 5500|$58.55
2019-09-29 00:05:31|Ivana X. Jensen|554 56890 00554 270|$75.08
2019-09-12 18:21:24|Harper M. White|544 86403 12787 429|$77.09
2020-08-20 23:05:32|Martina J. Weber|515791 309490 6421|$16.88
2019-11-22 07:21:26|April Pickett|5521156544872111|$49.61
2020-06-30 21:44:59|Cherokee O. Santiago|523934 453725 5964|$52.02
2019-10-02 16:52:53|George Cobb|5187 0932 5879 3966|$59.27
2020-12-26 00:18:20|Finn U. Rodgers|551387 7627783830|$98.02
2020-07-09 07:31:02|Fleur B. Jimenez|5368 3365 5515 9147|$15.00
2020-02-05 13:44:21|Murphy L. Petersen|5282816579237949|$63.01
