Transaction-date|Name|Credit-Card|Amount
2021-05-20 05:41:32|Quemby Cain|546 62187 93837 554|$6.59
2020-04-04 02:40:38|Jasmine Lara|5494 1001 3757 9165|$88.70
2021-07-04 13:53:35|Nasim Z. Nolan|5293 9072 0849 0285|$78.94
2020-04-05 14:35:54|Caleb V. Jackson|511 78287 96190 471|$22.24
2020-02-06 16:03:08|Kameko Stuart|5533926155697841|$97.54
2021-08-04 13:25:17|Macon E. Garcia|521 87816 11033 061|$74.81
2021-07-21 17:07:05|Hamilton Hendricks|537978 0394770068|$73.24
2020-06-14 21:23:52|Chase Giles|556 53187 89888 254|$1.47
2020-02-06 03:08:29|Demetrius M. Powers|531651 5512823340|$1.56
2019-12-30 18:14:09|Cain Mann|556 30047 21571 586|$5.98
2019-10-20 19:20:43|Eugenia Odonnell|522 05808 98218 353|$35.32
2020-06-27 05:28:01|Darrel Hall|5518019220713998|$74.72
2020-02-11 10:24:22|Stuart S. Ramos|5159411792059088|$95.47
2021-04-20 17:48:43|Ivory U. Head|5596 5140 2894 0020|$29.80
2020-10-19 14:49:15|Geoffrey T. Shelton|552 31353 02676 888|$96.18
2020-06-24 22:26:08|Althea Harding|5147 0947 8741 5526|$32.81
2020-04-11 09:22:34|Francesca V. Mclean|5349 6638 1375 3328|$11.17
2020-10-20 23:29:37|Tate Ortiz|5137 2041 3086 7560|$32.16
2019-09-26 08:01:59|Vance R. Leon|515 16379 55318 543|$31.23
2020-04-26 17:32:48|Sloane Schmidt|513485 9993284105|$82.19
2021-02-25 06:29:32|Dale B. Edwards|5304 8794 8130 5935|$86.51
2020-04-20 16:58:31|Eric Golden|5432508441692893|$43.70
2020-01-29 10:07:47|Avram Klein|519 34646 80924 663|$99.00
2019-09-27 01:30:33|Ariana Fernandez|554549 468095 6410|$37.65
2020-10-28 04:15:50|Venus Y. Whitney|526359 2918770162|$80.64
2021-05-16 16:57:55|Keane V. Hernandez|5499 2463 4992 5616|$93.62
2020-11-14 16:54:06|Charde G. Christian|537456 637461 1561|$16.63
2019-08-31 20:49:36|Leigh Richardson|543352 3605031480|$98.16
2019-10-14 05:40:50|Rana K. Benson|523204 4907838483|$89.48
2021-03-17 22:56:27|Brennan H. Welch|539620 9645373026|$51.22
2020-03-12 01:17:39|Rama Becker|5450362417614441|$88.68
2020-08-06 08:05:25|Eaton F. Gay|5250652516770355|$67.02
2020-03-17 19:24:11|Tyrone Y. Tate|5563 8951 6407 7894|$5.67
2021-08-08 15:54:13|Joelle Key|553689 157113 7870|$84.76
2021-04-11 17:46:50|Basil Ball|510 39566 60569 425|$76.41
2020-07-14 00:51:59|Dominic Q. Avila|5422991809047482|$58.23
2020-01-04 18:00:53|Devin V. Shields|5581576081773181|$57.08
2020-04-04 22:02:48|Armando Arnold|523 74460 07596 587|$29.24
2021-04-30 20:24:42|Ginger French|527 68784 44082 270|$8.27
2020-01-26 08:52:56|Hedy Montgomery|5470368938683068|$98.50
2019-10-06 06:02:49|Todd V. Rios|514337 818008 7824|$55.58
2021-02-10 15:43:06|Vaughan Holloway|5539433579557812|$82.83
2019-10-14 06:46:04|Jackson S. Oneill|527506 2153025025|$90.27
2020-08-10 16:25:49|Yael B. Shannon|5165175919530543|$36.83
2020-07-10 08:54:40|Minerva Hendricks|5455 1404 3723 7079|$23.23
2021-07-24 10:14:37|Lance R. Drake|547 60593 80584 987|$97.07
2019-11-29 10:56:15|Baker Vega|5447 6926 1591 8020|$10.58
2021-07-24 11:17:44|Freya A. Sandoval|5250 2760 7933 3508|$13.30
2019-12-07 18:06:03|Kessie M. Marsh|522 90438 02956 262|$65.90
2021-01-09 12:05:55|Odessa Walker|5492677518265862|$54.89
2020-04-08 07:25:25|Ayanna M. Mckenzie|5387403188955080|$33.62
2020-02-27 23:52:38|Flynn G. Lang|556 75254 00964 821|$86.16
2019-09-27 04:35:10|Brendan J. Compton|5537123066420119|$13.44
2019-10-08 19:00:38|Calvin Leon|5301 6494 8209 8760|$37.04
2020-04-20 19:26:28|Brennan S. Banks|531519 5021202392|$51.19
2020-04-14 13:11:17|Orson N. David|5485 6705 3997 5329|$14.61
2020-01-05 08:11:27|Lyle Hayes|5198 3393 3279 8076|$86.10
