Transaction-date|Name|Credit-Card|Amount
2020-02-21 18:25:12|Dillon Reese|538341 315437 6843|$13.37
2019-09-12 17:43:53|Lynn D. Carr|5472584650931257|$46.62
2020-08-09 09:22:56|Darius C. Carver|5131241693842545|$34.12
2020-12-10 22:38:06|Louis Parks|533 51292 82969 270|$95.12
2020-03-02 11:18:13|Roanna Burt|525373 239039 2190|$8.81
2020-09-29 10:54:18|Austin B. Ramsey|538 61037 99871 376|$34.42
2020-07-14 16:07:53|Montana W. Harvey|550364 7097557408|$50.93
2021-07-10 01:04:28|Richard M. Hunter|527302 356454 6621|$65.60
2020-05-22 03:01:53|Coby Alexander|537544 247322 5597|$16.18
2020-06-07 09:45:13|Medge L. Clayton|511808 6498574562|$87.02
2020-04-08 00:45:08|Montana Randall|533597 253325 6207|$27.40
2020-11-17 03:12:19|Reece B. Mcleod|555560 0612452164|$53.37
2019-11-27 17:04:03|Harlan F. Solomon|5525 7618 7953 3588|$8.98
2021-06-06 07:29:10|Catherine Nolan|5311883162869046|$26.49
2021-07-12 23:29:26|Timothy O. Richmond|529 62158 43728 912|$85.40
2020-10-30 00:34:55|Rosalyn X. Frederick|532719 973295 6862|$97.29
2021-08-05 09:01:49|Blaze A. Watson|551 76791 89091 826|$43.34
2020-04-08 04:29:38|Vanna Puckett|532 14383 81899 478|$35.56
2020-02-11 20:47:17|Lewis E. Alvarado|5285609005711166|$42.23
2020-11-12 11:04:53|Rogan A. Juarez|541021 102928 9598|$6.52
2019-10-19 04:54:52|Keegan Delgado|544849 5299021536|$58.27
2019-09-25 10:25:23|Eliana R. Guthrie|5267376390932813|$76.72
2021-01-25 06:14:58|Blake Mcgowan|557548 8483263910|$57.59
2021-04-09 03:21:23|Veda Stein|524 03497 01061 871|$8.71
2019-12-11 21:19:00|Vielka N. May|5309 9785 5081 2725|$6.43
2019-11-07 08:49:16|Zelenia Hoffman|5231551724276615|$14.96
2019-10-01 02:43:02|Sybill N. Gentry|525263 6309374911|$47.00
2021-06-09 10:41:55|Bryar U. Hensley|5229270416387473|$8.37
2020-02-14 01:35:39|Clayton A. Blanchard|5257626598803469|$16.28
2020-07-13 06:36:54|Brenden J. Smith|551471 247308 0511|$52.02
2020-01-06 19:07:49|Phelan Britt|512 92843 14917 837|$26.20
2021-04-09 08:27:26|Deirdre F. Dennis|5162312584819629|$72.06
2020-03-23 20:04:03|Xander C. Wong|5516849072797059|$91.81
2020-08-19 12:53:07|Paula A. Morton|5130 6397 5586 9614|$55.86
