Transaction-date|Name|Credit-Card|Amount
2020-08-30 18:56:54|Sylvia M. Mathews|5506 5884 0143 4875|$28.70
2020-11-18 03:53:37|Mikayla Berry|5327353612968295|$7.56
2020-05-18 20:40:00|Stewart L. Snyder|5270991018439465|$93.60
2020-01-12 22:58:22|Giselle Ware|515852 3386984231|$31.90
2020-10-26 03:14:43|Dillon V. Foster|5415559652632467|$21.00
2021-04-15 07:20:37|Alika U. Mcmillan|5431 0259 7957 9963|$50.82
2020-09-27 00:49:04|Kaseem Roberson|5153433220847823|$57.69
2019-11-15 10:21:26|Illiana Higgins|5262552585649637|$15.84
2021-06-09 07:45:01|Harding R. Maldonado|527541 162650 3938|$43.68
2020-10-16 18:05:12|Castor Guerra|533891 5798334083|$83.81
2021-07-12 07:07:13|Steel B. Jimenez|525812 0115777827|$6.19
2021-04-19 06:33:30|Burke Hurst|518 52484 94871 503|$86.32
2020-06-20 14:40:40|Brendan Coleman|543970 2297182330|$13.44
2020-09-04 11:49:50|Chiquita G. Kaufman|533663 0955836331|$9.45
2021-08-08 10:27:06|Jin Bishop|519518 8408926811|$16.18
2020-05-19 09:21:18|Mason L. Acosta|5569 7725 5729 2717|$38.85
2020-11-25 05:44:59|Bertha Stokes|5256710269129197|$71.14
2020-05-02 02:26:06|Edward P. Morse|5329337750805631|$46.78
2019-09-11 00:49:20|Dylan C. Joyner|516546 3929688489|$84.46
2020-01-12 14:06:00|Kelsey Duffy|547 23512 13525 699|$33.52
2021-04-12 19:53:05|Bradley X. Mcclure|510617 163434 3033|$28.05
2020-07-06 09:22:58|Bruce Bolton|512842 010943 8560|$34.44
2021-07-29 23:41:59|Fuller Chavez|537 46093 88197 159|$84.34
2019-10-26 13:11:15|Callum N. Mckenzie|533 49576 15891 188|$84.99
2020-02-14 17:28:34|Tara D. Schroeder|534 32117 74190 274|$17.65
2021-05-29 09:01:36|Igor L. Miranda|5131 1021 8151 3651|$9.51
2021-05-06 03:59:23|Macey P. Boyer|553018 636433 9072|$86.02
2020-10-31 06:13:27|Jaime I. Smith|547 31425 29168 111|$20.53
2021-08-14 22:22:14|Mannix Forbes|545 41688 18412 756|$57.23
2020-12-11 08:14:58|Caldwell Silva|5340 2410 7508 8805|$84.56
2020-03-18 08:40:19|Adria N. Vang|5326991531242341|$82.06
2021-04-12 05:59:18|Allen U. Huff|544938 358946 6943|$28.15
2019-11-10 23:12:53|Mariam Blevins|5248 4632 1682 6702|$13.71
2021-04-11 03:25:06|Lacey T. Blake|510653 079725 8504|$64.12
2020-06-26 02:25:51|Patricia Manning|5241301193512308|$1.47
