Transaction-date|Name|Credit-Card|Amount
2020-10-20 01:46:40|Cairo A. Wright|5474394781072833|$65.31
2021-03-04 01:15:29|Kyla Beard|512753 413866 9770|$66.96
2020-11-12 10:12:18|Isabella L. Sears|534021 1660779183|$41.99
2019-10-17 12:06:22|Clarke Meadows|552 40957 56567 349|$76.60
2021-02-18 03:45:09|Portia Q. Johns|546 36055 70346 879|$98.01
2020-05-06 15:34:44|Jada C. Brady|513502 0061662594|$92.87
2020-10-12 08:26:37|Claudia Brady|5594 1522 7898 5726|$97.11
2021-08-24 18:06:58|Marcia M. Long|544827 797294 3396|$57.76
2019-12-24 11:07:24|Clarke Obrien|529 05396 76695 435|$53.69
2021-04-18 17:20:26|Moana G. Tucker|5184 9102 0064 4307|$49.87
2021-05-29 12:36:00|Carson R. Tanner|5389 3112 1707 5580|$91.07
2020-02-10 19:25:04|Angelica V. Berger|5144047291075049|$41.42
2020-04-25 05:42:49|Buckminster I. English|519 80444 89874 585|$59.69
2020-07-25 04:02:11|Rajah Rice|552758 3412416370|$30.92
2020-01-22 12:43:38|Omar L. Henson|5393 8588 3257 7444|$37.11
2020-12-13 16:05:40|Perry Price|5445379346824162|$38.08
2020-12-13 13:47:05|Yael G. Wilder|554687 087825 2531|$42.25
2020-07-23 10:30:38|Lucy Y. Holmes|552489 9331066994|$78.81
2020-02-23 11:54:46|Imani Cantrell|5191 5670 5181 0675|$2.69
2020-04-21 09:10:22|Tallulah D. Mccray|535 45670 61151 642|$77.31
2020-09-12 00:54:29|Mari Todd|536443 1774033787|$38.80
2020-05-22 06:58:39|Suki Nielsen|559354 055540 1899|$83.43
2020-05-14 05:55:47|Gannon F. Pittman|5236677529640815|$84.00
2020-11-13 11:25:03|Kameko L. Montgomery|521 20903 53518 131|$97.00
2021-04-24 13:26:01|Magee Rowland|536 21048 53498 591|$56.87
2020-05-31 00:08:28|Leandra A. Poole|5451 9704 0560 9949|$86.25
2020-02-02 04:56:02|Lilah W. Potter|531227 604334 3092|$28.47
2020-05-29 19:24:49|Kameko Huffman|530364 462540 6747|$7.14
2020-03-25 07:49:10|Latifah L. Acevedo|5319 4221 7093 1373|$16.45
2021-08-26 06:44:07|Hanna G. Morales|5124 1823 9813 3922|$79.32
2020-06-26 08:10:30|Benjamin Simpson|521 10899 71221 111|$64.03
2019-11-07 08:16:02|Odessa Cobb|543389 336664 4015|$5.92
2021-08-23 05:43:52|Timon U. Hammond|553272 7929017618|$10.84
2020-09-13 10:03:50|Wynne C. Bernard|556 21529 18495 597|$60.25
2020-04-14 08:33:31|Travis Y. Bright|559 18462 67565 828|$72.53
2021-01-03 09:54:46|Flavia Strong|534588 9895303849|$49.19
2021-03-06 13:09:44|Ryan X. Mcfarland|5390 1210 6620 8415|$12.59
2021-05-12 02:34:36|Garrison Hyde|520 80520 46902 557|$73.54
2020-07-30 13:55:31|Colleen Gilliam|557032 0109882465|$37.60
2019-11-21 21:24:24|Walter Mullen|553788 3186786596|$88.41
2019-12-02 11:23:34|Olivia B. Herrera|5509375823575809|$88.37
2019-12-20 23:07:05|Renee Hurley|552270 557097 1962|$94.76
2020-05-30 05:43:11|Carol Leblanc|5597152337000944|$31.74
2019-08-31 12:14:53|Casey Mcdowell|525789 002548 7862|$85.95
2019-09-06 19:05:27|Bruno V. Cooper|522854 7228403510|$81.39
2020-05-09 09:04:21|Vivian Rowland|544598 2990152523|$58.58
2021-06-14 03:19:54|Zeph N. Salazar|516193 721688 9672|$98.17
2020-05-09 21:48:57|Ali Whitehead|516048 313723 9011|$15.84
2021-05-28 15:28:58|Omar F. Larsen|5529381394634302|$7.26
2020-05-10 02:36:25|William Q. Kidd|5217 2728 9064 0850|$49.33
2021-03-27 21:48:08|Sonia King|5238 8253 9735 2223|$66.09
2021-04-19 21:24:15|Oprah C. Boyer|536416 351667 7858|$72.51
2021-06-12 13:28:00|Sara M. Meyers|540 64273 63377 650|$25.67
2020-11-19 10:05:48|Austin B. Lyons|520702 433973 7397|$93.04
2019-12-02 05:54:29|Nyssa N. Robles|5423875500419422|$2.95
2021-03-29 02:28:21|Jared C. Pierce|546136 981196 1309|$80.31
2020-01-14 13:15:15|Yuli S. Price|536025 578646 8671|$86.82
2020-12-24 15:49:25|Ann Hyde|5519 4590 6116 1197|$82.89
2021-01-31 16:36:09|Amela Buchanan|535208 598498 8646|$32.25
2020-04-16 14:42:56|Kalia Noble|5575 3145 7097 2496|$68.53
2020-08-02 13:37:36|Ella B. Griffin|5473 7290 2567 5902|$87.22
2020-07-31 11:18:59|Rigel Crosby|5516 1636 5532 6496|$26.70
2019-11-23 08:13:06|Yasir C. Salas|5265 8076 6439 0116|$88.83
2019-10-18 22:35:17|Chandler Eaton|521 62695 57268 588|$94.01
2020-02-10 07:08:38|Alan Ware|527 25828 53044 805|$45.00
2020-12-03 06:37:47|Neville Gates|521379 401646 9454|$88.39
2021-03-02 20:09:52|Ryder Gallagher|5430 1940 2546 6004|$80.99
2020-03-31 10:11:41|Keelie Bush|5289750142506444|$14.95
2021-03-06 05:20:22|Zia B. Keith|527 34711 82557 597|$16.56
2020-07-19 07:23:25|Kareem Reynolds|533 20801 14214 224|$54.06
2020-07-10 07:22:41|Jordan A. Gross|540 28204 06190 359|$90.61
2021-05-08 13:04:00|Myles H. Flores|5213283899716157|$95.50
2020-06-03 14:28:11|Sean Lucas|554787 703228 9589|$25.86
2020-01-10 10:09:02|Brian Clark|522 20758 57981 867|$43.47
2020-12-06 14:18:28|Hakeem V. Bates|544292 7701694613|$55.06
2019-09-04 09:28:21|Forrest M. Workman|518868 644470 6930|$45.99
2019-09-21 14:52:21|Lillian Atkins|5360 7414 9856 9617|$44.13
2020-10-31 22:13:53|Oleg K. Griffin|5190097749510454|$28.31
2019-12-03 16:05:28|Amber C. Johnson|5231057205923618|$17.95
2020-11-28 05:06:26|Gavin Q. Rush|515175 4988721344|$7.11
2020-07-29 07:41:39|Nita P. Mccarty|547429 7278423312|$27.68
2021-05-08 14:36:27|Lael Jefferson|534187 2347943846|$66.42
2020-10-02 22:00:27|Yardley Benson|526 12849 89635 894|$43.19
2020-01-24 09:43:53|Dara V. Shepard|5148243664947395|$60.36
2020-05-05 17:59:38|Shelly Foreman|5390425128944242|$89.36
