Transaction-date|Name|Credit-Card|Amount
2020-09-02 19:44:58|Ima Haley|5591 6416 1221 2022|$19.89
2020-11-18 09:18:42|Ivy Owen|5570 0854 7847 3259|$31.35
2020-01-03 14:46:11|Caldwell K. Vang|524 80836 86823 458|$24.19
2021-01-12 21:13:21|Brittany U. Estes|526721 377863 1990|$60.08
2019-09-04 05:03:22|Noah H. Green|5167658096978286|$67.28
2020-12-08 05:41:09|Keelie Travis|538292 849692 1015|$99.24
2019-10-19 10:58:00|Perry Hobbs|5229480744812247|$28.31
2021-05-10 12:58:30|Amir Boyer|557912 262909 0640|$4.89
2021-03-29 23:16:34|Driscoll V. Vincent|537516 683587 6157|$0.11
2020-08-23 18:31:39|Angelica B. Gibson|515 43283 40601 630|$59.79
2020-07-28 00:05:03|Clinton J. Todd|531510 2403144747|$50.91
2020-03-09 13:59:08|Clare Moody|541259 076878 3582|$48.13
2021-03-27 16:03:49|Charles J. Kinney|523 93799 08004 575|$85.36
2019-11-30 02:47:46|Stacey Schwartz|5451 6979 8173 0084|$67.09
2020-11-04 16:01:45|Armand H. Sawyer|552290 7077924151|$9.20
2020-04-25 14:48:26|Stella K. Lawrence|5267 3460 9894 3511|$96.40
2020-09-24 03:49:16|Britanni Harper|5300 7089 7284 8190|$34.51
2021-01-24 13:19:14|Lawrence Massey|553 85563 31311 606|$1.77
2021-07-09 09:37:37|Ronan Perry|544755 6322407041|$86.14
2019-10-28 12:00:21|Micah Ayers|5344 7959 1509 8213|$5.82
2020-06-10 17:25:03|Ruth Webster|5214 3992 1867 0476|$70.72
2019-09-06 13:31:34|Stacy M. Joyce|546 82044 60684 824|$94.57
2020-05-13 07:04:03|Denton D. Klein|5333100805596645|$25.78
2019-08-29 19:01:18|Clayton Jennings|5543 5287 6921 4415|$5.35
2020-03-03 15:55:01|Kimberley Sykes|5261303591333837|$61.84
2021-07-23 02:39:35|Melyssa E. Walls|535 40959 08073 720|$8.46
2019-10-08 00:09:03|Alice Pickett|548851 6461413887|$83.69
2020-09-20 04:16:57|Tamara Romero|556 16965 58707 332|$90.56
2021-01-31 13:46:41|Rigel U. Morrow|558675 4496299267|$63.47
2020-10-25 12:26:13|Hadassah Rivera|5220460368323449|$32.23
2020-11-07 13:16:05|Perry B. Bean|521898 5063963655|$16.37
2021-07-20 01:00:27|Cairo G. Bradshaw|555 79134 90585 817|$6.53
2020-02-19 12:35:42|Isabella O. Giles|5536 1693 8120 7146|$92.69
2021-08-21 22:41:56|Odessa Fowler|5281 5112 9601 4181|$99.54
2020-09-20 21:08:48|Xandra H. Graves|5534 6719 2323 5008|$86.24
2021-08-22 15:22:13|Neve N. Crane|552 17164 83916 839|$0.30
2021-05-29 13:56:18|Forrest F. Odonnell|5267 4956 5621 8657|$35.94
2019-11-03 21:55:03|Dorian Knowles|5341708719111820|$40.58
2019-12-03 23:33:47|Amaya Randall|532666 9924499963|$38.26
2019-10-22 15:51:21|Courtney Olsen|518253 3318127148|$38.60
2020-11-30 21:45:43|Hadassah J. Knox|5110 9101 3512 4762|$56.48
