Transaction-date|Name|Credit-Card|Amount
2019-10-30 05:23:55|May Byrd|550 54823 76912 142|$92.93
2020-11-10 05:16:16|Azalia Juarez|542787 678657 9661|$62.59
2021-02-02 06:09:18|Aline L. Ross|534166 2851007116|$82.36
2020-12-26 04:07:09|Brian Merrill|5403 0529 2533 4396|$87.64
2019-11-06 06:41:30|Stacey Z. Bass|5462267394098102|$55.61
2020-12-15 01:42:58|Hayes G. Leblanc|5237 3190 9973 7080|$74.45
2019-10-21 15:16:42|Henry Armstrong|520 01541 09603 953|$26.12
2019-10-05 21:43:36|Emerald Francis|5235 6042 9025 9071|$33.11
2021-04-28 10:37:06|Kimberley Schneider|514013 4010816632|$84.96
2020-05-12 02:39:30|Hyatt Horton|515734 5845646222|$88.86
2020-07-21 00:42:38|Grady Rich|5583290360232772|$95.33
2021-01-27 20:55:31|Dominic Black|5209793071323289|$42.72
2021-08-27 02:16:45|Ryan Mcintosh|5179452640798465|$44.78
2020-05-30 01:52:15|Vielka Glover|5145 0464 2730 0494|$50.57
2019-11-13 03:01:42|Reagan E. Skinner|542991 177161 9038|$92.82
2020-05-06 07:47:52|Brenna P. Hill|559 99682 97601 308|$66.66
2020-07-18 14:55:27|Pandora Cox|540492 938915 5079|$66.71
2019-11-07 15:54:56|Sylvester H. Pollard|511460 666006 1298|$38.02
2020-07-21 08:18:47|Cleo A. Hancock|516 63859 81514 601|$4.70
2020-04-02 18:41:11|Carissa Riley|553 40086 81482 862|$66.29
2021-03-17 12:07:09|Rhiannon X. May|5181 1093 4988 6936|$70.48
2020-11-26 23:37:27|Rhonda F. Bernard|532945 6952725239|$74.30
2019-12-19 18:28:03|Preston Crane|543718 8112393496|$70.50
2020-04-06 16:18:46|Luke E. Warren|553514 8247026693|$89.80
2020-02-01 03:37:18|May Fowler|555 36406 84736 880|$3.43
2020-03-28 00:36:05|Zane Trujillo|5150476086954079|$85.02
2021-01-03 23:42:58|Jade Leach|5387805223847801|$82.46
2021-01-31 02:29:39|Jackson Marks|5593383505729808|$83.84
