Transaction-date|Name|Credit-Card|Amount
2021-06-21 11:01:48|Addison Jordan|512 98153 25968 002|$38.10
2021-02-06 14:06:47|Montana V. Figueroa|514808 356521 3491|$20.39
2020-03-20 07:42:19|Geraldine I. Witt|5152 6598 4907 7472|$67.43
2021-02-25 09:25:58|Addison Dean|518331 3578253614|$21.59
2020-12-10 05:39:40|Mara N. Fletcher|5574175364152210|$14.35
2021-04-06 01:09:01|Rahim W. Osborne|531530 900168 3832|$2.80
2021-03-14 15:22:33|Miranda D. Lane|5458 0455 5275 7610|$29.01
2021-08-19 16:28:48|Declan Wright|5469335361165460|$56.56
2021-06-23 10:26:05|Cedric Randall|529222 4279700431|$60.69
2021-05-17 15:08:27|Michael Beck|5182 2990 8055 3800|$7.53
2020-01-12 12:06:07|Xavier D. Dennis|545156 621059 1817|$9.61
2021-05-08 10:42:13|Yardley V. Barrett|544658 629116 2351|$30.20
2021-01-07 21:30:53|Kendall Shaw|526 01487 90605 985|$76.96
2020-02-03 09:36:08|Beverly Knowles|559189 7068725913|$91.31
2021-05-10 20:24:09|Allegra X. Craft|5175 0241 6819 1250|$63.87
2021-08-08 19:37:20|Melinda L. Odom|522 92902 35846 400|$53.74
2020-01-16 17:27:06|Ramona Graves|5240 5327 5356 3783|$10.47
2019-11-18 06:02:57|Roth Brennan|5403 9117 2024 4292|$33.08
2019-12-08 12:34:33|Dennis G. Sheppard|544407 3364764621|$2.64
2019-09-20 03:56:33|Scarlett M. Herring|5270094116268827|$3.63
2020-02-17 07:55:33|Cole X. Carr|5366 3990 5584 2556|$68.01
2021-06-21 23:26:50|Kyle Morrow|528 37794 57999 130|$1.21
2019-09-18 03:56:34|Aidan Matthews|535132 004913 2521|$13.75
2019-11-23 10:31:51|Nathan Mercer|544283 3577868408|$82.92
2020-02-22 20:02:16|William Higgins|532 91694 53560 472|$82.87
2019-11-30 13:23:35|Lesley Holland|516258 6767725527|$83.55
2020-04-25 19:11:58|Suki G. Warner|530906 213106 1225|$18.90
2020-09-22 05:37:26|Rooney Martin|554418 2053039788|$1.52
2020-08-27 03:46:01|Jael A. Nielsen|516878 150765 6223|$28.98
2021-03-21 23:49:56|Francis Estrada|515767 461011 1595|$80.54
2021-03-01 21:14:56|Meghan S. Hart|513 48334 06643 595|$53.42
2021-02-21 10:09:15|Wylie C. Ball|543235 955546 5993|$86.06
2020-09-26 02:43:07|Valentine Massey|5497 3783 9227 8189|$39.36
2020-12-27 07:19:34|Slade D. Dennis|5575252760214040|$20.87
2020-10-22 07:25:24|Elaine Castillo|5202 8541 3333 9080|$30.90
2020-05-04 23:49:40|Evangeline Velasquez|5464 0570 2808 5593|$13.63
2021-08-19 20:21:55|Upton Moon|527953 225227 7343|$94.98
2020-09-14 18:47:14|Thor O. Neal|513 75822 07340 607|$23.89
2019-11-07 17:05:28|Murphy Goodwin|5153023250434103|$70.31
2020-06-14 08:00:38|Hashim Ferrell|510235 137752 9584|$78.17
2020-01-16 06:29:40|Basia U. Kennedy|553080 591562 3581|$90.29
2021-05-19 19:07:52|Olga Tucker|514 81271 60864 628|$91.93
2020-03-15 07:14:56|Yvette Beard|535813 3833093558|$47.36
2020-11-19 12:52:11|Wallace Z. Pearson|538209 942700 4295|$57.78
2021-08-03 08:56:04|Blaze Singleton|518013 539252 2459|$50.73
2020-05-04 20:20:43|Ryder Fox|5541240357521977|$30.89
2021-01-08 10:48:50|Chase K. Hanson|552 00028 08869 552|$3.68
2019-09-26 14:38:14|Jessica X. Benson|520992 4594275066|$28.17
2019-09-17 19:42:46|Nathaniel H. England|533 82963 07263 539|$17.89
2020-03-09 04:08:19|Ferdinand J. Rosa|5345 5523 3484 4464|$26.10
2020-02-07 22:40:22|Quyn T. Mccullough|556287 3728931840|$78.48
2019-10-28 12:26:41|Josiah W. Merritt|5315 0033 3487 0279|$40.28
2020-06-22 09:48:29|Farrah Wilder|510 28297 04037 777|$17.45
2021-07-21 15:09:05|Adria U. Mendoza|5168005952756563|$93.10
2020-12-24 22:07:11|Calvin Becker|523529 0925333307|$27.73
2020-12-15 09:36:57|Eric G. Meyer|550986 0539789026|$34.65
2021-03-09 15:33:40|Kasimir X. Lowery|530 95716 73409 972|$20.61
2020-02-21 09:47:59|Zia Steele|557 86091 51591 244|$76.40
2019-12-08 11:36:17|Dean Nicholson|5270 0921 7446 0633|$93.67
2020-01-19 04:24:05|Chase Olsen|557766 569296 7450|$44.27
2021-08-13 13:48:57|Rafael Bates|526 95256 62369 108|$71.60
2020-02-10 11:45:27|Leila Sandoval|515 69105 66461 563|$76.42
2021-01-04 07:20:33|Conan D. Stephens|541692 8839248308|$22.12
2019-11-20 12:42:45|Breanna H. Barlow|543463 1253082918|$34.44
2020-04-30 10:55:51|Marah Lopez|527527 5805135758|$65.29
2020-01-31 17:22:50|Quail Serrano|514487 9509845858|$7.68
2019-12-03 03:01:49|Gil Cleveland|5322053021273957|$79.74
2020-08-12 06:26:09|Lucy Flowers|540 67953 65718 299|$58.99
2020-03-24 14:00:19|Leilani V. Miller|522979 015999 1066|$79.08
2020-01-09 22:56:32|Mariam Z. Noble|523859 009196 5601|$94.93
2020-04-27 09:23:09|Hedwig L. Shelton|538 39882 68971 134|$60.74
2020-03-27 15:45:23|Keiko N. Duran|5505 2557 9989 4059|$8.68
2020-10-23 12:35:33|Dante N. Wilder|555094 3355127857|$55.98
2019-09-13 06:11:55|Kiayada S. Sharpe|5139643285163036|$95.32
2021-06-20 04:46:50|Teegan Elliott|522752 683708 1892|$92.80
2021-03-10 09:34:42|Sandra Maddox|514 93315 47892 109|$17.40
2021-02-11 17:25:05|Martina M. Britt|558591 2881255747|$36.81
2019-11-27 03:24:11|Keefe C. Patrick|524812 624253 2442|$16.55
2021-07-15 16:44:51|Georgia P. Witt|527 78773 61122 407|$90.60
2021-01-25 00:29:02|Yasir Q. Morgan|5240136496984775|$92.28
2020-08-08 21:24:43|Shelby Higgins|537878 8675357548|$77.79
2020-02-04 04:12:34|Marny Fletcher|532926 0364994023|$56.56
2021-06-12 12:55:00|Rajah G. Ochoa|5147 6105 4609 7865|$67.21
2020-05-26 19:56:10|Fallon Rodriquez|541 80743 38549 561|$96.50
2020-11-25 12:27:14|Hayes William|522182 8026134979|$45.72
2021-06-15 18:21:56|May J. Sullivan|512166 815543 5289|$26.01
2021-06-27 15:35:04|Scarlett Q. Hernandez|517554 0560346879|$50.79
2020-03-11 08:36:27|Zane X. Bradshaw|5561173338344232|$3.63
2020-06-15 01:25:41|Madeline Lyons|513165 926761 7391|$10.80
2020-09-08 12:56:32|Jaden J. Logan|543306 434886 3152|$79.45
2021-08-26 16:13:58|Brittany B. Pitts|5275 8501 4101 7249|$24.43
2021-02-11 17:42:21|Victoria Solis|5400407549546531|$13.19
2021-08-04 01:23:39|Vernon B. Kelly|5105 7748 2999 6282|$73.14
2021-08-12 19:11:21|Lana Buchanan|5225 5195 4981 9719|$35.86
2020-09-03 03:12:54|Yasir Bryan|5138642009492136|$77.87
2021-04-05 19:34:55|Martin P. Pate|536893 9692226784|$53.54
2019-10-13 10:43:32|Madeline Acosta|551731 134095 4698|$96.95
2020-01-10 18:48:50|Jolene W. Greene|527959 023438 5717|$15.13
2020-11-23 04:06:32|Mechelle P. Dominguez|527168 8941206677|$92.87
2020-07-21 22:08:33|Daphne B. Graham|5569071401940617|$60.08
