Transaction-date|Name|Credit-Card|Amount
2021-07-04 08:43:22|Hyacinth E. Adams|5449172501296664|$51.53
2020-01-16 16:01:17|Carl A. Witt|515 14134 68547 642|$33.31
2020-05-17 07:36:55|Yvonne N. Cooley|540713 5399463787|$61.52
2020-09-17 14:49:17|Indigo Whitehead|5230553267515491|$94.80
2020-08-28 09:24:49|Emerald F. Carpenter|514736 064298 9033|$19.96
2019-11-29 12:57:02|Jane R. Stark|5393 1736 3936 8629|$71.65
2021-02-24 18:20:41|Malachi S. Fox|559755 7635918730|$29.87
2021-07-03 07:08:32|Molly Wilcox|533666 6456867086|$1.11
2021-04-23 00:01:56|Renee Hodge|5194850343908052|$36.67
2019-11-09 23:32:55|Leila E. Salas|5480779046885825|$58.79
2021-05-21 21:12:13|Macon Browning|5318372888129847|$91.95
2020-07-01 09:05:01|Edan Burke|534728 067511 9845|$39.80
2020-03-19 13:37:28|Holmes Benson|557352 000961 1537|$68.67
2020-07-01 12:32:24|Barbara Z. Espinoza|555581 4417155019|$12.62
2021-02-16 20:27:46|Lance Q. Mccormick|5352090245083955|$21.37
2020-03-08 23:46:11|Maya Cherry|5512 0283 1447 7598|$5.66
2020-05-02 06:09:37|Basil Espinoza|529099 9315991464|$1.20
2020-04-30 03:56:22|Dolan J. Mcclure|5322 2153 1426 1201|$38.23
2021-04-05 22:04:07|Daniel Watson|518724 6960438854|$91.52
2021-03-11 02:29:09|Jennifer Koch|544 37861 83910 346|$89.72
2020-08-05 16:15:39|Quentin Z. Guzman|546960 0936786706|$28.56
2021-01-03 19:40:55|Hedda Pace|5138 5743 9287 2998|$32.37
2020-02-17 22:10:57|Norman Spencer|5150 2056 8583 3966|$67.70
2020-03-08 23:36:46|Dane F. Jennings|514 15612 97896 128|$29.14
2019-10-14 12:14:00|Orlando Q. Holloway|5461717103716155|$73.49
2021-05-05 02:02:09|Cally Coleman|5464593864897378|$47.76
2021-07-16 07:09:05|Hunter P. Acevedo|5249618169551586|$58.00
2020-05-18 05:36:42|Macy Edwards|542 87772 89530 657|$69.36
2020-11-12 06:47:20|Madeson X. Frederick|5243 5568 1610 4100|$75.68
2020-04-14 08:22:54|Hanae Johnston|5557 7889 0672 6068|$11.56
2020-06-10 02:17:43|Noel W. Hull|510012 4656745219|$33.51
2020-11-08 09:20:06|Xaviera Figueroa|516520 6560518717|$73.95
2020-12-23 14:20:58|Rahim Mcknight|5413 5158 8553 3445|$87.31
2020-04-04 17:23:52|Sonya Flowers|526 21692 15062 212|$29.39
2019-11-20 02:53:33|Yolanda Chandler|510 20737 74307 881|$47.65
2020-06-27 13:29:01|Kennan Talley|544 39369 63750 772|$40.99
2020-11-18 00:32:47|Driscoll N. Bullock|5201978247598116|$38.75
2020-10-23 18:02:16|Holly Q. Mathews|5155 3013 8935 5433|$42.15
2020-02-08 19:58:04|Carson Grant|5437475278915257|$32.70
2021-07-27 05:21:21|Brynne Rocha|5103116904746780|$36.50
2020-06-08 20:07:47|Sade F. Talley|520 58530 98169 174|$65.53
2019-11-11 02:46:08|Camden Wood|553455 7428400850|$77.82
2021-07-15 10:18:32|Demetrius X. Pickett|5386127066985270|$28.62
2020-10-28 12:43:45|Carla Q. Hardin|557 12779 48584 208|$76.98
