Transaction-date|Name|Credit-Card|Amount
2021-05-07 13:58:50|Iola Burch|556 36795 11141 557|$77.35
2021-08-04 02:29:04|Bruno Franco|5421 9884 8141 2472|$92.64
2019-11-14 02:52:02|Katell W. Love|5524966348930460|$91.74
2020-07-16 08:09:27|Aidan A. Garner|5536524794735317|$96.09
2020-07-14 04:29:49|Beverly Jenkins|550287 7777939128|$20.49
2019-09-09 22:44:15|Dana F. Golden|5546 6015 5566 2753|$63.00
2021-06-02 03:58:49|Daphne B. Cortez|523357 2831405242|$88.42
2020-07-12 17:58:39|Isabella Rowe|520092 3272132945|$29.43
2020-04-20 19:26:36|Lionel Snider|539918 742076 2158|$67.82
2020-01-17 08:41:39|Lacy O. Trevino|5446762298478682|$97.89
2020-07-26 03:41:02|Elliott Richardson|5410056234522790|$66.52
2020-10-18 04:44:02|Tamekah Oneill|515856 2969105061|$9.19
2020-05-20 15:34:10|Jolene Mathis|5590237172893680|$8.49
2020-02-11 17:23:18|Rowan S. Kelley|5505 8234 7754 0862|$28.14
2020-02-07 04:14:19|Denton Miranda|5569 3955 6536 3591|$78.90
2020-03-08 09:56:48|Aspen Baker|547312 784932 2332|$11.62
2020-10-19 12:09:36|Lysandra Randolph|5366 8706 5301 9029|$95.83
2020-06-23 12:08:35|Daphne P. Lloyd|5486 8149 1064 6187|$78.45
2020-12-09 11:49:04|Cameron Ross|5296 2877 2332 5176|$33.20
2019-11-12 17:15:05|Tatum Forbes|5175 3278 4830 0823|$52.67
2020-10-28 10:15:26|Leilani N. Barr|5560 9396 5404 3363|$95.96
2019-09-30 08:27:28|Russell C. Mcclure|559207 020593 7812|$89.47
2021-05-26 17:44:40|Emi X. Fletcher|521106 0964053308|$54.55
2019-10-11 22:12:04|Tashya Russo|5511514396830755|$99.62
2020-04-09 13:15:54|Eugenia K. Rosa|541732 7525271584|$60.95
2020-10-22 17:24:47|Hunter K. Haley|5558075085229919|$25.52
2020-02-04 10:43:03|Justine Butler|5281855682794108|$17.54
2020-03-15 13:18:35|Luke Allison|5171 0998 7871 0759|$57.66
2021-04-28 01:12:10|Oleg Oneil|5362 8043 1621 7021|$11.58
2020-08-02 19:35:35|Lani Potter|514737 043353 2447|$58.60
2020-03-11 15:14:00|Claire H. Lynn|548 71563 91109 841|$70.27
2020-12-30 19:51:24|Kessie Strickland|5340 8532 8346 6654|$48.39
2021-05-26 17:21:43|Madonna C. Peck|545469 5644952118|$95.90
2021-06-10 22:07:01|Axel Kramer|550912 9259582031|$14.06
2019-09-02 09:38:50|Ian P. Ballard|5441156233825344|$27.33
2020-09-14 09:33:10|Callie Hartman|5313997807659725|$37.73
2020-04-07 02:20:49|Halee Kinney|511476 655866 4502|$12.03
2020-02-04 15:11:56|Chava H. Maddox|5264 7508 9683 3217|$40.62
2021-08-16 03:51:04|Ishmael Garza|522393 7648854647|$51.24
2020-10-19 11:01:09|Tanek Church|5425251496612693|$85.17
2019-10-07 03:30:36|Harper Joseph|554150 7896244240|$0.05
2020-06-15 14:00:42|Zelenia V. David|5322453091708686|$69.68
2021-04-04 22:58:16|Anika J. Lang|512725 066604 0363|$19.23
2019-12-23 20:50:08|Anne Y. Macdonald|543332 7791726295|$64.30
2020-05-07 04:11:45|Felix Wood|519934 2159974175|$16.42
2019-08-31 02:30:39|Neil Singleton|5487 4585 8680 0493|$17.87
2020-12-18 19:52:24|Frances P. Walker|558655 5416760639|$2.91
2020-12-08 23:38:47|Dustin R. Park|536047 266794 4262|$77.16
2020-07-29 20:30:29|Caesar R. Heath|523 97477 59088 477|$10.97
2021-08-04 17:55:39|September Morrison|5315576580991113|$54.40
2021-05-28 04:40:00|Sonya K. Mooney|537 26869 79623 506|$57.49
2020-08-16 06:08:49|Micah Bray|511929 275844 8971|$39.68
2020-01-07 11:45:06|Stewart Burch|5380 3645 2024 9078|$32.73
2019-10-16 02:42:54|Yael W. Glover|510042 7741637659|$5.96
2020-01-14 19:00:32|Martina Reed|540 38416 41801 351|$93.27
2020-01-08 10:25:40|Gwendolyn V. Briggs|5419 0261 4697 7599|$8.22
2020-06-19 06:51:19|Brenda X. Mcdowell|5270164001654397|$36.06
2021-04-12 08:26:33|Rashad V. Alexander|535518 4852863713|$16.81
2020-11-05 22:55:31|Mufutau Clayton|5564910075366218|$60.79
2020-11-06 21:08:47|Zoe A. Bird|550372 852553 2732|$81.91
2020-01-03 00:08:19|Rana C. Gay|559426 6027091147|$15.88
2021-02-11 07:13:25|Kendall P. Hartman|515 94430 55641 880|$14.22
2019-11-05 09:55:47|Roary Holman|553442 4152507089|$20.96
2021-04-21 11:58:50|Morgan Leonard|550180 7079972254|$14.75
2020-09-21 02:26:51|Sean Q. Cooper|558037 052571 3768|$78.30
2020-12-18 17:43:02|Claire Craft|5458038806967341|$14.08
2021-01-18 08:33:23|Jakeem G. Rios|530 20772 77827 442|$48.44
2020-09-29 00:13:55|Heidi Wright|540 40465 63305 360|$19.66
2019-12-19 13:32:13|Alec Sims|558 14061 04371 492|$15.68
2021-01-22 11:10:30|Grant D. Wolf|535 05570 88339 860|$38.07
2020-02-29 14:29:33|Aladdin Morris|540007 766004 7690|$98.98
2021-08-27 01:08:38|Camilla Q. Doyle|5481923810366963|$57.24
2020-07-28 11:49:03|Nina X. Wilkinson|546184 331646 3821|$8.98
2021-04-26 09:19:22|Hedy O. Burt|531066 278871 9905|$98.54
2020-04-12 04:43:14|Emily G. Baldwin|523 21473 38440 116|$42.30
2021-06-22 04:06:27|MacKenzie Y. Valencia|510865 1352500078|$63.81
2020-10-12 15:47:15|Vladimir Albert|5119912131679600|$93.47
2019-09-12 01:06:39|Leigh M. Blair|5216 7125 2019 2757|$11.32
2021-05-05 03:13:03|Larissa Wade|521 46301 50050 743|$44.62
2021-01-22 08:49:46|Chadwick A. Walter|5124 7383 0804 4697|$87.04
2020-06-09 22:29:26|Kevyn L. Mccray|514990 8658996454|$53.89
2020-10-01 05:40:08|Simone A. Reyes|510850 9661432807|$34.86
2020-12-23 21:13:03|Josiah Steele|522280 3010147989|$55.77
2019-12-01 18:34:28|Aquila B. Cantu|534551 843712 8816|$84.70
2021-03-08 09:54:50|Fulton Shields|518766 782078 2472|$16.32
2021-02-06 20:12:33|Garth D. Riddle|5496094305397492|$22.37
2021-08-06 09:41:46|Charles Whitley|5455 3725 6339 9007|$71.69
2020-05-23 13:40:16|Hamilton Rivera|526219 7015764299|$88.77
2021-01-06 08:03:16|Echo I. Sykes|5303078269865464|$35.60
2021-06-16 23:56:21|Shea C. Velazquez|5485929798586841|$98.73
2020-10-23 04:44:45|Tashya Green|556783 607036 3495|$79.62
2020-12-18 11:28:49|Zane Landry|535635 1735217255|$30.52
2020-03-14 12:17:31|Harper O. Small|5159 1373 7307 0828|$53.17
2021-03-08 05:42:05|Aidan Z. Leblanc|511932 141154 6663|$51.68
2020-11-05 16:51:09|Demetria R. Faulkner|5237 6647 6620 8240|$85.44
2019-12-15 02:24:38|Elmo Stuart|512030 362979 8374|$64.37
2020-02-12 16:45:27|Karen Callahan|510500 2345393101|$13.76
2020-07-11 23:10:44|Noble Burton|522014 2721265133|$54.31
2021-05-10 07:41:47|Ivy L. Adkins|550642 338694 7859|$49.62
2020-07-17 05:39:36|Dalton I. Mccarty|5478 6887 1371 8603|$60.52
