Transaction-date|Name|Credit-Card|Amount
2021-01-12 17:24:23|Nomlanga Valentine|5440 2602 0813 3063|$82.26
2020-03-28 16:55:58|Jenna P. Logan|528 86300 96685 603|$96.88
2020-05-01 09:47:01|Blaine U. Howard|5136915361867463|$85.32
2020-06-01 04:01:15|Carol Baker|526568 696044 8871|$80.67
2021-03-19 03:22:31|Lareina X. Odonnell|558 57551 51593 275|$48.27
2021-08-27 07:59:42|Alea H. Rowland|540449 2486747017|$95.35
2020-05-19 15:51:06|Damian Frazier|5248 0174 1493 1720|$94.26
2020-04-11 12:44:30|Blair Kirkland|514922 9215270725|$72.04
2021-01-29 00:31:58|Channing B. Dodson|544924 866393 9141|$1.81
2021-07-27 03:02:40|Myles Jensen|541663 461179 7393|$72.19
2019-10-08 11:02:47|Risa Battle|5254 7631 0882 7739|$63.40
2020-12-23 03:34:48|Kaseem Forbes|528879 165601 4053|$42.48
2020-10-09 20:57:56|Garth Bentley|526 59907 64257 425|$29.75
2020-05-23 12:28:42|Belle Talley|5545866863974429|$69.18
2019-08-27 09:20:34|Anastasia Cox|556123 3026427051|$84.01
2020-05-31 14:24:56|Farrah Knight|524669 815899 4784|$35.56
2019-11-02 04:08:17|Rhonda G. Raymond|532866 362629 1008|$89.14
2020-02-11 21:52:21|Colt Weiss|5249 8986 6461 9274|$22.16
2021-07-23 22:20:22|Adele A. Stanton|515429 987826 2576|$57.02
2020-08-18 23:09:36|Brandon F. Ramos|535 23645 30674 756|$83.41
2019-11-11 11:57:09|Colby Curry|513 32340 03071 093|$38.65
2021-02-01 08:00:33|Marshall Banks|531 49551 39138 312|$40.43
2021-03-17 17:15:12|Blaze Alford|5264112870447151|$9.63
2021-08-14 17:11:44|Aidan Frazier|541375 607477 3141|$42.59
2020-08-26 07:38:27|Ian Y. Wilkins|522 82292 59058 063|$37.83
2019-11-28 03:12:09|Maris A. Wilkinson|510031 8448235097|$99.08
2019-11-04 15:46:01|Farrah B. Peters|5177 1790 3233 3070|$61.02
2020-09-09 00:24:06|Igor Mcfadden|548952 050193 1394|$17.83
2021-03-12 05:02:13|Ulric Morrison|512 37797 82596 381|$98.66
2020-07-04 11:06:10|Leila Irwin|553629 822067 2044|$15.95
2021-01-09 00:49:54|Melissa S. Rosario|5340652072665488|$84.38
2020-06-22 15:12:23|Fletcher Snow|556420 6677203010|$39.43
2021-06-26 07:08:37|Chloe O. Byers|5521853807895488|$95.76
2020-11-08 21:35:43|Erasmus Hurst|5344 4441 5587 8519|$93.07
2020-10-04 07:48:27|Elvis L. Fletcher|522366 7440525703|$84.11
2021-05-31 08:00:54|Benjamin J. Thomas|537281 5490019635|$78.46
2021-06-10 11:35:44|Thor J. Huffman|5186 2862 4472 0058|$25.55
2020-10-19 11:05:21|Maisie Palmer|529420 8845541898|$83.53
2020-11-12 16:25:03|Harlan X. Nolan|512334 1008299132|$31.10
