Transaction-date|Name|Credit-Card|Amount
2020-03-23 01:42:19|Eugenia G. Burns|523 68810 75004 943|$3.81
2019-12-26 02:05:46|Owen Carroll|551584 6510036216|$75.91
2021-04-12 16:38:10|Daphne D. Becker|531826 5915075498|$86.92
2020-09-18 16:36:46|Raphael O. Noble|543740 1817165022|$35.82
2020-07-26 04:50:44|Fallon J. Barry|543 10556 13009 622|$8.94
2020-08-08 23:56:23|Anthony Gillespie|5513 3474 1551 2643|$6.65
2021-05-25 02:03:39|Xerxes M. Mckenzie|522169 1653932374|$61.34
2021-07-24 07:17:26|Kasimir T. Adkins|551739 9123172729|$70.74
2019-09-22 01:03:20|Xanthus L. Mccall|5186660025333168|$20.19
2020-07-11 23:06:54|Ezra F. Morton|5494045540215438|$22.79
2019-08-29 22:59:29|Amena D. Bass|5229055246394751|$67.03
2020-11-09 17:28:40|Phillip N. Downs|5250 6289 6333 1537|$66.75
2019-10-14 23:04:30|Kirestin Ward|5505 2224 2432 9810|$94.33
2019-12-02 00:32:44|Flavia Murphy|5205918325005382|$71.64
2020-11-24 13:37:35|Kelly Navarro|525 61573 84831 168|$45.81
2021-02-28 01:45:03|Lynn Green|5151447294665558|$4.91
2021-04-04 02:25:33|Sean Castaneda|527955 4594203936|$90.33
2020-11-01 03:34:11|Germaine Young|5444 7253 8614 2736|$49.21
2021-03-28 08:58:04|Kimberley Mclean|5522 6104 1775 7550|$75.30
2021-02-07 20:42:20|Vaughan Osborn|5276419524985973|$18.16
2020-01-12 16:30:27|Priscilla Lowe|5459584695416840|$9.51
2021-04-04 23:32:41|Abbot Moreno|5183478232951893|$98.77
2019-10-12 14:59:45|Kuame Wells|5198 3022 3245 2111|$16.30
2021-07-26 10:55:02|Courtney Weiss|5271 3948 7938 6728|$1.91
2019-08-31 16:18:06|Rigel K. Benton|5171 8586 4969 3119|$99.87
2020-08-14 04:34:41|Ruth Q. Carey|541 83477 26366 107|$81.26
2020-04-10 08:31:40|Sophia M. Carrillo|5519 3243 3115 9902|$33.75
2020-04-11 08:35:01|Russell B. Morton|514056 566555 2123|$33.70
2020-05-18 11:58:57|Joshua C. Hays|523 23891 64309 995|$47.75
2019-09-24 08:13:34|Duncan Ruiz|524665 952451 2643|$22.67
2020-03-01 14:55:05|Moses W. Watkins|548870 169716 6646|$43.43
2019-10-22 08:36:51|Nash Hicks|5245330118685036|$37.69
2021-01-02 00:12:28|Bruno Hampton|5358 6393 9561 9291|$34.83
2020-12-16 17:57:22|Chloe L. Battle|5271625464794945|$57.76
2020-03-22 21:10:22|Davis G. Durham|526910 9400823344|$77.35
2020-05-24 17:55:01|Adele Whitehead|523047 9761253209|$1.24
2021-01-22 18:13:30|Nita Abbott|5589008906727350|$15.01
2019-12-21 11:54:05|Eaton O. Fleming|5367721916143545|$14.67
2020-11-04 15:08:01|Chancellor Heath|517 96418 77826 607|$87.39
2020-02-04 04:27:02|Chantale Simpson|5352 9014 5455 7424|$30.72
2020-09-27 15:57:22|Stacey Harris|552 13420 41091 757|$8.12
2021-06-27 05:29:39|Troy F. Mclean|5499 6904 7379 4522|$22.38
2020-11-10 20:36:20|Jin B. Bass|523603 801956 8091|$48.67
2021-06-17 21:06:33|Yuri I. Moreno|5187037645300498|$3.16
2020-11-23 03:43:08|Dante L. Rosa|524 50355 94201 444|$14.07
2021-05-08 17:32:05|Audrey O. Avery|539231 9858523052|$36.21
2020-06-05 06:48:31|Althea Rice|511 95541 88527 363|$29.41
2020-08-27 14:46:46|Edward H. Brock|520778 299285 9184|$33.10
2020-07-17 11:45:27|Vance X. Fisher|546497 711752 0210|$10.11
2019-09-02 04:11:13|Octavius F. Richards|5256872280793631|$61.21
