Transaction-date|Name|Credit-Card|Amount
2020-07-27 22:45:44|Caesar P. Brock|5287197176400783|$44.08
2021-02-06 20:36:04|Hyatt Bowers|5346137567669504|$56.72
2020-02-16 00:04:41|Eagan Holloway|549116 826114 1733|$50.28
2021-05-30 18:02:21|Curran S. Rodriquez|543 30273 37753 361|$43.10
2020-06-11 03:44:35|Levi D. Snyder|5550660259627028|$25.25
2020-11-25 22:42:16|Lara S. Sparks|523700 465215 6932|$92.32
2021-03-19 10:37:53|Jermaine Y. Sweet|5585007199215531|$64.02
2020-03-25 22:59:47|Hyatt Wolf|543371 505965 8665|$38.48
2019-08-30 19:49:59|Kibo A. Johnson|541 96201 96477 748|$53.03
2020-12-21 06:26:11|Philip Boyle|5551820107798475|$52.41
2020-03-20 16:03:42|Lee Washington|551148 906437 2853|$10.21
2020-01-08 07:30:49|Lareina Hester|526053 966645 3643|$55.89
2021-05-16 12:40:15|Linda Wilkerson|5295 6699 0398 3521|$7.69
2020-06-11 20:49:18|Forrest Q. Thompson|539564 561852 9469|$77.87
2021-04-16 15:06:49|Elton D. Marsh|521 37244 98072 005|$0.71
2021-02-01 15:13:30|Veronica U. Dudley|5535889661416403|$3.03
2021-04-13 02:25:37|Knox F. Cantu|5371 3506 3637 0743|$63.42
2020-09-09 21:29:12|Xerxes U. Ware|549 67705 16508 163|$97.35
2020-08-05 17:26:52|Lila Rivers|531 68450 89540 658|$11.44
2019-09-03 17:42:59|Rafael S. Solis|557536 802710 2826|$8.52
2020-12-09 21:00:07|Claire Price|544804 770784 5145|$49.99
2020-05-25 08:40:59|Caldwell Rivers|5215 7890 1118 4346|$33.30
2020-05-23 06:12:19|Aiko A. Petty|512204 0488084797|$24.09
2020-04-23 03:49:58|Tanek M. Britt|5127 3622 0382 6111|$34.27
2020-10-13 04:56:26|Jameson Cross|5593 4853 2978 0204|$40.32
2019-11-04 01:34:54|Alexander Conley|5465 2658 9667 2025|$28.93
2020-05-18 18:47:06|Theodore Combs|516092 673498 7127|$1.14
2021-01-10 16:29:32|Griffith Q. Mcleod|533 85482 32992 982|$58.92
2019-09-20 05:02:26|Kasper Rogers|5280724294636712|$21.60
2020-08-10 22:02:49|Jamalia Wallace|528073 0146059144|$77.44
2019-10-30 18:53:42|Asher T. Patton|546658 6224222228|$7.99
2020-12-04 14:07:02|Xavier J. Ferrell|5561 1410 1935 5298|$72.49
2019-12-18 05:11:24|Nina Ellison|5401033546507836|$61.52
2021-07-05 21:59:18|Cleo Ray|552 10691 23450 656|$1.55
2021-08-13 12:31:00|Ahmed Hendrix|520189 4737706111|$36.82
2019-08-30 16:05:55|Beck Allison|544 88471 00000 150|$51.09
2020-08-15 10:22:59|Tamekah Armstrong|525 71489 99717 388|$24.35
2020-09-18 23:37:15|Brett U. Smith|554 47703 97414 392|$86.46
2021-04-10 06:36:35|Carter Richard|5540954500332709|$62.98
2021-08-07 20:03:25|Aquila H. Gates|550757 8908643580|$2.41
2021-01-30 20:12:29|Catherine H. Gibson|550932 1771193674|$84.10
2021-01-26 16:53:27|Garrett Melendez|547249 7455149092|$8.25
2020-08-23 05:48:03|Jade Keller|552471 934708 6309|$83.00
2020-09-27 13:13:06|Quemby L. Potter|5479 8926 8075 2632|$26.60
2021-01-19 22:42:10|Dean S. Foley|527066 1416704063|$77.35
2020-11-08 05:58:59|Connor Guerrero|5445 7185 0079 5512|$19.78
2021-06-29 19:10:03|Octavius Hendrix|5540566639998570|$47.73
2020-03-03 10:26:55|Amethyst Gaines|542 30707 71039 725|$58.86
2020-08-31 05:08:48|Amanda H. Dennis|558113 5999715758|$22.68
2019-08-31 22:02:20|Keiko T. Cox|541639 454377 6094|$76.85
2020-12-23 11:39:23|Blake Mccray|518983 109572 6402|$46.75
2021-02-24 14:50:27|Ashely Blankenship|546 35173 64399 784|$29.17
2020-01-02 18:40:59|Sacha Russell|531990 6170458437|$30.16
2019-11-03 14:05:25|Raymond F. Murphy|547941 111622 3025|$54.06
2020-01-25 21:21:53|Cody N. Reynolds|5586050663312961|$42.40
2019-10-01 10:33:37|Wayne Clemons|555 02735 76679 811|$11.11
2019-10-02 07:09:11|Honorato A. Ortiz|5425 9270 7244 6990|$19.91
2021-05-26 20:59:42|Preston Riley|5135 4493 4057 4488|$51.53
2019-12-30 07:08:08|Chaim D. Hart|5313494384563660|$89.81
2020-12-14 16:03:23|Timothy Salazar|5242 3264 7489 4983|$26.52
2020-04-11 03:36:19|Thor R. Haynes|5555 7583 5618 5414|$14.01
2021-01-22 13:05:47|Joel Jarvis|5204465719932558|$89.96
2021-04-04 03:03:51|Todd F. Whitfield|5233653551300829|$12.24
2020-04-21 01:59:58|Jade Compton|522 98677 91594 092|$4.00
2019-10-20 05:37:31|Brennan Benson|551748 961164 6381|$30.45
2020-11-13 14:49:58|Zia T. Hoffman|5280087973850115|$32.18
2020-11-11 12:17:02|Mechelle Mccall|553 89792 00635 238|$99.36
2020-02-13 18:03:28|Kyle H. Charles|5323467629140294|$80.99
2020-06-23 11:13:33|Zachery F. Tucker|543338 4101810319|$85.99
2019-09-24 01:40:25|Austin A. Baird|548833 7152268567|$68.46
2021-03-12 01:41:43|Stella O. Shaw|5268512313618779|$74.28
2020-10-27 18:13:49|Patience S. Flowers|5269 0161 2767 7467|$11.14
2021-08-22 01:10:12|Colt Stevens|5399851265316368|$65.59
2021-02-07 17:29:41|Avram Navarro|5388588661010806|$13.32
2020-05-21 02:45:22|Gannon Mayer|532788 1753389384|$94.60
2021-06-10 22:58:56|Galena J. Palmer|545 73006 66270 716|$49.29
2020-06-16 20:34:03|Melodie D. Bray|544940 1694005636|$26.64
2020-05-17 03:24:27|Gray Mercer|533944 320730 4000|$60.53
2019-11-11 07:47:38|Lacy Fitzgerald|549525 9894340085|$51.32
2020-02-07 19:05:37|Tara Buckley|531 60097 95047 124|$13.39
2020-12-02 13:19:00|Lewis J. Chang|520874 158231 4025|$52.11
2020-08-19 08:13:34|Bethany S. Ewing|5214 4120 1276 9012|$73.75
2020-09-24 13:22:52|Dominic Hull|5523 2921 0078 4651|$57.71
2019-10-23 13:08:55|Gabriel Burns|541 59341 37481 618|$38.78
2021-02-17 09:41:22|Ralph Mcdaniel|530 17893 85797 751|$45.03
2021-07-07 04:10:53|Idola Forbes|5596830003037263|$88.78
2021-03-12 12:49:44|Brenden P. Park|526 30896 84929 577|$28.65
2019-08-27 10:04:19|Amir Contreras|5266 3934 1303 8628|$81.67
2020-10-08 10:42:07|Sheila R. Tucker|533 85844 09411 811|$97.65
2020-10-24 23:17:24|Paki Atkinson|529677 430670 1980|$89.32
2020-01-20 22:50:02|David Prince|512751 4116488237|$86.52
2019-12-10 09:26:10|Bevis Bryan|522715 5417651088|$52.18
2021-07-22 05:57:49|Xavier J. Shepard|511 35282 76858 993|$20.27
2021-04-18 05:47:32|Uriah G. Knapp|512 36836 47425 754|$73.67
2021-08-23 21:41:00|Leila Wolfe|546 55103 09249 295|$59.02
2019-11-23 05:42:12|Adria Z. Ewing|5360838583638404|$64.16
2020-10-05 23:30:59|Minerva Q. Yang|513310 0182971645|$81.21
2021-08-13 05:15:17|Sacha Griffith|535946 816589 7831|$8.34
2019-11-24 02:03:51|Dawn S. Landry|5577872681218867|$96.16
2021-08-08 10:02:31|Buckminster F. Wilkinson|5228477864299164|$97.59
