Transaction-date|Name|Credit-Card|Amount
2021-07-10 07:27:39|Galena Y. Marsh|5259348990495434|$5.70
2019-11-05 21:21:33|Bruno Stout|5246063396477243|$41.87
2020-11-23 23:53:21|Mechelle M. Glenn|529236 469655 9851|$41.21
2020-09-19 02:47:07|Kendall V. Burt|538610 436711 4694|$30.08
2020-12-20 15:36:31|Hayes Richmond|525279 6347865989|$36.25
2021-08-12 02:20:11|Dawn F. Mayer|552 25782 28112 622|$39.44
2020-09-18 18:37:24|Basil A. Swanson|521673 9288128699|$65.17
2020-10-16 11:14:44|Orli Y. Merritt|518226 9592869762|$67.67
2021-03-16 16:11:49|Abel Camacho|5119121455150665|$22.23
2020-12-23 03:50:01|Patience Hyde|5377 0781 8459 5643|$47.71
2020-09-04 06:46:35|Elizabeth H. Morin|5120 9404 6807 7475|$35.75
2019-11-13 05:23:23|Sopoline C. Arnold|5126 4702 7169 0946|$62.86
2020-11-23 15:35:53|Edward L. Mathews|543538 7732472092|$93.67
2020-02-15 11:25:42|Thane S. Morrison|5131 6947 0565 1314|$54.01
2020-02-07 23:54:23|Lydia Q. Cote|534109 487692 5256|$26.15
2021-03-23 01:21:24|Mollie Patel|5450868791164688|$27.93
2020-11-30 09:22:04|Jamal Mueller|5246 4516 3252 3690|$75.41
2021-04-07 06:42:31|Vielka Mcintosh|5362862043905490|$72.50
2020-10-24 00:34:56|Olympia Horn|5409212426880958|$42.25
2021-08-23 06:43:35|Ali U. Montoya|545 73390 31280 455|$52.99
2021-07-25 17:20:34|Riley D. Hewitt|5430973103186547|$31.69
2019-11-02 13:30:52|Xanthus Wright|528747 890458 1593|$93.65
2020-04-02 07:35:22|Bryar E. Rollins|552218 665775 2528|$77.93
2021-01-24 21:00:09|Mollie A. Pitts|512764 962688 0257|$30.28
2020-06-11 11:43:28|Troy Herrera|5331 7461 9010 6390|$38.92
2019-10-23 03:34:10|Ann Townsend|5369571831051499|$40.87
2020-03-24 20:52:00|Emery Adkins|559436 718194 0119|$34.38
2020-09-27 05:30:38|Genevieve E. Mathis|5161 3124 3245 1121|$9.03
2020-09-13 13:28:51|Emery Roy|530152 633125 2170|$30.55
2019-12-12 08:35:11|Kalia U. Buckley|5107190485896591|$48.90
2020-09-13 12:09:52|Holmes Q. Bradley|5465659710687542|$55.03
2021-02-01 07:55:38|Pandora Butler|5510 8607 1493 4477|$80.28
2020-09-25 20:13:46|Linus Hendrix|553760 699524 4733|$94.22
2020-06-12 22:49:00|Kameko R. Macdonald|5307389445032630|$4.90
2019-10-05 04:16:18|Hadley Ewing|543585 2040023440|$54.20
2021-04-30 04:18:52|Edan M. Harding|5197142232846313|$75.44
2020-04-06 14:57:56|Garrison B. Roach|536253 706958 0043|$79.86
2020-06-27 18:42:34|Guy Doyle|5287824973181189|$86.07
2020-12-27 00:01:10|Amal X. Vazquez|552979 262289 5574|$28.64
2021-04-14 21:42:11|Amaya Rhodes|517549 143518 0525|$43.76
2020-03-21 10:06:29|Magee Hayes|510420 7903855364|$80.57
2020-12-19 14:12:16|Xaviera I. Santana|520 72039 14049 267|$87.56
2019-09-20 07:41:23|Aurora Guerra|543592 9840323558|$75.32
2020-03-21 06:46:25|Isabelle Rodriguez|544 47713 12977 696|$52.78
2020-02-05 10:32:20|Kasimir E. Hopkins|531466 4883672142|$98.03
2020-12-10 00:27:35|Karly U. Parks|518510 5441399980|$73.81
2021-07-23 14:00:03|Drew U. Bailey|533 34225 48849 101|$99.48
2019-09-02 16:54:28|Bianca W. Marshall|556284 675345 6073|$74.43
2020-05-24 17:09:46|Price Z. Dickerson|521 56936 01912 324|$45.28
2020-11-06 11:24:36|Winifred D. Keller|5269150185714316|$68.10
2021-03-06 22:53:40|Gage Haney|5537980406642235|$96.03
2021-06-05 19:34:53|Ashton Mayer|530085 885667 2578|$67.72
2021-08-24 03:36:12|Amos Whitehead|530078 347861 2135|$19.86
2020-10-08 13:43:24|Quail U. Clayton|5125930339160670|$23.70
2020-01-07 09:23:31|Christine Carter|5588 3569 2207 2264|$76.54
2020-01-06 04:55:18|Rachel W. Key|536498 6991052118|$82.65
2020-02-10 07:38:21|Rajah D. Carroll|537 92439 51708 005|$4.87
2020-04-10 09:26:13|Dalton Palmer|5253 2439 6230 4043|$25.09
2021-01-02 23:23:14|Eleanor Bradford|516926 196801 4831|$94.66
2019-10-10 00:35:55|Darius A. Castaneda|513740 5797474216|$60.42
2021-05-12 08:45:26|Montana Q. Cole|5321 4316 8928 0095|$43.62
2021-07-26 17:16:03|Yuli West|521531 688513 9865|$9.39
2019-10-02 21:06:31|Nasim Palmer|528 25372 94178 255|$51.58
2020-04-18 18:58:47|Shea W. Bender|5490749604278927|$27.88
2020-10-09 20:04:18|Brody K. Casey|5509 3589 3240 6520|$26.64
2020-11-04 02:21:19|Christen I. Greene|5144 8027 9712 3432|$80.76
2019-10-16 21:10:26|Nasim H. Mcfarland|5353704335817861|$52.47
2019-11-22 01:31:57|Jonah V. Wilson|528 39570 16436 618|$25.58
2020-09-21 01:13:22|Keelie Saunders|544420 2943049887|$15.96
2019-12-14 23:05:39|April J. Carter|5589 8202 2195 1535|$3.48
2020-06-07 11:23:45|Alexandra H. Reynolds|535468 572237 4328|$17.64
2019-11-30 19:19:25|Amity L. Padilla|538 25539 09088 564|$95.89
2020-10-10 12:13:46|Alexandra Briggs|5115504429453998|$10.84
2020-12-13 17:33:31|Walter A. Luna|546132 630113 8962|$7.70
2020-09-03 04:27:52|Lucian F. George|5107 7570 8084 5874|$35.47
2020-10-17 04:57:04|Garth M. Lang|551215 728925 4250|$65.08
2019-09-24 02:57:23|Lane T. Clements|538 81583 32008 637|$85.12
2020-06-11 11:13:14|Paula Bradford|551 85106 86007 594|$77.18
2019-09-05 17:38:01|Yardley O. Vaughan|525878 445500 0502|$66.41
2021-04-08 11:17:55|Christian Hewitt|512 43127 67850 232|$38.63
2021-03-20 03:39:41|Clinton Z. Hinton|558633 436846 7597|$37.30
2020-10-12 15:12:40|Marsden Alvarado|527 37885 92265 002|$50.04
2020-02-03 23:13:56|Acton Peck|5453 4071 7070 3381|$25.90
2020-10-04 01:57:05|Madaline Bray|558 81888 54233 154|$70.85
2021-06-11 02:02:05|Audrey C. Burke|5150140319840196|$87.61
2020-04-13 14:09:50|Kyra Melton|553182 861421 2232|$80.05
2019-10-27 08:20:30|Lisandra X. Pearson|535784 3914338059|$82.40
2020-08-17 04:54:56|Shoshana X. Thompson|542 15391 81042 133|$81.43
2021-03-05 14:13:33|Otto Z. Mccall|540601 843071 6010|$85.22
2020-09-07 21:39:32|Garrison K. Webster|541 86239 91535 216|$27.02
2020-02-11 23:55:16|Norman F. Vazquez|5408 0103 2516 6490|$39.44
2021-01-13 01:34:56|Samuel Morris|5121 5389 4617 9993|$54.57
2020-02-19 15:57:39|Brody Webb|544 43621 99538 213|$44.67
2019-09-07 21:15:14|Mark D. Finch|5437 7781 9694 3073|$92.86
2020-09-20 14:16:48|Micah Slater|518868 207964 3274|$95.62
2020-04-20 03:32:28|Jeanette P. Tillman|553275 0965562974|$32.60
2020-08-03 23:16:33|Lana Guzman|520 56452 89014 833|$22.79
2021-06-30 14:37:23|Vielka Estrada|5207007952725476|$60.14
2019-12-08 03:46:43|Dalton S. Fletcher|5267012290536327|$61.27
2020-06-27 06:54:55|Caldwell Orr|550155 533702 6096|$97.51
