Transaction-date|Name|Credit-Card|Amount
2020-11-04 21:01:36|Angela Y. Houston|5472 6195 7945 0383|$78.55
2019-12-16 19:20:00|Jolene K. Cooke|5114 1527 6983 6132|$87.38
2020-02-25 07:35:53|Chester K. Villarreal|558708 7368980287|$38.11
2019-11-08 15:41:07|Hedwig K. Mcdowell|512995 0154246905|$75.94
2020-10-03 12:21:14|Quintessa C. Dixon|541 76136 96931 696|$51.71
2020-05-15 20:03:38|Mannix Johns|551 61011 21030 367|$56.90
2020-07-22 03:14:22|Philip F. Calhoun|537262 3617968365|$97.70
2021-01-20 04:55:25|Valentine J. Williamson|557895 817691 0917|$40.43
2020-07-19 10:09:24|Alma Chapman|5330 2012 6126 2640|$5.84
2021-02-17 11:16:04|Chava Malone|547331 5152098694|$55.10
2020-12-25 05:01:25|Ulric Y. Gillespie|5542668024282905|$69.28
2020-11-16 19:02:05|Orlando Griffith|5514 0574 5529 2191|$67.55
2019-11-10 07:34:04|Pearl Dorsey|551537 8333056791|$68.27
2021-01-26 17:12:38|Unity Hebert|528410 2404776056|$85.65
2020-03-10 10:19:39|Derek G. Lawson|544 62318 44688 368|$50.39
2020-11-17 14:45:59|Rudyard Jenkins|547808 3023032624|$66.22
2019-10-03 22:21:23|Karen O. Mendez|547 40146 84982 736|$34.53
2021-07-19 13:36:55|Kay E. Saunders|551547 9787110132|$86.67
2019-12-10 01:00:13|Barclay Goodman|535 81100 91471 874|$91.32
2020-05-08 03:41:00|Samantha Cash|514088 0072296028|$51.68
2020-07-24 21:45:43|Serena Hunt|525969 945199 7296|$70.25
2020-11-30 01:36:36|Micah Wolf|5303408506761871|$67.83
2019-11-08 03:32:29|Salvador Carlson|545 88261 07842 324|$82.06
2021-07-16 21:47:28|Nelle K. Briggs|537771 5791140459|$25.43
2020-08-09 06:36:22|Jacob N. Roberts|5465 2706 9962 0965|$94.53
2020-08-18 12:38:32|Callum B. Jacobs|523367 845891 6807|$36.12
2021-04-04 23:54:04|McKenzie W. Baldwin|5508 9350 7969 4439|$14.35
2020-11-07 04:21:12|Ray W. Yates|526 96087 97354 904|$20.80
2021-06-15 07:28:47|Tanya Q. Moran|5422947393928651|$13.71
2020-08-25 10:50:31|Whoopi Kim|528557 756844 9203|$92.58
2021-03-10 03:20:54|Yvonne P. Manning|529 39654 68736 045|$29.93
2020-08-24 14:10:10|Carl M. Munoz|520 27847 50353 546|$0.29
2020-09-05 21:02:46|Ferdinand F. Lucas|533950 164223 3272|$28.81
2019-12-31 13:21:53|Timon G. Gillespie|527317 909344 6442|$51.96
2021-04-18 10:18:42|Violet Saunders|535 22062 62225 275|$65.95
2021-07-28 07:44:00|Alana Snyder|517810 491364 1846|$99.69
2021-06-08 02:59:17|Venus Justice|514150 3343220234|$3.48
2021-03-21 15:32:48|Brennan N. Lewis|5562141878653527|$21.90
2020-05-30 01:09:48|Oren Thornton|5421166652303925|$6.34
