Transaction-date|Name|Credit-Card|Amount
2020-09-08 22:48:43|Garrett D. Richards|521280 3330840752|$95.74
2020-08-06 07:12:39|Philip Perkins|529616 6265986027|$24.31
2020-06-04 17:41:11|Charity O. Galloway|5216 3376 9702 7139|$40.97
2020-02-23 17:01:07|Zenaida Coffey|546 13044 61036 516|$39.05
2019-09-20 06:38:16|Shafira C. Hansen|5487 8225 0065 7745|$12.38
2019-12-19 09:30:27|Hop Rosa|5263 8400 7305 2409|$73.90
2019-09-14 05:21:21|Myles Z. Crawford|5528248652481133|$58.14
2020-04-09 16:08:07|Hunter Park|520753 844934 0362|$90.63
2020-06-29 18:48:18|Prescott Byers|540781 9338370589|$10.77
2021-04-13 18:16:58|Adena Z. Thompson|522648 640272 9360|$14.05
2020-10-11 00:03:48|Iona Lester|532254 834711 2938|$94.14
2019-11-09 02:20:51|Wynter Daniels|5539499428160405|$92.94
2021-03-24 10:19:03|Robert E. Daniels|536221 347852 3830|$27.56
2021-05-02 04:33:51|Hedy Shelton|525531 404935 0883|$51.55
2020-06-22 07:16:12|Tanner Hendrix|554087 2986853560|$62.47
2021-07-09 05:45:21|Sonya Allen|5515448331119477|$78.39
2021-01-24 18:56:40|Tad Shields|5285 2978 5295 7254|$56.98
2020-05-31 09:50:23|Conan W. Lambert|528103 1397406202|$72.05
2020-07-10 13:13:14|Yasir Fisher|5328 7303 2093 2342|$83.48
2020-01-09 18:28:34|Kennan U. Patterson|533587 9143441147|$72.54
2019-09-26 14:12:10|Aimee Haynes|5328 5749 0552 7121|$24.44
2021-02-27 08:39:50|Summer V. Franks|545 71749 16520 463|$56.26
2021-06-26 17:55:34|Benedict B. Reilly|531135 3914946351|$29.68
2021-06-05 01:01:31|Maggy M. Strickland|559 73855 33726 850|$42.11
2019-10-10 17:02:35|Aline Stafford|547 01627 71121 686|$32.70
2019-12-26 04:48:46|Brian R. Contreras|517 18591 77565 992|$91.23
2021-03-11 23:32:38|Eliana Y. Ramsey|543874 5622338813|$45.81
2021-05-03 23:04:15|Sigourney Guerra|5130 6043 4327 9783|$29.99
2020-05-11 14:50:20|Laura Hardy|540 69339 44642 355|$37.99
2021-08-01 07:59:32|Tarik A. Ramirez|5218 9805 6262 1698|$59.01
2021-02-13 02:20:14|Castor S. William|5190911970802952|$89.88
2020-11-20 00:30:32|Lee O. Zamora|556153 536802 4415|$30.64
2019-12-19 12:56:33|Vincent L. Battle|524791 6643145146|$50.67
2020-08-11 06:25:48|Shana Mays|519534 4661911939|$3.52
2020-07-12 01:39:39|Megan G. Stevenson|552698 893203 3541|$40.15
2020-07-25 08:46:45|Willa Church|535791 806900 6337|$30.64
2020-12-06 08:41:38|Beau Reyes|544863 172047 7331|$67.64
2020-11-02 23:33:11|Winter L. Sykes|5385 5369 3719 2257|$48.45
2021-06-02 07:03:10|Lenore Leach|540756 0108052698|$0.15
2020-08-25 01:47:44|Adena X. Clayton|559747 8926121712|$56.88
2021-05-31 10:36:43|Tate Hubbard|559631 600715 5764|$61.34
2020-12-22 01:22:58|Shea Miller|5436717079396711|$87.26
2020-05-24 17:32:12|Carter Owen|535230 300426 8091|$8.34
2020-08-16 22:39:48|Mollie Q. Stephens|525476 7966633352|$36.21
2020-10-30 15:43:34|Quynn Levy|5302 0600 2711 4964|$97.01
2020-08-11 22:54:19|Fatima V. Robertson|5509733332757039|$28.32
2021-04-08 18:48:30|Stacy Lloyd|510929 076864 9895|$95.98
2020-04-22 12:17:33|Xenos Stanley|5229 3931 2545 2964|$42.17
2021-07-20 13:05:08|Cyrus Vazquez|544973 989992 6316|$1.31
2020-02-27 17:19:18|Avye C. Mcclain|5172118446366453|$10.67
2020-08-26 05:36:38|Cedric I. Chaney|522993 447785 2663|$4.49
2019-10-14 05:38:08|Preston C. Espinoza|5234601753365297|$45.91
2020-10-16 23:24:52|Winter Z. Whitley|544942 9959405993|$59.19
2020-09-23 14:15:53|Melissa W. Wilkinson|526955 4049562235|$28.32
2019-09-16 04:42:11|Christen H. Landry|5348295580996904|$47.00
2020-06-09 01:28:07|Clio Bradshaw|528236 2557686161|$39.32
2021-02-18 17:39:42|Tallulah Vincent|521514 4479005817|$83.02
2021-06-04 08:48:14|Jackson F. Murphy|557088 8496147676|$14.43
2019-11-27 21:00:49|Silas B. Reeves|529341 3362624421|$6.49
2020-06-22 11:33:04|Omar Y. Decker|547110 211777 5190|$65.49
2020-04-02 04:50:27|Cassandra Mckee|5320 3318 0797 3863|$63.93
2021-05-11 04:41:22|Allistair K. Washington|546 99835 51661 408|$8.28
2021-03-27 21:22:38|Rudyard Yates|525521 538009 0808|$7.62
2019-09-20 21:47:16|Caleb Heath|5410145187188574|$19.25
2020-12-28 10:14:59|Gannon W. Curry|518392 668823 3216|$19.80
2021-02-23 03:55:43|Francis Poole|522621 767619 3946|$97.70
2020-04-17 19:52:01|Wanda Dudley|529 34956 96339 966|$51.78
2020-01-16 06:47:05|Lynn Irwin|545093 5109029729|$30.04
2020-08-30 07:00:42|Olympia Parks|552600 404609 2868|$68.49
2021-02-11 10:26:30|Thaddeus D. Blake|522251 2143255300|$4.70
2020-12-18 17:44:47|Raja Gay|548 88118 91518 623|$29.29
2019-12-04 15:07:06|Tucker Oneil|527 86615 72644 626|$88.35
2021-05-22 11:16:55|Medge Odom|538249 1934910157|$26.54
2020-05-29 19:24:05|Francesca O. Jarvis|5153300776030577|$28.10
2020-10-16 02:15:25|Lamar Y. Mercado|529778 857573 9397|$90.32
2019-11-05 10:55:06|Wade P. Villarreal|534333 9909887694|$69.03
2019-10-08 16:23:10|Wyatt V. Gates|5259813884486351|$53.64
2020-06-17 05:40:09|Henry W. Franks|557 19251 92629 968|$28.33
2020-10-19 14:46:40|Quintessa Velazquez|5315415275015666|$15.29
2021-08-25 10:05:56|Cherokee D. Head|5282614353781251|$98.96
2019-10-11 09:40:24|Jana Mills|553 13051 07011 611|$26.71
2019-10-25 20:31:57|Aladdin Spencer|5211 1438 5244 1312|$16.80
2020-11-17 21:57:31|Irene Moore|515783 240454 4427|$94.82
2020-02-15 12:12:54|Isaiah X. Erickson|5432305150108827|$72.19
2020-10-01 02:17:01|Gavin Gamble|550582 9443056172|$79.38
2019-12-04 16:05:23|Sharon O. Britt|553656 8158882504|$24.56
2020-01-31 23:21:19|Ignatius Bradshaw|549021 671091 5164|$36.41
2019-11-19 02:13:23|Hamish S. Warren|559267 1875660616|$81.65
2021-03-12 22:22:58|Hannah H. Moss|514854 5621679907|$20.49
2020-01-22 10:02:31|Steel C. Walsh|528328 1769133276|$28.69
2021-01-05 07:25:11|Ferdinand Spears|5518091436972049|$10.14
2019-11-20 05:39:35|Yasir J. Richmond|545 73764 86223 077|$34.20
2021-05-17 21:47:46|Zeus Nelson|5470 6812 1131 1698|$60.84
2021-03-07 17:51:10|Geraldine Y. Wright|547661 727174 3291|$27.08
2020-05-09 19:57:40|Aileen X. Huber|520915 834876 0137|$85.68
2021-04-04 15:29:57|Otto Mann|5428 3491 6561 1322|$99.45
2020-04-03 07:55:09|Clayton Jones|5385 2130 0197 5963|$60.21
2020-10-02 20:58:41|Yael Petty|553069 9332375051|$23.48
2021-07-01 14:02:35|Basia Patterson|5363 3010 9652 1473|$70.34
2020-10-07 12:21:10|Ulysses Day|516574 2740168494|$31.50
