Transaction-date|Name|Credit-Card|Amount
2020-05-14 15:01:35|Amaya R. Burch|549526 553649 5161|$24.82
2021-01-04 11:34:29|Dean Y. Wright|540 91784 35537 618|$79.98
2019-10-28 10:51:16|Tanek Mcdonald|5548 1072 5146 2603|$41.22
2019-12-29 22:52:22|Solomon Z. Webster|541068 133652 3410|$29.95
2020-07-24 05:50:27|Quail R. Mueller|559986 4726683688|$22.86
2020-03-14 23:16:19|Leigh Carey|5578 2567 6842 2627|$13.80
2021-03-08 09:15:57|Mia Cohen|5486 0664 0982 2007|$49.13
2019-09-19 15:01:02|Brielle Pierce|538 00501 51135 583|$94.28
2020-05-26 09:50:51|Lael C. Patterson|5189881233120810|$72.97
2020-07-26 13:28:39|Courtney Rowland|5100462470793852|$0.84
2020-09-07 17:41:07|Paula H. Grant|525 21714 41379 586|$34.43
2021-03-02 11:35:41|Jemima S. Bradley|5541319209067585|$45.96
2021-06-09 13:46:17|Gloria Flowers|518055 537874 1171|$26.40
2021-02-08 15:05:14|Amethyst X. Branch|551616 745982 5546|$98.94
2020-12-16 23:31:26|Delilah F. Fletcher|531 58677 87352 658|$77.35
2020-02-12 14:48:36|Kelly Becker|519793 380440 0350|$75.77
2020-06-08 02:59:23|Christian T. Bishop|535357 2005624234|$86.06
2021-04-15 12:02:49|Samson Hodges|549 46539 27275 402|$42.57
2020-06-23 19:08:12|Clinton Mullen|540970 638258 5329|$81.84
2020-10-12 05:00:50|Xyla A. Garrett|544 81828 06644 022|$81.90
2020-10-11 17:41:48|Beau F. Faulkner|532100 740590 2806|$59.41
2021-06-14 05:20:28|Jemima W. Pate|543564 235725 7784|$25.52
2020-06-08 21:50:00|Jacob Jimenez|5488532855194272|$58.95
2020-02-13 02:20:33|Martina Bradford|5377 4071 2047 6511|$95.52
2021-07-01 08:31:06|Lysandra Colon|548554 688076 8291|$91.31
2020-10-05 15:49:06|Velma C. Bates|5572636549311924|$97.59
2021-01-23 07:54:35|Jorden Oconnor|544355 361493 0966|$83.30
2021-03-31 01:07:14|Sybil Y. Mcfarland|523 87388 48239 925|$70.69
2021-06-11 17:55:34|Allen O. Rojas|543 58583 20012 607|$35.54
2020-01-16 23:13:34|Jayme G. Petty|515 95476 75579 468|$28.81
2019-12-08 03:09:30|Steven R. Bell|5215 8677 6228 3846|$82.88
2019-11-03 09:12:10|Kareem A. Shepherd|5316 5135 1761 7825|$36.06
2020-01-17 17:25:02|Jared Hurst|5224774369028047|$79.89
2020-03-21 14:58:26|Cara Lopez|5272 2810 9973 6593|$13.37
2020-09-13 10:23:37|Eleanor Walker|521129 183558 0530|$63.50
