Transaction-date|Name|Credit-Card|Amount
2020-05-01 12:23:34|Kimberly Y. Sears|545118 764661 4923|$21.35
2020-03-29 15:53:22|Jesse O. Roman|533309 052982 4680|$29.58
2021-01-29 07:13:38|Adam Tyler|535 39195 11516 596|$98.20
2021-01-11 16:28:09|Gareth Fry|557511 1049269797|$25.15
2020-04-27 12:38:51|Dante Sanders|535155 722741 8277|$74.12
2020-03-27 20:36:29|Brooke Kaufman|556458 552000 2475|$1.11
2020-08-18 16:51:01|Merritt V. Gross|514654 700453 4115|$16.11
2021-03-27 00:40:18|Bell K. Moss|521 32173 19205 656|$24.91
2020-12-02 10:58:24|Madeson Hebert|515 29928 11807 232|$38.73
2020-03-21 06:15:04|Ulla Z. Holt|5452 1980 5510 6474|$30.19
2019-09-14 13:07:03|Kieran E. Mclean|5463 4894 8475 4019|$7.80
2021-03-30 16:19:19|Cameron Roach|514475 457875 7856|$42.36
2019-11-21 12:00:01|Karleigh X. Jordan|5545 6776 6578 1312|$24.82
2021-03-19 04:14:55|Thomas Wade|5481337103219104|$51.47
2020-03-29 05:48:35|Adara Frank|5480 7599 6501 5141|$55.87
2021-07-08 22:13:04|Catherine Watts|554435 801612 3238|$91.22
2020-02-22 00:00:02|Lysandra Osborne|515 72182 85957 112|$14.93
2021-04-01 19:16:16|Molly U. Burke|550 66338 46429 229|$49.71
2020-05-18 19:23:28|Marcia R. Watson|5447682310848978|$8.99
2020-07-26 16:16:30|Mia Fitzgerald|528023 644988 1838|$22.72
2020-01-22 13:37:19|Rae Mcclain|5301 1841 9786 7069|$65.45
2021-05-26 03:22:02|Miranda Parker|5459 8764 7626 1159|$1.95
2020-05-12 00:09:08|Jack C. Gonzalez|551644 530328 1078|$60.53
2019-09-19 22:35:39|Oscar Ashley|550 65580 46982 455|$95.03
2021-03-21 00:31:19|Noel N. Spencer|537159 758151 2857|$95.40
2020-11-30 10:11:03|Cain J. Madden|552 80119 85692 184|$40.43
2021-02-24 20:19:28|Elton K. Padilla|515 06090 17270 476|$12.72
2021-06-26 04:00:51|Kitra Herring|515547 0461157650|$51.55
2020-09-12 01:21:15|Emily Gardner|5311 7270 6039 0433|$62.84
2021-06-27 15:33:38|Maryam X. Marquez|5546 2730 2012 2886|$85.26
2019-10-07 07:55:12|Ahmed Barnes|519869 5962154165|$65.86
2020-09-26 09:58:22|Samantha Gates|511335 0387784657|$31.06
2020-01-29 16:37:29|September Dominguez|518 12446 34788 677|$69.40
2021-01-19 06:03:04|Karen C. Oconnor|5546 5956 9599 8863|$90.80
2019-12-13 14:27:41|Brendan Hinton|519463 611019 3972|$14.36
2020-06-12 15:55:30|Tucker Hendrix|538 32168 75176 057|$42.50
2019-08-30 03:22:43|Ferris Ashley|548707 6408533678|$15.73
2020-12-30 10:41:01|Ashton Hughes|528899 483563 3625|$3.09
2021-04-24 15:00:50|Whilemina J. Barnes|518 79537 32578 921|$36.31
2020-03-25 23:48:41|Darrel I. Barlow|528 07445 41812 908|$55.60
2020-05-06 05:12:18|Richard A. Gaines|5409357854188349|$96.92
2020-10-01 23:45:50|Gil Faulkner|5159931013751916|$38.72
2020-11-18 16:36:34|Hall M. Miller|542764 466396 8989|$99.61
2021-01-10 16:42:38|Trevor G. Ruiz|510949 088201 0756|$42.33
2019-11-23 23:14:28|Hilary Whitaker|551516 985331 4193|$82.09
2020-10-26 06:36:02|Cade G. Roy|517349 8317627178|$77.42
2020-09-12 08:59:51|Robert N. Hebert|5287 0130 0705 5961|$42.35
2021-07-21 17:46:20|Kylynn W. Wallace|559306 7824860481|$98.16
2020-11-23 03:01:49|Angela E. Velazquez|5546 0584 4308 8206|$76.16
2020-08-29 21:44:08|Cruz Q. Taylor|5129816045527243|$37.46
2019-11-30 13:42:22|Hannah C. Marks|532897 098140 1324|$96.85
2021-03-05 00:51:35|Germane Lynn|510775 5230075921|$3.82
2020-01-06 23:31:33|Zachary Colon|536588 505045 0537|$14.54
2019-12-07 05:32:21|Wylie Gaines|530202 0201503416|$53.79
2020-05-11 10:18:52|Rebecca David|538 00477 84195 554|$55.96
2019-12-21 12:52:53|Brenna Brock|547513 9892386666|$77.08
2021-05-19 07:40:40|Josephine A. Hayden|524 25586 58368 679|$94.66
2021-06-29 03:58:00|Dominic G. Clarke|514 69883 19724 076|$48.46
2020-06-11 02:43:08|Shellie C. Bishop|5394944202748085|$16.45
2019-10-01 07:42:11|Nehru S. Levine|5426739499637336|$25.19
2020-01-08 11:03:13|Tucker Chavez|543457 6851753958|$47.95
2020-12-10 22:34:48|Alice H. Finch|510694 2868610507|$61.14
2020-06-21 11:08:47|Brenden A. Waller|534692 7047711912|$79.59
2020-01-09 17:05:24|Kelly Beard|5542 2152 7665 7853|$39.67
2020-05-31 15:23:20|Clementine Y. Knox|5203775145947785|$82.86
2021-03-22 03:34:57|Sylvia T. Ryan|5247997185068078|$13.75
2021-06-06 21:48:12|Justina Nolan|5246780498441500|$82.98
2020-05-18 02:38:52|Dante Z. Bullock|517733 3603676769|$28.20
2021-08-02 01:54:27|Denise O. Neal|537602 5005776150|$55.70
2020-08-09 20:39:59|Basia Howell|5165359547926493|$12.72
2020-03-12 22:20:17|Paul P. Franklin|5590 6976 8581 7585|$27.78
2020-09-05 02:17:38|Jin M. Williamson|554716 9141570228|$69.83
2020-07-06 02:52:42|Halee Flynn|513562 7323859089|$88.31
2020-05-22 06:58:37|Omar J. Clarke|520114 547039 1391|$80.58
2020-12-07 23:41:41|Devin Q. Vazquez|5237 7584 4881 7780|$34.36
2020-07-24 23:44:58|Petra Castillo|5288772830294563|$18.32
2020-02-05 04:36:24|Quincy A. Armstrong|546438 7257542976|$14.37
2019-12-18 04:46:48|Eleanor Madden|543179 3906206600|$59.01
2020-01-14 04:38:56|Chastity Glover|5419317938882943|$90.86
2020-08-21 22:01:11|Guinevere C. Jimenez|554488 8519704043|$31.46
2020-05-22 00:31:55|Solomon X. Santiago|5183 9824 2225 8670|$23.05
2021-02-08 09:05:35|Nero J. Medina|529 27262 94066 283|$0.08
2020-05-08 07:13:18|Kyra Carver|5427519221721866|$26.49
2019-12-01 01:30:32|Brandon Mckinney|5304 4393 3612 6687|$77.49
2020-10-09 15:35:17|Willow Steele|5567 8985 0876 2706|$56.86
2020-12-10 21:35:22|Wesley D. Freeman|520 19811 35065 909|$80.62
