Transaction-date|Name|Credit-Card|Amount
2020-11-21 08:22:20|Sawyer Dennis|530 81122 06234 859|$9.00
2021-02-01 18:21:24|Erin Shields|5348640609489631|$61.88
2021-01-18 11:30:19|Gay R. Lucas|517297 4066186997|$70.65
2021-02-27 13:26:48|Tarik D. Guerrero|511879 4708424920|$72.81
2020-10-25 05:30:53|Jordan Peck|550494 200757 6195|$24.44
2020-01-15 17:29:18|Constance Conway|5258 6804 0840 9099|$35.62
2021-02-24 16:20:00|Abbot X. Mueller|555 41734 15252 323|$4.85
2021-02-05 11:30:47|Keith Hancock|5232788648012325|$5.33
2020-07-07 19:16:01|Sydney Gamble|5414021686417846|$8.70
2021-01-13 06:52:59|Nichole Strickland|550000 538773 4794|$36.28
2020-08-18 17:26:04|Edward S. Hill|551592 274501 1561|$38.97
2020-08-21 16:52:15|Juliet N. Fuller|5164161084319814|$26.40
2020-05-08 13:42:04|Donna L. Page|540 18642 20004 637|$25.19
2021-07-06 04:13:09|Emily X. Bradford|5284007209937839|$72.00
2020-05-11 13:01:03|Herman I. Wolfe|524 91040 64325 046|$74.07
2021-04-07 05:32:05|Oprah V. Boyd|5243720817077513|$84.99
2020-04-09 11:14:11|Ramona Joyner|5127 0138 8462 9817|$49.38
2021-04-05 21:07:30|John Cooley|525 24740 77714 518|$35.64
2020-02-04 11:38:26|Aladdin A. Cummings|536605 0876159080|$59.63
2019-10-09 13:19:56|Lee Maynard|524 81793 48390 348|$42.37
2020-12-10 16:52:07|Brielle E. Foley|515027 536008 5604|$5.93
2019-10-26 01:24:08|Jaquelyn H. Bruce|524 65726 07392 405|$17.64
2020-03-05 23:26:54|Daphne Osborne|558647 9820150859|$14.79
2019-11-07 20:53:33|Ashely Dillard|5111 6425 8764 0305|$14.68
2020-04-30 02:09:52|Katell Merrill|5153 7735 4209 0002|$59.85
2020-12-26 23:21:17|Nomlanga Armstrong|523930 173636 3643|$60.69
2020-12-11 13:21:32|Talon E. Hill|558 04122 07689 617|$4.02
2020-09-05 16:53:37|Davis Fields|523368 041215 4467|$97.30
2019-11-13 12:43:04|Pascale Gamble|5256348549565128|$20.79
2020-11-30 08:19:19|Paula K. Flowers|5373 2548 7284 5129|$18.39
2021-04-18 05:03:50|Stephen Flores|544846 484622 1288|$61.90
2020-04-15 08:42:17|Solomon R. Barton|5345 7014 4065 4560|$95.10
2021-02-04 14:42:53|Francis Guerrero|533 54312 39540 943|$52.52
2021-05-13 09:40:16|Vera Gonzalez|549078 3335808686|$66.49
2021-02-27 20:52:52|Xaviera Vaughn|5343895946033154|$51.38
2020-09-04 08:03:53|Kaseem Kline|5541 3644 3260 7286|$44.63
2020-01-27 18:54:05|Lydia Campbell|5260 2740 6947 3580|$72.11
2019-09-23 17:25:18|Kylynn H. Flynn|5427 2539 8317 0795|$91.62
2020-11-13 05:46:34|Shad Alvarez|5376448086085657|$75.65
2020-03-05 10:34:49|Desirae I. Goff|523581 5413864957|$17.57
2019-11-20 01:05:06|Prescott Z. Wong|539339 839553 6214|$69.75
2020-10-06 04:38:47|Halla O. Cohen|551341 046780 6774|$81.08
2021-05-01 09:36:23|Salvador K. Dyer|513917 529435 7242|$14.01
2019-09-25 14:54:43|Buffy W. Simpson|529 54383 28895 219|$9.71
