Transaction-date|Name|Credit-Card|Amount
2020-10-30 17:21:59|Martin N. Baldwin|5554 8352 1903 5381|$94.04
2020-09-20 14:58:50|Raja Shepard|543123 267833 3201|$75.54
2021-07-22 12:05:01|Gage R. Woodard|5105 5487 2283 7698|$26.34
2019-09-17 06:23:12|Donna Walker|515989 9203616779|$70.14
2021-08-20 09:44:40|Kameko Y. Mays|5219631229171473|$32.86
2021-04-18 06:43:03|Blaine X. Byrd|5156425940034481|$91.85
2019-11-21 11:16:05|Uta Z. Hughes|523233 3599131871|$59.84
2021-03-31 13:10:36|Ethan Hoover|5577858946314450|$73.07
2020-08-23 21:43:37|Gail Warner|5369 8254 9890 0095|$63.84
2021-02-11 03:14:59|Victor Mooney|5454759678268781|$96.83
2021-08-21 19:19:11|Latifah E. Acosta|538143 6785946736|$94.59
2020-12-23 12:51:52|Tashya P. Silva|5475 7029 7723 9884|$0.87
2021-05-15 13:23:34|Phillip Walton|5244962679084133|$78.26
2019-09-23 10:44:49|Kato Howell|513211 602946 4108|$4.56
2020-09-07 11:56:05|Yuli Leon|526 62868 25131 975|$51.00
2019-12-17 14:09:16|Haviva A. Levine|531290 109195 2102|$76.26
2020-02-27 10:22:32|McKenzie Stewart|5558 0984 0682 6056|$95.53
2020-03-30 20:45:13|Felicia Cohen|5363755915959844|$61.77
2020-08-23 20:02:32|Solomon Z. Hodge|514291 126156 7545|$46.60
2020-04-20 01:41:24|Leonard Burt|539745 964619 4025|$91.55
2020-12-07 02:58:42|Jack V. Massey|5523 0757 7847 0426|$33.32
2020-06-10 04:30:39|Petra Donovan|516 29818 92916 127|$21.66
2019-09-14 12:10:51|Ariana Durham|5211 7128 0540 3494|$88.50
2020-09-25 06:30:26|Hunter A. Langley|5309755935519393|$43.56
2019-11-01 19:16:53|Adele P. Witt|516338 2536016300|$21.99
2020-09-14 04:47:14|Oliver C. Orr|558244 1292904167|$55.06
2020-08-12 14:47:10|Madonna Gamble|5134 1894 5788 6793|$93.53
2020-12-13 13:39:37|Garrett T. Bridges|5534 7301 7628 0663|$37.96
2020-06-22 10:54:16|Nora Q. Irwin|546814 196671 5712|$97.59
2021-06-09 00:36:22|Victor Patel|521 37225 60662 893|$5.44
2021-01-31 12:02:43|Matthew N. Ramos|554587 151768 0174|$22.54
2020-03-13 06:29:49|Luke T. Cox|5129253628392029|$40.54
2020-05-27 03:15:08|Tiger I. Rodriguez|5194922207733338|$13.89
2020-05-27 07:18:54|Alea Cole|5374 1745 2320 8874|$73.77
2021-06-18 02:21:03|Wynne N. Petersen|5461 4319 9941 8534|$71.97
2020-07-07 09:49:41|Inga Jackson|520 70573 86604 912|$63.08
2020-06-28 01:13:00|Abbot F. Calhoun|5512048454612887|$62.45
2020-01-21 18:16:03|Zorita K. Macdonald|5545 7345 3790 2624|$82.44
2021-02-05 08:27:03|Olga Y. Blackburn|5400009764768681|$60.27
2021-02-12 18:03:15|Wesley Hernandez|536 14932 84747 366|$3.65
2021-08-05 04:23:55|Isabelle Villarreal|530865 014123 5853|$39.33
2020-04-24 10:04:22|Rama R. Ross|5421838937238569|$81.72
2020-07-31 17:51:05|Demetria L. Kline|558471 1097924687|$70.15
2020-03-24 19:05:01|Maris Grimes|519490 937663 2110|$2.78
2020-03-20 23:06:12|Hollee Z. Guzman|5122525379446972|$52.94
2020-05-07 18:43:21|Walker Scott|555125 077388 1381|$39.01
2021-03-10 02:44:12|Derek I. Anderson|538353 591674 8479|$35.65
2019-12-24 10:43:32|Orla B. Poole|5169224614342683|$56.95
2019-12-04 02:18:05|Theodore P. Knapp|5307 9237 3495 8681|$6.88
2019-11-27 01:11:00|Paloma P. Wheeler|5509208610447629|$75.91
2019-11-21 07:33:05|Hedley V. Carrillo|528875 538382 6014|$30.59
2020-10-08 04:32:03|Aspen D. Rush|5189 1431 6199 1823|$15.76
