Transaction-date|Name|Credit-Card|Amount
2020-02-29 14:24:56|Maxine Ferguson|5316 5737 8500 5574|$92.94
2020-02-17 19:12:57|Xerxes Lara|5444 9501 4227 2490|$63.14
2021-05-12 10:44:07|Eleanor H. Turner|519 02593 42852 036|$73.07
2019-10-23 07:53:31|Hedley Tillman|5116 6928 8174 0611|$76.51
2019-11-20 18:12:20|Peter Z. Maddox|555522 0004113074|$69.14
2021-08-17 21:45:36|Caldwell Armstrong|511351 753402 8937|$13.36
2021-08-05 01:41:50|Kamal K. Villarreal|5247 4815 5915 5597|$4.03
2019-10-16 09:22:25|Mariko C. Bernard|5584 9377 3394 3282|$16.52
2020-07-24 03:37:35|Stephen U. Odom|5448 1108 7984 6042|$27.97
2021-06-18 21:33:12|Laith V. Strickland|5250 1108 8006 8435|$35.26
2020-03-19 08:47:06|Olympia Bryant|521 85195 62100 624|$82.44
2020-04-24 10:27:14|Haley N. Ramirez|532 28104 17603 109|$32.78
2021-05-27 07:53:05|Victor A. Kelly|528777 987429 5654|$53.93
2021-01-13 04:27:18|Karina I. Bell|533644 5982139868|$93.59
2021-05-18 00:52:46|Baxter Clarke|558 00874 49386 089|$93.36
2020-12-16 12:31:16|Hilda O. William|530 85060 47186 584|$70.51
2020-03-29 06:22:16|Ali C. Hinton|5424433665318465|$8.56
2019-09-17 16:14:29|Sandra H. Cox|5568841340079334|$2.60
2021-03-22 22:19:21|Erin V. Rogers|5265350923226524|$38.73
2020-03-12 12:15:35|Hillary Dixon|526 76428 31923 236|$32.65
2020-10-17 03:49:43|Tamekah U. Webb|528 19542 72659 043|$98.22
2020-02-14 08:42:00|Daphne Hobbs|556973 227128 9860|$61.91
2021-04-30 15:42:49|Cheyenne F. Palmer|5531 4800 2271 8689|$16.23
2021-04-06 00:42:20|Chadwick Sullivan|5573328481755297|$93.64
2020-12-04 19:43:50|Leslie G. Madden|546 81313 96225 622|$52.13
2020-12-25 15:54:37|Lane W. Frost|5338 0476 5182 5278|$80.73
2020-05-08 10:04:28|Leonard Preston|547588 1562927739|$70.79
2020-05-10 05:44:05|Remedios Cooper|5178 9235 6057 3147|$81.47
2019-11-01 07:34:01|Lois S. Montgomery|522 02025 95160 941|$61.48
2019-11-04 03:58:18|Orlando Sykes|557 15363 48752 412|$48.79
2021-02-20 14:36:58|Michael Whitley|538887 3866082390|$21.29
2021-02-07 19:21:22|Hadassah B. Lindsey|549 42946 74035 853|$68.90
2019-10-23 14:45:13|Fatima Mclaughlin|511272 3645516437|$66.37
2021-06-11 12:43:50|Ima Harrison|5395525264077817|$7.53
2020-08-18 15:29:34|Craig V. Daniels|545252 270658 5937|$67.06
2021-07-05 05:52:23|Hayley P. Bryant|551 89365 80723 053|$91.02
2020-07-12 02:54:05|Wang Mcknight|5460448795159485|$44.87
2021-08-14 07:01:57|Carson P. Buck|5102 2599 6628 4661|$6.00
2021-05-28 14:20:57|Brent Wilkerson|519048 090866 8430|$16.37
2020-06-13 23:54:34|Ulla B. Ellis|510282 356920 0315|$76.51
2019-11-05 09:05:52|Tanek Spence|512618 3234354399|$70.08
2021-05-14 07:41:39|Madeline K. Roberts|545 41367 69356 157|$63.65
2020-07-02 12:52:50|Daniel M. Pittman|5431 7090 1607 5388|$41.14
2019-12-26 13:15:19|Austin Kirk|546 57440 19741 560|$73.78
2021-05-23 14:38:13|Cain Lopez|541292 171615 5088|$52.70
2020-08-06 08:04:17|Chantale E. Hartman|5593 2009 5451 7270|$28.46
2020-01-02 21:32:02|Melvin Vega|526 62067 16577 367|$25.12
2020-07-14 08:01:00|Aline I. Mcclure|527138 260735 2708|$12.96
2021-07-21 10:06:27|Amery K. Barton|546576 850986 3717|$33.79
2020-08-18 07:05:49|Ashton Stein|536640 5712139631|$97.09
2019-12-16 00:24:51|Camilla Mann|520522 4148907650|$8.81
2020-04-21 08:41:26|Lila X. Thornton|530 84208 99726 507|$46.87
2021-03-20 05:15:00|Brent Mcdonald|553 52295 67197 320|$38.42
2020-05-30 13:25:52|Hunter Sosa|528554 129937 1649|$30.18
2020-03-19 08:36:51|Haviva Morse|539676 6757362113|$40.31
2020-09-24 07:58:21|Finn I. Logan|539 89980 62315 761|$70.91
2019-09-02 12:45:51|Hiram Cameron|537 59718 36910 891|$72.58
2021-08-24 00:02:34|Prescott X. Cameron|5246 0110 2634 3608|$85.98
2021-04-03 09:51:27|Ria Bartlett|527083 2671019808|$12.35
2020-10-25 07:58:54|Victoria Harmon|5106 2440 2209 0530|$91.68
2020-08-22 15:47:49|Herrod D. Emerson|522397 8018953692|$76.08
2019-11-07 15:26:26|Emily Lester|5279186485678999|$67.45
2021-06-27 05:53:48|Jeanette Roth|540 75779 22699 033|$14.68
2020-07-01 00:21:05|Daria Bradshaw|5203 3165 1676 4234|$40.88
2020-12-26 18:27:32|Alden Dennis|545043 3554410644|$57.96
2021-07-13 18:38:59|Megan Crane|512 61738 69592 876|$93.47
2019-12-16 22:04:45|Olivia Mayo|518581 7091660020|$53.49
2020-10-25 22:57:03|Abdul Roberts|5148 7572 0913 2296|$7.04
2020-10-31 12:56:54|Victoria R. Wells|537317 9191746304|$44.23
2020-03-22 08:33:45|Amela I. Watkins|555807 548338 4738|$92.82
2020-03-07 16:01:52|Ciaran Foreman|5383894109835720|$38.12
2020-02-22 03:47:29|James A. Hoffman|5415405057052960|$3.28
2021-01-28 09:53:00|Aimee Russo|513516 754420 7255|$20.93
2021-01-25 01:19:08|Charles G. Gallegos|525783 0136001657|$56.15
2019-11-29 07:37:21|Elliott Pennington|517003 1565446257|$67.06
2020-04-22 13:03:00|Erin U. York|559164 3618010061|$49.26
2021-01-29 01:32:26|Winter W. Klein|542776 680041 8535|$37.49
2021-08-17 20:44:13|Arthur Salas|545 31143 31279 000|$19.96
2020-10-11 02:16:22|Kieran O. Oliver|5156 6790 1880 9204|$79.03
2020-02-14 12:08:45|Martina Benson|5359 8942 4481 9647|$76.09
2020-01-03 14:02:33|Malachi Solomon|522 14020 01943 265|$30.55
2021-07-31 12:59:01|Malachi Hull|558060 6789221927|$95.74
2021-05-03 19:14:29|Katell B. Jacobs|5172137268104495|$88.94
2019-10-23 22:40:36|Ina Y. Weaver|5218113186437362|$33.11
2021-08-15 18:26:02|Aileen Ruiz|514384 818136 9397|$79.99
2019-08-31 18:18:21|Yen N. Diaz|556166 225924 3621|$94.03
2021-05-20 20:26:48|Ahmed F. Whitaker|531 91006 42694 577|$56.51
2019-12-20 04:26:10|Silas M. Whitney|510157 9146322953|$65.22
2020-01-13 14:47:22|Maxine Ward|523285 6054360221|$13.53
2020-01-19 10:38:08|Elijah Brock|518031 364456 5978|$81.83
2020-09-21 14:47:43|Ella V. Lee|5189 5303 2172 9202|$82.97
2019-12-09 04:24:56|Lucian O. Knox|552962 379679 9302|$5.68
2020-06-10 01:28:23|Vivien Stokes|5391 0664 8508 5333|$62.86
2021-03-31 10:31:30|Hammett Watson|530016 9319715594|$26.84
2020-11-20 11:53:48|Damon Strong|5155 8277 8868 6424|$81.85
2020-07-09 12:45:32|Calvin M. Good|553 15406 88626 102|$31.76
2020-06-04 16:45:25|Carla Green|5414 5307 3010 1735|$66.18
2019-11-06 00:34:59|Branden Fuller|527222 075758 1826|$41.39
2021-04-20 05:52:26|Daquan Zimmerman|5120 6528 6690 6896|$62.86
2021-07-07 18:22:09|Alan William|5148979622615851|$0.69
