Transaction-date|Name|Credit-Card|Amount
2021-02-15 15:48:28|Nehru H. Rios|519436 830417 2618|$29.28
2020-07-26 01:24:23|Dylan Q. Mueller|520 29322 65850 890|$3.14
2021-06-30 08:01:47|Jael Floyd|525241 5592419745|$95.07
2020-03-28 16:57:29|Eagan Cote|5139200255400151|$81.04
2020-12-01 20:33:44|Jesse W. Buck|554778 5390535081|$47.74
2019-10-03 15:10:38|Blair E. Bridges|531944 5291482836|$83.55
2020-12-25 09:25:00|Piper Horne|544 08669 70313 715|$16.47
2019-12-01 01:11:42|Emery H. Walters|5109 0291 8023 5994|$8.95
2020-06-01 22:12:03|Moana R. Larson|5500345278571651|$34.89
2019-12-17 14:18:10|Demetria Y. Campbell|520019 100840 9736|$29.94
2019-10-31 11:13:47|Rana K. Malone|542032 6070179072|$55.36
2020-08-23 13:47:11|Jasmine Dickson|522 40260 35277 064|$82.25
2019-09-13 07:11:07|Howard C. Morrow|5413819242425745|$28.92
2020-06-14 09:46:24|Audra Blanchard|5425 5194 0035 7690|$6.38
2020-06-29 23:17:42|Martha Y. Winters|557849 8077128723|$96.96
2019-10-26 22:57:21|Victoria A. Nieves|5256830322376757|$8.09
2019-12-03 22:54:12|Chloe Q. Carroll|538 16921 45641 975|$11.29
2019-12-08 09:45:06|Fitzgerald T. Holloway|533 53816 90971 014|$40.89
2020-12-25 00:38:49|Octavius P. Stephenson|5562 3604 9761 3155|$83.87
2020-11-27 04:01:01|Brenden Z. Albert|5292 2546 4911 4336|$9.92
2019-11-02 18:52:06|Dorian Head|5556 0082 9445 8005|$39.03
2020-10-21 03:09:53|Bertha O. Dominguez|550840 4601590136|$81.97
2021-06-18 04:13:26|Vladimir Harmon|545 14385 09297 037|$86.99
2020-12-11 09:55:55|Denise Wilson|551 98676 11261 442|$73.07
2020-08-04 15:52:37|Erica L. Dixon|5287 2810 6853 2299|$59.88
2020-05-05 09:38:19|Aline O. Carson|522 07226 96773 615|$10.41
2020-09-29 11:22:52|Aileen Crane|5531910650540906|$38.84
2020-07-20 23:13:22|Eagan A. Lancaster|5517 1825 6548 2883|$24.22
2020-04-10 22:26:46|Jackson A. Hewitt|5484 1683 1786 5789|$82.96
2021-04-12 08:00:58|Drake Roberts|531660 754627 2741|$0.38
2020-02-22 00:44:28|Medge Middleton|5295558858384688|$44.08
2021-03-21 03:31:31|Audra D. Wiley|544276 537767 4034|$18.14
2021-04-18 19:17:17|Andrew Turner|543333 710544 1424|$1.38
2021-06-26 08:23:14|Felix S. Harmon|545 62727 41798 675|$18.03
2020-06-22 12:21:58|Odessa W. Cline|531 71620 46517 582|$49.80
2020-03-07 21:09:50|Olympia Y. Glass|538929 864106 8663|$32.47
2019-10-02 19:20:25|Blake I. Rasmussen|538332 2845989106|$25.75
2019-10-08 05:58:37|Gray Fulton|535711 2256226649|$83.47
2021-02-18 14:31:11|Heidi I. Mclean|557 38706 16302 552|$37.05
2020-03-17 01:25:03|Emma C. Davenport|5178 1365 0297 0020|$91.47
2021-07-08 13:34:28|Ian U. Hooper|517 09411 91683 729|$85.30
2020-12-01 21:27:16|Moses U. Reyes|528620 397074 9861|$29.48
2021-03-15 10:13:40|Reece Rice|536849 694341 9734|$15.33
2020-12-05 00:47:46|Alfreda L. Norman|5421434341901248|$18.67
2019-11-26 17:38:57|Nolan H. Melendez|541170 143226 0755|$85.41
2021-06-27 15:48:34|Summer Y. Blake|5237 4554 5560 5162|$15.91
2021-05-17 10:35:42|Alice Frye|5466 1242 4645 3827|$90.22
2020-10-15 10:52:15|Denise G. Suarez|547839 8894786532|$92.84
2021-01-27 22:37:32|Valentine O. Crawford|5277 8915 9794 9475|$37.45
2021-03-15 15:48:22|Vincent Carey|516 78383 34136 612|$0.77
2021-01-06 04:19:23|Logan H. Wolfe|543551 1089718852|$88.06
2020-08-04 08:50:30|Jamal G. Graham|550918 148334 1155|$6.08
2019-09-19 12:46:36|Logan W. Molina|5327858499994867|$82.62
2020-12-30 14:16:45|Andrew Sampson|5422047493963789|$33.58
2020-09-22 02:47:13|Bree Fox|511835 4556914389|$36.11
2020-10-23 16:09:15|Raven C. Cobb|5582956008067280|$25.43
2020-04-17 02:59:12|Macaulay Hodge|550586 6801773501|$36.54
2020-11-09 15:05:40|Chastity Delaney|5385 6152 2625 5650|$29.63
2020-03-14 15:59:10|Rhonda Mccarthy|5358549827350029|$92.11
2019-10-21 09:26:11|Guinevere M. Humphrey|5254941747382387|$17.17
2021-04-10 00:50:30|Margaret Roman|5567 8076 7377 5476|$50.10
2021-08-02 07:11:32|Odysseus Q. Glover|554804 138283 3814|$50.66
2020-04-25 06:06:00|Jolie C. Parks|550554 352809 4905|$84.49
2020-01-23 08:14:41|Caldwell Bishop|5171777349956875|$24.21
2019-11-02 19:46:53|Rigel H. Branch|536 97515 90087 880|$66.29
2019-09-26 11:30:08|Kato M. Allison|513114 3161545982|$97.36
2020-10-24 12:27:21|Ella M. Frazier|512109 1668358098|$8.95
2019-12-19 01:43:00|Martina Z. Roach|5433 3917 1596 9670|$30.96
2020-08-22 00:54:39|Kamal P. Harrison|5402272476118425|$85.47
2021-08-16 20:55:26|Dorothy B. Rose|525 04316 56782 565|$40.67
2021-05-01 20:22:58|Darius Garner|5572 6147 6289 3779|$5.14
2021-05-17 22:40:08|Madison Marks|5448483305636661|$42.05
2019-10-13 10:03:02|Hedwig U. Woods|529432 8312197378|$52.68
2020-09-10 03:44:58|Marshall Wells|5592 2816 8410 1065|$23.28
2020-12-26 23:33:08|Hedda Erickson|522 87392 09904 943|$44.94
2020-02-17 13:32:07|Lisandra Walker|5597 3852 5960 0727|$59.01
2020-10-09 06:12:34|Carlos Lambert|551 98934 52701 619|$57.58
2021-06-26 02:52:58|Maggie Y. Harmon|5157 6478 6150 4767|$78.21
2021-01-27 08:33:56|Quinn Q. Austin|5354180335709979|$82.42
2021-07-10 13:59:58|Macey F. Wilkins|536943 916015 7131|$46.09
2020-09-11 01:20:22|Gabriel Mason|554228 4310953793|$5.16
2019-11-22 01:46:10|Eric Cash|5561 5789 5789 1471|$77.88
2020-12-26 12:05:04|Holmes Mooney|526341 5141002890|$93.93
2020-06-15 15:12:50|Lydia H. Valentine|5408 3874 3395 1967|$18.96
2021-04-02 03:39:09|Jordan Blake|5390 7898 4284 7936|$36.73
2020-08-12 06:07:31|Hadley X. Contreras|522642 819119 5023|$35.58
2020-09-19 16:18:52|Thane Y. Gonzales|515 15867 28703 301|$11.98
2021-01-28 08:19:29|Denise S. Wells|541866 0533646317|$27.69
2020-06-18 03:22:23|Brody E. Woodard|5460358264640529|$21.46
2021-03-19 16:31:31|Garth Y. Ayers|5113462178493255|$3.36
2021-08-27 22:07:59|Brynn Good|551 93290 79051 468|$89.14
2021-07-27 03:38:11|Chantale Schultz|549 74118 10761 559|$81.05
2019-08-30 14:13:52|Beck N. Roy|510 70606 32918 491|$34.13
2020-06-02 08:51:35|Mechelle Mann|5523 9163 1776 1827|$43.89
2020-01-02 21:10:24|Cleo S. Phelps|515 57160 94864 959|$84.92
2019-09-17 21:50:48|Britanni Valentine|532171 3119764487|$26.10
2020-10-18 18:49:51|Wanda H. Mason|5584 0855 7135 0804|$29.35
2021-08-08 00:58:40|Rooney Wooten|5594 5068 8717 3992|$80.17
2019-09-21 15:14:10|Vaughan A. Quinn|515916 431488 8530|$22.74
2020-04-15 18:19:14|Lila N. Monroe|510 53583 16541 817|$91.60
