Transaction-date|Name|Credit-Card|Amount
2019-09-01 10:08:19|Medge M. Vaughn|545263 9657554058|$40.43
2020-01-05 05:47:29|Ferris L. Skinner|5577411081475288|$54.01
2020-08-14 13:42:54|Harriet I. Murray|521650 6292119273|$36.91
2020-12-25 08:32:19|Chadwick M. Sparks|515352 724532 2934|$54.31
2021-01-12 17:13:20|Iona Y. Clark|510430 2949003457|$91.57
2021-08-20 10:25:30|Stone Dudley|5130 5806 9852 2003|$26.69
2021-04-02 20:22:06|Malachi M. Valdez|525093 098005 0201|$71.25
2020-01-26 11:34:08|Anika Hampton|550 84914 53148 857|$43.50
2021-07-03 14:43:58|Uriel S. Mcfarland|530 89826 92742 494|$13.57
2019-11-07 20:41:33|Rudyard D. Wood|5158 7240 6159 2576|$74.67
2020-11-22 15:12:52|Alvin I. Higgins|5338 8299 0752 0898|$17.52
2020-10-13 01:54:05|Scarlett K. Warren|5319 0665 6183 0395|$23.92
2019-11-14 16:33:47|Malcolm Simpson|5458836511371281|$63.44
2020-09-07 11:00:46|Phelan Ellison|5409 6574 9705 1048|$54.20
2020-01-16 11:43:23|Jamalia Giles|5520235382686501|$74.54
2021-04-07 10:31:46|Levi D. Underwood|550 40847 58539 799|$74.39
2019-09-08 02:36:40|Timon J. Quinn|514640 4805596747|$2.30
2019-11-07 16:59:45|Scarlett L. Elliott|5130480241685979|$63.69
2019-10-05 02:31:52|Regina O. Morrison|531042 790618 4816|$70.35
2020-06-16 16:19:57|Aidan Delacruz|553546 263633 9025|$48.42
2020-11-13 12:59:42|Roth L. Burton|550938 2458854632|$82.96
2021-06-19 11:49:32|April T. Harrell|5155948769429269|$27.80
2020-06-18 20:36:13|Denise Q. Parker|530 21022 48917 385|$14.86
2020-02-25 13:49:48|Jordan S. Chan|553 53010 22030 360|$77.58
2020-09-12 18:42:40|Cameron O. Foley|514064 489800 3715|$4.91
2019-12-26 16:36:05|Anne R. Dominguez|520 54221 14153 974|$66.41
2020-12-15 06:12:34|Chanda Vaughan|514 04645 60345 355|$0.07
2020-08-21 03:54:09|Mollie R. Weiss|543 99246 75332 093|$94.74
2020-04-02 18:43:58|Akeem Newman|551486 263140 4614|$83.90
2020-02-09 09:46:02|Joy Hines|552 31863 80571 715|$33.86
2020-07-20 23:00:03|Dean Griffith|510992 810023 1357|$77.92
2020-05-10 18:02:35|Axel A. Ray|5273445079553406|$16.78
2019-10-12 12:46:18|Eagan L. Mcneil|554193 3731170723|$15.52
2020-03-18 22:42:13|Darius P. Oneil|5481 4960 8838 3796|$0.48
2019-12-27 19:13:05|Lucy Cantu|5276 0727 6309 7842|$60.58
