Transaction-date|Name|Credit-Card|Amount
2020-06-14 18:24:11|Kellie B. Stuart|5277266969568148|$99.69
2021-07-26 04:17:32|Alden G. Arnold|539142 339642 5712|$67.71
2020-11-03 11:56:08|Asher Miller|5577 9961 4127 5744|$96.49
2020-10-25 13:13:04|Tara G. Burns|549131 241060 1151|$41.17
2021-03-03 06:43:51|Audrey Velazquez|5560348160031336|$71.87
2020-01-05 15:13:18|Wallace G. Sharpe|522 85620 21553 718|$89.16
2021-04-25 12:37:10|Marsden I. Macias|5114802575313136|$40.77
2020-08-15 21:35:42|Dennis L. Mathis|539 51363 38204 385|$29.30
2019-12-22 18:26:37|Gray Thompson|524090 726173 5273|$89.33
2021-06-05 11:44:32|Luke Ochoa|521 31486 20658 335|$35.65
2021-05-03 09:12:28|Callum Quinn|544658 2255065748|$86.22
2020-03-07 05:50:12|Thor David|520442 1739681170|$33.54
2020-05-13 06:51:10|Duncan Melton|557394 666192 0553|$73.47
2020-09-03 07:04:12|Christen J. Hughes|5368875152762613|$84.58
2021-05-04 01:10:11|Carol Gonzales|5359 4999 7825 3649|$15.38
2021-04-22 02:05:16|Jaquelyn S. Carney|546 53060 77148 581|$64.50
2020-02-20 01:58:27|Ila U. Burton|5428 7607 9781 6271|$89.18
2019-12-02 10:09:27|Alana E. Santos|5486 7811 3282 2690|$7.61
2020-01-07 02:23:45|Keegan N. Meadows|5316256379460922|$50.63
2020-11-03 02:07:11|Connor Ellis|5559 9470 5349 2530|$45.48
2020-09-04 18:47:47|Lance H. Richard|5294969022294946|$69.53
2020-01-23 06:39:18|Dahlia G. Hutchinson|5570 8346 3744 8201|$48.71
2019-09-04 13:31:26|Hermione Whitaker|5483 9886 0688 9062|$63.66
2021-01-02 19:18:26|Cally O. Dyer|524 81008 92937 144|$20.60
2020-01-19 19:32:38|Summer Schultz|554674 6022209298|$95.81
2020-03-28 07:01:33|Deirdre Glenn|5551 2700 0518 2705|$63.70
2021-08-05 11:37:06|Brody Graves|552395 3382576160|$86.47
2020-12-28 12:03:54|Debra H. Odonnell|5320 7690 1581 6293|$32.59
2021-03-27 22:39:21|Alika T. Baldwin|5124 8007 4054 9822|$77.46
2020-11-05 14:58:46|Tashya Figueroa|531706 510526 2455|$72.67
2020-01-01 19:22:25|Autumn K. Robles|550003 906529 6735|$8.78
2020-04-22 23:44:25|Lunea Vega|5101 5091 0968 5500|$18.96
2021-04-05 06:47:30|Leila I. Holder|5433639509586286|$90.48
2020-02-29 12:38:05|Sonia G. Johns|5351431345020094|$67.56
2020-01-24 23:40:00|Imogene O. Bryan|542478 6971923793|$60.91
2021-01-07 00:15:25|Kermit P. Lynch|550 25354 32634 944|$3.95
2021-08-27 15:45:31|Jenette L. Olson|548 82038 95622 926|$23.50
2021-07-29 18:42:28|Marah Bradshaw|547473 2858203007|$13.55
2019-11-04 09:40:30|Sharon A. Reed|545697 0320339619|$31.59
2020-04-02 18:05:48|Warren Pruitt|549 31953 68195 195|$94.16
2020-08-06 10:04:15|Zachery S. Day|512531 260419 9644|$39.56
2020-11-13 19:36:19|Reece Dodson|511741 977675 3841|$67.59
2019-10-04 16:45:11|Denton Love|546789 5465529061|$80.96
2019-09-20 20:13:27|Lillian S. Bowman|519 02531 78270 520|$66.24
2020-08-11 17:13:07|Gray Russell|5411933522643281|$61.31
2020-03-04 13:07:17|Wanda Cohen|5529 3784 7504 2009|$16.22
2021-01-16 17:13:50|Winter J. Reynolds|544063 5570163964|$76.17
2020-12-25 02:36:09|Dexter V. Boone|5313 3923 2747 2744|$20.18
2019-10-25 18:51:55|Fatima Mendoza|516026 1531446378|$12.68
2021-04-09 23:06:14|Dolan J. Waller|558 30420 01049 176|$60.33
2020-07-07 09:23:35|Daria Eaton|5355484178170003|$7.31
2021-07-22 19:22:02|Tamara Morrow|546478 3199880435|$22.03
2021-08-08 05:15:29|Preston Yates|533 42330 99356 027|$49.51
2019-11-21 11:20:37|Grace Byers|532496 518139 8852|$20.98
2021-06-25 20:00:31|Darius B. Mckinney|5279441394097710|$83.85
2020-03-21 23:07:33|Kylie Brewer|536 08445 11561 528|$87.13
2019-11-13 03:33:42|Lysandra Wood|552489 211519 7655|$49.19
2020-04-27 15:54:32|Rhea Benjamin|5214123430728494|$36.44
2021-08-17 14:15:24|Marsden Camacho|517338 864317 8071|$85.56
2020-11-15 20:02:07|Flavia Keller|5403 1709 5409 8482|$64.93
2021-08-01 14:23:11|Colt G. Bentley|5507 8946 8596 0448|$85.02
2019-12-04 23:28:45|Paloma Berg|5578957056048814|$72.84
2020-05-25 10:15:47|Anne T. Gardner|543933 8608412916|$34.05
2020-06-07 14:13:17|Melvin Koch|514351 3484507602|$90.03
2021-08-23 06:21:32|Forrest E. Black|542946 6810101233|$26.21
2020-04-25 22:41:50|Simone Case|527734 6675184164|$73.55
2021-06-21 10:19:17|Carol Levy|524 25669 92794 260|$97.31
2020-03-02 11:12:28|Margaret R. Marks|540114 531542 0627|$70.55
2020-04-29 18:08:50|Hall B. Langley|5253 5694 4058 8173|$67.89
2021-08-24 22:22:37|Roth T. Walker|537495 0720806150|$2.86
2021-02-06 04:12:32|Mark Norman|548 62220 50358 219|$88.82
2020-11-02 23:08:29|Germaine C. Farmer|5164 4787 3761 2530|$46.64
2020-02-14 13:03:17|Ulla Compton|5590 8015 7762 0889|$36.82
2021-08-20 07:13:29|Thor Hewitt|526 34046 90686 931|$55.20
2020-07-14 18:17:02|Freya L. Noble|520 06341 23016 845|$69.47
2021-05-28 20:35:43|Leilani Z. Knowles|5333 2845 7488 0974|$48.28
2021-06-25 10:15:17|Slade Wheeler|541 24097 94180 905|$73.93
2020-01-09 20:55:39|Tate Turner|514299 8846860503|$39.17
2020-01-12 10:06:54|Alfreda A. Schneider|540516 4252650209|$67.85
2021-04-06 03:48:39|Timothy U. Jefferson|5104858006462886|$38.78
2021-04-15 01:20:38|Liberty V. Clay|557999 538392 9537|$59.74
2019-12-30 01:44:56|Baxter Sutton|5465672494622460|$11.74
2020-08-27 06:45:22|Sean G. Haley|5471 7111 3961 6537|$54.22
2021-07-17 19:13:08|Patience G. Guzman|541426 730836 7626|$1.47
2020-04-17 13:30:17|Rina X. Carr|5569543533396066|$74.67
2020-10-26 02:59:02|Carson Holmes|512707 2645609450|$98.44
2019-10-27 04:06:34|Omar Tucker|533 32577 99766 939|$74.77
2019-11-11 13:36:51|Rowan X. Leon|5429 1823 7406 5405|$88.01
2020-05-02 16:39:41|Cora Gill|549 05258 44730 996|$92.65
2020-07-15 03:30:16|Myra E. Hoffman|535057 8217384858|$74.44
2021-06-15 12:42:23|Mannix Whitley|5331 5941 7846 0987|$83.02
2021-04-20 22:59:14|Stuart Hoffman|5433 4889 6210 0577|$94.44
2021-03-05 00:43:56|Hadassah H. Mckinney|547 29524 62784 729|$0.60
2021-05-25 06:42:43|Rina Powers|5292955206709637|$25.88
2021-04-07 01:59:31|Quamar Patton|513 07458 40122 727|$87.16
2020-06-07 22:25:09|Darrel Galloway|553 48653 28870 480|$90.75
2020-01-01 20:34:12|Lilah Reid|550 52965 82147 016|$39.08
2020-05-07 19:24:49|Nasim G. Ford|514 48615 38268 732|$63.44
2020-06-19 23:14:03|Ruby Petty|526 51373 70252 156|$30.24
2020-05-19 15:09:44|Alexa Kirk|5499 8823 2220 4460|$10.35
