Transaction-date|Name|Credit-Card|Amount
2019-11-16 05:47:57|Kristen E. Jensen|513625 8996383766|$65.95
2021-04-27 21:50:37|Shad Z. Alvarado|5490654032127185|$99.56
2020-05-01 19:02:50|Kaye F. Sears|5443 9929 2223 5611|$84.34
2020-08-15 04:24:29|Uriah M. Mckenzie|536481 717201 2730|$84.79
2021-02-22 08:32:00|Illiana Z. Pitts|5599 8380 1251 2777|$78.37
2019-12-06 07:24:57|Whoopi T. Cohen|517 93947 68429 251|$44.82
2019-11-12 00:09:37|Jason Peters|5145 7396 4270 5527|$61.66
2020-11-09 16:55:10|Sylvester G. Bailey|528758 9911969819|$96.65
2020-02-23 21:10:01|Branden Beach|546144 406555 9388|$4.59
2020-01-18 16:06:50|Kessie N. Kaufman|5198155602096920|$52.86
2021-02-15 16:48:19|Michelle L. Tate|536804 185107 1307|$74.95
2021-08-23 12:17:47|Mariam Parks|551 19574 08822 494|$38.91
2020-10-01 23:04:40|Carl Stafford|548 99348 55928 700|$55.48
2020-03-06 11:26:28|Emerson Gallagher|510 08643 06287 340|$1.34
2020-08-09 10:59:00|Frances K. Owen|5112893712348319|$18.67
2020-04-02 06:58:54|Laith Glenn|5373 9225 8604 4268|$50.06
2021-07-15 22:59:23|Sophia Simpson|5271 0245 3044 3283|$24.52
2020-05-18 16:43:03|Steel Mcclain|515314 4454877283|$92.39
2020-03-13 00:44:18|Candice M. Wade|521415 672130 4120|$32.50
2019-10-09 18:08:25|Vivian Cook|5393479542069075|$89.94
2020-03-02 20:45:24|Herman E. Petersen|530996 887148 1946|$99.76
2020-07-09 22:56:10|Adrienne Y. Dunlap|533548 029545 7344|$1.12
2019-10-29 08:33:01|Kenneth Pollard|530 08788 18351 137|$15.29
2020-10-22 02:25:18|Hoyt Leon|518 40340 39988 627|$76.39
2021-08-17 20:19:30|Daryl Sloan|559 14806 04810 513|$94.55
2020-09-20 14:50:03|Xanthus V. Farrell|545 04157 10705 785|$3.69
2021-02-13 06:37:51|Hedley Suarez|5449 9937 6521 7017|$66.83
2020-02-25 12:18:00|Sylvia F. Richardson|5140387235872943|$35.51
2021-08-07 22:28:50|Fletcher I. Eaton|510659 547596 8799|$73.12
2020-11-27 10:20:48|Noah E. Hardin|524 91239 82848 780|$66.08
2019-11-07 20:05:36|Anne V. Marshall|5474 8066 2307 8488|$69.86
2020-09-30 08:16:24|Dana Henderson|5567587294362702|$94.78
2019-12-29 13:02:34|Merrill Lowery|542285 264499 1856|$5.56
2021-08-24 20:02:16|Joshua Neal|5234448713290797|$55.52
2019-12-31 09:48:47|Herman Shepard|5152 4445 8244 5966|$28.91
2019-09-11 09:51:28|Jermaine J. Bernard|5534361140375684|$65.25
2020-06-03 10:51:35|Carter A. Mckenzie|5450380530603836|$65.99
2021-06-06 01:02:14|Ulric Morgan|514466 3392227659|$85.24
2021-01-06 11:30:07|Jack J. Lancaster|5336 8086 2496 5737|$34.11
2021-04-12 11:18:53|Velma N. Sweeney|5197736281952409|$9.34
2020-04-02 06:50:50|Imani Webster|5278 1873 0798 2867|$14.89
2019-12-02 14:26:22|Jayme Mosley|5139566420600218|$90.33
2019-11-12 16:30:31|Philip Combs|537 89515 38684 868|$9.63
2021-03-06 08:54:55|Jordan Madden|5488455238980268|$23.45
2020-06-16 02:14:16|Lacy Rivas|523830 7286338233|$57.69
2021-06-08 21:50:16|Britanni P. Randall|534805 160581 9989|$38.46
2020-08-30 07:51:11|Hedda Wiley|520829 616493 1647|$42.05
2021-02-20 18:15:47|Tarik Orr|5422 1277 7879 2689|$6.13
2021-01-28 09:25:58|Casey Oliver|5100788479872515|$1.09
2020-07-19 10:21:32|Boris Stokes|519 21828 73176 260|$39.74
2019-12-06 14:21:13|Alyssa Rogers|5317 8269 4443 2595|$66.49
2020-09-07 20:21:37|Tobias A. Dawson|5215066234404045|$55.44
