Transaction-date|Name|Credit-Card|Amount
2019-12-14 17:14:51|Sonya D. Daugherty|541 26515 28828 362|$62.32
2020-11-06 18:42:15|Camille R. Shields|5517088269035713|$5.04
2020-05-14 08:28:36|Dalton K. Cline|5583234082965855|$38.32
2021-08-09 05:00:49|Oliver K. Stanley|554 40687 21398 500|$80.08
2020-11-14 06:47:56|Linda Kent|542988 9929473922|$44.29
2021-04-02 19:59:15|Dacey Vargas|5485376898679128|$58.93
2020-01-22 19:26:44|Emerald W. Klein|550134 370089 7579|$21.34
2020-01-19 01:49:29|Emery Rocha|527859 7745153386|$68.71
2020-01-13 13:54:34|Nelle O. Carlson|527914 8914893706|$41.77
2021-05-15 10:56:48|Doris K. Fuentes|521 60803 22832 834|$94.70
2019-09-21 11:19:08|George Hess|553913 295510 7909|$32.06
2021-02-04 20:57:51|Tamara M. Aguirre|538 91159 73096 270|$16.73
2020-02-03 08:46:05|Hoyt Clark|525 03453 87939 536|$62.17
2019-09-11 03:41:38|Merritt Knight|5402455540020061|$37.85
2020-10-07 00:04:29|Austin D. Morrison|5316 6720 0029 5596|$60.69
2019-10-04 18:13:35|Lee X. Vasquez|540564 387273 6712|$57.31
2021-08-08 19:31:51|Ulla Alexander|5170 6197 9048 3929|$32.46
2021-06-09 22:44:49|Hayden C. Ellis|528327 534829 3072|$6.75
2020-08-10 19:53:44|Dorothy I. Sheppard|522993 980059 5764|$58.06
2021-01-26 00:18:49|Cain N. Carrillo|524890 934307 3667|$15.50
2021-07-28 16:20:27|Xyla F. Puckett|559216 9778733937|$37.64
2021-05-07 12:49:57|Iris P. Berger|510521 901219 6159|$8.82
2019-09-03 06:16:51|Scott Hooper|552 06909 22806 144|$53.80
2020-12-21 07:13:37|Zachery C. Vaughn|546304 2555532556|$9.07
2020-12-31 08:44:27|Beverly Griffin|527920 062203 9880|$58.68
2021-05-03 19:52:42|Ivan M. Clarke|5275972544511915|$35.29
2019-10-21 23:23:43|Tobias Meadows|5129 6605 9674 4652|$96.96
2021-05-01 17:21:31|Colorado Lynch|522792 409919 3986|$22.13
2020-07-26 12:49:12|Ezekiel E. Blevins|5410404001637229|$31.20
2020-09-27 15:55:24|Walter Skinner|5373 9850 8332 9417|$98.22
2020-05-03 03:03:43|Jared Maldonado|5129044621442006|$17.53
2021-05-06 01:11:13|Scarlet Pugh|557301 6234108472|$43.59
2019-11-30 00:33:47|Rylee Evans|5157 5203 3668 5760|$64.90
2020-07-29 08:36:39|Amethyst England|539 33329 80614 813|$28.25
2021-08-17 13:03:16|Karleigh U. Rose|551 88015 92557 222|$12.10
2021-06-28 02:10:44|Silas Garcia|528695 760737 9323|$8.78
2020-10-27 12:08:03|Inga Y. Bowers|5254799780386743|$72.42
2021-03-29 00:01:34|Scarlett Austin|527041 205701 0240|$46.57
2020-01-03 23:34:13|Brenna B. Sutton|5242 5803 2064 9104|$79.90
2021-06-20 22:40:52|Otto Wolfe|532274 767268 6793|$89.46
2021-05-10 08:50:35|Abel Chavez|525575 1858529968|$59.90
2020-09-23 07:54:14|Lesley Taylor|529865 0522732322|$34.18
2020-01-02 21:30:47|Vladimir O. Jones|542 40400 37662 387|$62.61
2021-04-13 01:33:44|Kylee Fitzpatrick|5483 9604 1223 1870|$26.96
2019-11-18 19:39:19|Francesca O. Anthony|530334 2142749943|$60.85
2020-11-09 05:45:48|Vivien B. Pollard|5326904478819807|$19.14
2020-12-28 10:47:48|Clementine Daniels|519263 6626791006|$87.41
2020-11-03 19:07:00|Jasper Sosa|5150255223508828|$84.41
2020-04-05 02:54:10|Angela Bowen|525214 6295414911|$26.60
2020-12-26 15:01:28|Selma I. Lee|520419 876274 8528|$40.64
2019-11-19 08:15:06|Ulla Richardson|529 50359 63605 653|$97.82
2019-12-05 08:18:03|Holmes X. Peterson|523762 026149 1079|$80.15
2021-08-02 14:34:09|Hermione Thornton|5226507848334356|$12.81
2020-10-24 19:53:06|Malik Carr|544 70344 45567 257|$85.17
2021-01-24 16:00:59|Barclay Oneill|5352 0846 3451 2633|$53.27
2019-12-31 07:12:28|Ignatius M. Woodard|5380265675319899|$14.77
2020-10-28 13:20:36|Rhiannon X. Kennedy|5489 0982 5663 2988|$71.19
2019-12-25 21:59:09|Martena X. Robles|515881 0134694778|$16.79
2021-08-24 22:55:55|Jaden Burnett|516 96299 76537 649|$14.11
2021-03-01 23:54:51|Brenden Moses|533881 8886559621|$26.92
2019-12-09 15:43:23|Yoshi Hunt|534956 9875090915|$87.45
2020-04-04 20:59:53|Forrest U. Reed|544393 6656718326|$83.70
2020-04-25 05:56:11|Tanisha L. Slater|522931 331036 2992|$66.44
2020-11-21 22:53:05|Latifah A. Schmidt|516744 2958579932|$41.76
2021-08-27 21:37:39|Bruce Dejesus|514 33102 56818 741|$26.55
2019-09-01 17:04:05|Kyla Valentine|531462 2212219829|$39.88
2021-03-30 23:51:52|Denise Golden|533 07755 14325 270|$37.62
2020-05-29 17:45:52|Maryam Benjamin|529 08083 73201 668|$83.00
2020-08-02 17:32:12|Vielka Golden|5588644764403766|$58.67
2019-09-07 18:29:21|Hayfa Z. Buchanan|516055 588696 5167|$79.89
2019-12-04 13:42:20|Jerome Figueroa|5126 8488 3099 3358|$1.36
2020-01-05 00:48:53|Amos F. Mason|5431 5618 0234 6972|$80.72
2020-03-23 18:01:11|Geraldine Golden|546 77523 66356 914|$32.63
2020-07-26 13:42:31|Derek R. Sellers|517993 4378890515|$84.29
2019-09-08 18:33:17|Amal Sullivan|534997 0068510430|$86.93
2021-01-18 15:24:31|Paul Mcpherson|546283 431438 7517|$16.56
2021-08-04 22:06:47|Samuel G. Patton|5351715592933854|$52.19
2021-05-13 12:05:08|Madaline P. Cole|556114 7664424883|$24.68
2019-09-29 23:26:40|Xena C. Grimes|5348718417638803|$12.79
2020-10-02 16:20:18|Richard O. Bowen|524 85282 96127 369|$27.50
2020-07-01 21:53:24|Brynne N. Wood|519103 767954 4189|$82.33
2021-03-08 01:44:07|Sylvester Lucas|5502 4196 8310 7738|$73.13
2020-03-23 10:04:06|Noelle Larson|5177417326004100|$67.92
2020-06-15 03:27:29|Jamal G. Atkins|558 53797 34455 322|$9.24
2019-12-03 21:10:54|Emerald Jacobs|519401 6812465293|$94.66
2021-03-15 06:36:55|Quamar Fernandez|553582 980716 0184|$65.39
2021-08-24 05:04:59|Aurelia Sharp|514 56690 50698 692|$40.34
2021-04-07 09:47:44|Julian R. Moss|540 24677 19724 894|$40.38
2020-11-14 20:45:47|Nasim A. Suarez|5252263240389435|$83.07
