Transaction-date|Name|Credit-Card|Amount
2020-08-08 14:55:11|Guinevere Matthews|556055 512160 5046|$72.47
2019-10-31 05:38:18|Allegra R. Poole|543296 076078 8648|$23.02
2020-12-16 23:49:53|Pandora Hatfield|5480 3069 0118 5461|$63.57
2019-11-21 18:56:11|Abra B. Chan|523 42055 80704 353|$86.30
2020-05-12 18:31:32|Tyrone Branch|559 79700 56254 198|$99.64
2019-08-28 17:52:16|Debra P. Carson|559664 404468 3955|$72.98
2020-04-06 02:10:38|Rahim George|548063 868262 0898|$73.58
2021-08-10 17:27:43|Kuame Raymond|5468 0017 1161 3754|$13.96
2020-02-22 07:09:43|Jason Cardenas|5501 2996 4367 5169|$8.56
2020-12-24 23:42:09|Keaton Molina|5152327826616387|$82.35
2021-07-26 17:32:41|Joy Whitehead|5392 1367 7556 1514|$14.27
2021-01-25 10:43:31|Lawrence N. Ramirez|523 57683 85697 741|$32.49
2020-11-15 00:00:43|Kuame Saunders|5126478658409392|$60.42
2020-04-18 03:40:44|Cecilia L. Carr|5204908773873440|$90.69
2019-11-03 01:48:39|Alisa Frazier|5183 9511 8695 8171|$5.00
2020-12-27 22:11:35|Kenyon M. Willis|551465 8781919348|$43.21
2021-07-25 04:54:00|Walker Melendez|524637 193275 0894|$3.06
2020-02-04 04:51:20|Serina M. Cummings|516834 7610436760|$32.49
2021-03-21 02:54:24|Catherine T. Underwood|5213489292657779|$58.96
2020-02-25 12:18:13|Brandon U. Davidson|515 82862 41379 019|$79.31
2020-04-12 08:35:45|Amela Hess|548 64904 74260 689|$69.37
2021-03-22 12:48:34|Robin Dunlap|555987 6514376851|$32.33
2020-09-28 23:10:47|Eaton Ellison|534612 9513501162|$17.08
2021-03-28 22:06:22|Cairo Riddle|557340 689370 1263|$76.40
2020-03-03 14:31:21|Laurel Q. Koch|5181 2043 3979 5773|$76.19
2020-03-12 05:28:18|Gillian M. Obrien|555 32429 66509 000|$56.16
2020-07-28 22:02:39|Xavier Z. Dickerson|5586650608253582|$47.22
2020-01-12 06:37:13|Drake Stevens|512 50135 50880 803|$93.43
2021-08-09 11:13:43|Penelope K. Newman|525 51068 81599 514|$32.69
2021-08-21 02:04:46|Gil Z. Vega|5380234625818822|$16.59
2021-03-02 14:40:55|Iliana Romero|5518 0833 0365 2317|$69.14
2021-05-11 11:43:34|Victor E. Griffin|530231 368041 7913|$65.79
2020-11-23 21:48:36|Ulysses Dawson|5587070568919594|$19.22
2019-11-26 19:13:17|Anthony W. Mayer|531315 663140 0430|$44.12
2020-06-03 08:47:45|Hiroko Edwards|5281335282092104|$39.10
2020-01-17 13:26:24|Rina Z. Hutchinson|5385 3381 9500 4906|$13.65
2021-08-02 15:56:29|Martena U. Mack|5290 6665 3734 5536|$30.63
2021-07-11 05:05:17|Glenna Bruce|519044 6703749048|$71.86
2020-10-31 03:34:25|Indigo Sosa|516 47603 41347 235|$19.63
2021-05-19 14:30:25|Colin Phillips|5123993279171307|$87.99
2020-04-13 10:24:39|Hollee Boyle|558423 5277831389|$97.05
2021-07-21 15:07:50|Lee Ramos|5335 3685 4959 2224|$97.98
2020-10-03 10:37:43|Emi X. Fox|557 35354 94802 334|$80.99
2021-04-15 21:41:58|Tucker H. Boyer|515 86871 89858 064|$50.80
2021-07-11 11:39:26|Alec K. Moon|5579 7252 5078 2275|$87.35
2020-05-22 05:26:18|Hyatt Z. Wheeler|557923 8976089884|$96.90
2021-08-05 13:00:34|Lee Pugh|518532 3976873226|$10.06
2019-09-11 21:24:54|Geraldine Mccullough|547 83928 76487 748|$11.36
2020-03-03 08:44:58|Joan Q. Crane|556 45943 75996 757|$74.27
2021-06-01 20:34:40|Benjamin S. Glover|5394 1648 7595 0641|$67.05
2020-10-17 19:34:45|Candice Murphy|537 47431 70650 958|$87.01
2020-12-17 14:11:11|Mariko X. Maynard|5114 7196 6714 3769|$20.70
2020-02-24 02:18:02|Jessica T. Talley|5251 6668 8571 9362|$11.51
2020-06-21 06:49:43|Zeus Cleveland|545997 045096 9448|$41.74
2020-11-28 19:45:08|Melanie V. Fletcher|5365 0268 8704 7416|$41.83
2021-07-13 18:15:02|Garth E. Farmer|539979 8689029483|$28.54
2020-12-25 06:41:05|Jessamine Z. Mcneil|5354 6820 8975 3103|$21.75
2020-05-01 11:29:36|Jack Beasley|5482600838598764|$81.19
2021-05-07 01:42:20|Jaden Wilder|528004 747214 4121|$71.48
2021-08-18 14:55:08|Callie O. Mack|5362452015687183|$27.23
2020-08-31 22:19:14|Michelle U. Gallegos|536519 7838294926|$62.90
2020-01-16 18:23:13|Illiana Solomon|5528 6343 5591 7269|$32.03
2021-06-16 11:47:05|Hanae Larson|553976 907499 0473|$95.60
2020-03-07 16:11:47|Paula B. Rutledge|521920 435672 0247|$83.99
2020-04-14 03:08:54|Garrison M. Fulton|5286 7340 4572 5288|$3.49
2019-09-21 10:22:04|Sasha A. Lowe|5233936815004489|$58.83
2020-07-05 07:09:14|Abel Q. Terrell|538 26118 85064 924|$9.84
2020-08-05 06:23:58|Dennis Armstrong|5346303472798198|$20.20
2021-08-23 08:45:25|Ross English|510029 0903928914|$91.53
2021-01-21 06:00:25|Oleg Cross|5127372819896465|$68.43
2021-08-18 10:06:11|Leonard Bird|521202 456149 4116|$96.06
2020-12-25 14:36:30|Clark Pollard|554571 4460529131|$23.24
2020-03-04 00:51:31|Mollie A. Harding|5363 5576 9429 9115|$88.14
2020-05-14 03:30:12|Amethyst R. Calhoun|548 40876 42760 186|$51.30
2020-02-02 11:04:05|Iris D. Joyner|519622 1040668001|$11.42
2021-08-12 11:54:44|Fredericka R. Berg|526 77742 23283 547|$85.88
2019-10-22 09:48:32|Kalia Noel|531 57882 20755 481|$89.25
2020-01-30 09:16:10|Paula Anderson|545 09600 19388 981|$31.35
2020-10-22 06:51:45|Illiana Z. Haley|535 10201 23466 825|$65.57
2021-05-28 13:30:59|Stone B. Montoya|5497407625080029|$58.88
2020-10-02 17:56:29|Henry Harmon|5105 9504 6732 9305|$65.55
2021-03-06 17:43:17|Calvin Allison|5149 3517 0803 8573|$15.83
2019-11-21 14:57:17|Kyra C. Gibbs|525531 526358 1681|$31.44
2021-04-13 21:57:52|Macaulay M. Mcconnell|5562382994400563|$90.33
2020-08-26 13:21:33|Colby Carter|536169 1392816748|$65.26
2020-12-06 05:35:46|Quinn L. Freeman|547820 400935 3673|$19.61
2020-01-17 14:48:08|Tanek Lamb|5237587842722589|$39.53
