Transaction-date|Name|Credit-Card|Amount
2019-12-23 17:33:37|Wesley W. Hale|518 60007 29496 344|$26.70
2021-01-12 16:37:05|Leonard I. Lowery|5599647507355158|$24.65
2020-12-10 18:33:37|Simon P. Meyer|5354 6678 0032 2288|$54.44
2021-08-17 09:39:00|Alec S. Camacho|557672 9236545791|$85.94
2020-06-22 02:23:20|Jermaine Sherman|5526772443716921|$63.46
2021-02-21 23:56:49|Reuben P. Baird|512309 858776 1235|$35.39
2020-09-10 22:45:31|Ashton Burns|556 23839 07816 739|$56.03
2021-01-14 20:46:00|Portia K. Donovan|5389254418989649|$40.87
2020-07-21 12:43:48|Moana Kline|5479 6897 4152 7957|$81.28
2019-11-13 07:49:24|Lionel Horn|5438531657778176|$38.07
2020-10-08 10:23:14|Alvin Z. Mccoy|5166 5248 9601 9757|$40.95
2020-03-24 05:08:07|Melanie V. Ryan|5457796717467294|$78.73
2021-08-09 15:47:03|Tyrone Rush|524 66443 30216 779|$81.04
2021-07-20 02:41:29|Ezekiel P. Newman|535583 486211 1400|$23.02
2020-12-20 03:50:38|Isabella Holman|533 05090 59731 216|$34.44
2020-12-23 12:17:44|Kasper Macdonald|535707 8026964696|$83.10
2020-09-13 18:46:48|Kaden Munoz|5530 9339 3923 2476|$55.14
2021-03-26 09:53:15|Whoopi Galloway|5539340042760669|$7.89
2020-07-22 20:07:00|Lewis Glover|553 49259 99472 972|$70.09
2019-09-14 23:39:19|Caryn R. Gallagher|5349 1136 9602 9065|$74.30
2020-09-09 20:32:23|Fulton S. Snyder|513674 793363 4950|$18.44
2020-10-12 21:38:41|Katelyn Woods|549701 738907 3290|$45.82
2021-02-16 07:16:41|Idona Hobbs|5320 9203 5230 7525|$53.18
2019-10-16 07:41:10|Iris N. Serrano|5113510403210595|$80.37
2020-03-02 07:45:29|Harper Soto|513 70391 96361 268|$76.10
2021-05-15 12:27:01|Justine P. Wyatt|5590 6036 3196 2509|$38.27
2019-12-12 00:24:15|Fitzgerald Carson|516 20451 63890 526|$50.62
2020-04-29 22:51:20|Thor Blackwell|513883 3867065102|$2.70
2020-10-11 15:45:09|Pearl M. Bryant|510371 333604 2877|$54.26
2021-01-15 08:53:43|Deacon Z. Hoffman|557658 9936733620|$58.06
2021-02-17 23:43:49|Lareina Baird|5583 2126 8653 8054|$39.47
2021-07-17 13:47:10|Vivian Yang|513 09465 69822 808|$36.60
2020-07-10 00:38:05|Griffith Mooney|5123 0774 5762 2594|$15.90
2021-06-08 17:02:33|Harrison Robinson|5459069704017946|$4.66
2019-10-16 05:59:48|Jolene Clayton|535229 188943 8717|$85.88
2020-05-06 09:23:07|Mark T. Leon|5484 4437 5285 7892|$81.10
2021-06-14 20:22:11|Colton B. Benjamin|5499048880985623|$34.47
2020-07-28 19:42:43|Dominic U. Conner|543262 7481601752|$4.02
2021-01-28 01:26:35|Noah Lester|512 66112 65981 318|$25.06
2021-01-17 12:02:32|Brendan Perez|5295557139193686|$3.35
2020-12-05 21:38:07|April Walsh|5352070109957494|$60.95
