Transaction-date|Name|Credit-Card|Amount
2020-12-01 17:34:26|Kadeem Y. Clarke|5540952973768672|$71.47
2021-02-01 05:29:18|Mechelle Henson|559797 2894990512|$53.04
2021-01-19 20:34:23|Florence J. Oneil|547233 728970 7410|$6.45
2019-08-31 17:15:48|Wade G. Burks|519 91029 95333 592|$43.49
2021-04-20 07:25:37|Dakota T. Vazquez|540258 4451342519|$30.86
2020-03-31 14:39:34|Cara Pickett|541051 6320606971|$74.84
2021-02-26 19:15:03|Callum Z. Mcconnell|5160580920016074|$49.09
2021-06-04 09:07:05|Rana G. Herrera|5486630069683098|$33.02
2020-04-18 22:28:12|Wylie S. Gilmore|539 80072 90385 461|$5.79
2020-05-26 00:26:29|Samantha P. Gibbs|526 61304 56848 004|$13.14
2021-04-25 16:14:43|Lucian W. Powell|5460 5522 4706 3094|$45.13
2019-12-26 12:42:04|Rebecca Q. Harrington|5213 5648 5689 5351|$26.14
2021-04-09 01:38:52|Gretchen I. Greene|537 51295 88282 247|$83.75
2019-09-30 14:18:28|Dane Poole|5149 0437 3705 9932|$23.86
2020-04-18 23:48:01|Steel W. Hawkins|552487 7311906314|$52.57
2020-07-20 11:46:19|Aretha T. Stephens|5566 7974 2006 0630|$49.12
2019-09-19 17:44:53|Drew I. Mason|5261 5337 0992 9783|$12.41
2020-02-20 23:47:44|Samuel Roberson|5501 8441 6039 1334|$57.09
2021-05-09 15:55:03|Lucius D. Day|5219681985322836|$85.50
2020-04-01 22:35:05|Sonia Cain|511250 2260685036|$34.57
2020-04-25 20:40:14|Desiree Beck|533 97076 34691 860|$34.84
2021-02-03 22:49:56|Hayley Z. Gomez|5597816678058386|$15.54
2020-05-05 16:47:22|Acton Z. Santana|532 40106 95066 610|$4.64
2021-03-16 19:52:37|Harding W. Lane|5267 9151 2814 5691|$84.78
2019-12-22 15:23:48|Russell Castillo|516 09439 20941 156|$57.12
2020-09-13 07:03:34|Damian Alvarez|515180 7655593923|$51.21
2019-09-17 09:26:42|Alma Burns|527 75163 31528 919|$19.74
2020-10-13 19:10:32|Noelle M. Stone|544 60710 92159 203|$36.19
2019-09-06 10:27:14|Lillith N. Sawyer|547735 313688 3838|$27.52
2020-03-21 09:43:16|Ella A. Oneill|548120 7140881267|$62.78
2019-10-12 05:10:09|Tara B. Baker|535943 4595398063|$76.87
2021-04-11 01:06:07|Alan Spears|5583 1483 5462 7821|$40.04
2021-03-02 23:07:00|Sylvia M. Sears|551 69103 88114 841|$33.21
2020-11-11 11:14:59|Karen Gill|557212 519882 2548|$5.16
2019-11-14 04:54:28|Hilel A. Marsh|5316626298638461|$69.72
2019-12-22 23:45:11|Ralph Cotton|5449 6076 8563 8009|$19.23
2020-12-07 05:04:05|Malachi L. Hoffman|541775 879750 3108|$53.64
2021-07-04 07:45:08|Nora Q. Hansen|5509653162273214|$53.95
2021-07-26 05:24:53|Garth Jarvis|5302 2431 3556 7865|$2.22
2020-10-04 22:59:04|Griffin V. Suarez|5512839047160586|$25.45
2021-05-20 20:30:13|Boris Gamble|5467 5227 1969 9793|$23.07
2021-08-26 22:47:04|Aquila Buchanan|519626 0631048967|$84.30
2021-01-26 01:05:40|Jamal D. Sweet|5374410770681722|$99.00
2020-10-29 01:00:00|Abraham H. Spence|5178906060544106|$0.80
