Transaction-date|Name|Credit-Card|Amount
2020-09-23 14:45:47|Arsenio O. Whitley|559 48354 44799 613|$7.71
2020-01-21 14:36:10|Amanda Thompson|5497259243150324|$77.46
2019-09-04 17:26:39|Lacota B. Baker|5360954898191474|$22.91
2021-01-21 20:07:55|Honorato Molina|5131 7476 8764 0828|$56.80
2021-03-01 08:02:48|Nathan Alvarez|539462 2379286002|$2.40
2019-12-07 15:04:21|Brennan Galloway|5473769227525034|$69.11
2019-09-11 15:49:09|Bruno Lowery|539 17456 48462 824|$65.37
2020-01-21 11:59:54|Peter Higgins|545 23260 81682 644|$76.51
2021-05-07 09:49:14|Tanek P. Hebert|5589732759789304|$54.00
2021-01-09 05:43:42|Emi Y. Coleman|554 31597 72610 975|$93.45
2020-02-25 05:17:25|Lyle David|548894 682380 0242|$99.83
2020-07-01 02:36:34|Basil X. Potter|540854 7355351138|$93.28
2020-10-04 05:27:26|Kerry S. Ayala|527 73851 43323 491|$90.23
2021-01-14 09:17:33|Hamilton Key|5272 8478 1660 2522|$31.78
2021-02-23 19:04:40|Kelly T. Carlson|559595 607494 0563|$5.66
2020-02-21 11:38:00|Janna Q. Wade|5387305195742387|$88.51
2021-02-11 00:05:30|Ivy Browning|529883 571106 6489|$15.54
2020-03-17 04:17:46|Owen M. Mercado|528891 702699 3268|$84.39
2021-08-01 06:13:03|Yuli Sutton|5462900969688184|$60.11
2020-09-15 20:39:35|Mikayla Q. Simpson|5472766026998843|$14.77
2019-12-31 03:40:43|Orla House|520762 203861 3866|$34.44
2020-07-14 16:15:14|Irene Dejesus|5325 3224 4281 6398|$39.29
2019-11-28 22:24:57|Simone L. Burt|5154498247892507|$88.75
2020-02-12 06:04:19|Shoshana L. Lewis|5525195873626876|$35.50
2020-02-04 06:39:55|Germane Bradford|530 12844 09744 419|$84.75
2020-11-22 12:47:11|Michael A. Terry|547 89722 07137 060|$81.16
2020-12-08 11:22:01|Chancellor E. Armstrong|5486013578979325|$53.68
2020-05-17 01:46:43|Emmanuel Lowery|5374 8005 5229 0843|$50.20
2021-07-15 13:34:12|Anthony Mckinney|5207647095613723|$6.21
2020-11-03 06:23:27|Kimberley Morrison|5540 0469 9139 4528|$52.31
2020-11-09 09:50:29|Ira Tyson|535679 3089443617|$13.27
2020-05-29 18:21:47|Oleg D. Castro|5141 2171 8378 5210|$10.20
2021-01-19 16:02:15|Sarah Rowe|5202 6249 5694 2702|$34.68
2020-10-19 04:17:12|Eaton K. Frank|553 38056 13074 134|$51.84
2020-04-03 12:34:52|Graiden Odonnell|556484 013951 6856|$18.49
2019-12-16 22:13:42|Jillian K. Hull|554 97319 80495 813|$66.62
2020-12-18 14:13:48|Tashya Mills|548282 6435087501|$1.63
2020-10-07 20:05:31|Eleanor Y. Nguyen|5130 3753 0479 2599|$36.55
2019-09-25 00:11:16|Serina L. Donovan|5481 0178 0762 8327|$47.67
2021-02-13 16:20:06|Sophia Young|5576729929735956|$67.85
2020-05-21 00:09:32|Baker T. Kelley|524 36847 46886 289|$65.05
2020-02-06 15:40:05|Belle Wood|544426 282992 8570|$78.37
2020-10-15 16:44:47|Kenyon Chambers|5134 2175 0760 6216|$83.44
2020-12-03 16:12:57|Caleb Monroe|5247 0524 8621 0290|$2.16
2020-05-06 19:13:26|Vanna Benjamin|5515 4688 2634 4711|$51.20
2019-11-01 01:08:01|Tad Gentry|551375 6915326652|$75.59
2020-02-27 14:27:44|Perry X. Phelps|5301149364866350|$84.19
2021-07-05 14:08:22|Fulton Ortega|5249 9106 8931 7758|$78.51
2020-10-23 15:31:15|Alden V. Burt|511244 108358 3906|$28.52
2019-10-16 08:27:40|Phelan Bauer|5486 4464 6466 3498|$48.20
2019-10-30 18:09:52|Allistair Castro|5168509433389738|$80.60
2021-05-21 04:53:03|April A. Blanchard|535062 632700 4492|$37.23
2021-07-07 10:45:35|Ashton Lawrence|527225 541545 0659|$73.36
2020-03-08 05:56:04|Clementine L. Emerson|5162 0241 9716 2749|$97.45
2020-11-25 21:28:14|Shana Castro|545 30921 39313 298|$99.44
2021-02-03 06:14:02|Tarik F. Reed|558 03641 03117 369|$57.95
2020-02-11 01:17:42|Amena Howe|553 37163 22403 581|$23.82
2021-04-28 07:03:20|Scarlett S. Green|545015 2101160664|$99.77
2020-11-22 10:21:03|Iris Bates|540920 5215145757|$3.55
2020-08-04 01:11:09|Ciara Z. Baxter|5295212358627861|$69.60
2021-08-15 07:40:06|Mechelle C. Potts|539373 0946748734|$40.25
2019-10-05 05:10:36|Shana K. Mann|533628 0541176188|$78.14
2020-11-06 01:36:32|Camilla U. Wilkerson|5278 0991 7371 6073|$54.46
2019-12-25 07:01:12|Brianna J. Noble|5558108964548818|$73.46
2019-11-13 01:58:06|Imelda B. Lawson|5265 6574 9243 1685|$20.23
2020-04-03 11:17:32|Roary Jacobson|525077 2624966651|$85.30
2020-01-21 13:47:52|Vance Gamble|5273 7493 6818 8356|$58.69
2021-08-18 05:14:16|Ryan G. Hernandez|523 78550 88036 166|$2.12
2020-10-22 00:58:47|Drake Pace|533 80676 54006 452|$20.41
2021-04-11 00:06:14|Burton N. Riley|523672 480413 7354|$78.50
2020-08-11 17:07:58|Keegan Y. Washington|5598797368971238|$40.53
2021-03-30 17:03:38|Patricia Wolfe|531400 328689 6547|$46.11
2019-11-01 12:20:21|Drew V. Joyner|528 41822 50333 137|$83.93
2019-09-28 07:35:12|Dane A. Spencer|552729 6577816579|$67.89
2020-10-29 03:04:55|Shea Floyd|512 48371 75676 118|$51.45
2020-05-14 09:10:41|Freya I. Hardy|541 59230 52642 932|$58.57
2020-12-14 23:21:08|Reese Mcdowell|5585102085787493|$97.56
2019-12-06 12:19:28|Nelle K. Gay|547 10276 98151 117|$19.63
2020-08-17 19:33:04|Buffy Johns|543790 5452357959|$16.59
2020-04-15 16:06:09|Allen D. Lang|544 03997 50295 985|$42.35
2020-02-02 00:08:41|Alfreda Hicks|5462 9018 8339 4982|$18.34
2020-02-05 09:41:34|Forrest R. Fleming|5185895891036542|$2.60
