Transaction-date|Name|Credit-Card|Amount
2020-01-09 07:45:53|Barry K. Mendez|5113 3041 2359 0514|$13.46
2020-07-01 01:55:27|Warren P. Saunders|536 95235 73008 419|$81.67
2019-12-23 12:05:11|Martena Newton|537381 426945 7661|$100.00
2021-07-23 08:05:04|Roary Malone|559 42190 75673 407|$97.82
2020-01-23 06:38:38|Chadwick Lawrence|5215212540165686|$4.99
2020-02-08 03:22:38|Kane E. Doyle|5491 9769 1732 5496|$9.25
2021-06-18 05:33:59|Addison Parsons|529 61875 98656 186|$60.47
2020-05-20 16:14:09|Zeus I. Peters|5498 1224 6816 9628|$88.38
2019-09-25 21:33:35|Sophia G. Garrison|514751 781101 2505|$14.85
2021-07-11 16:52:20|Hadley H. Nieves|5122671448726216|$74.90
2021-06-09 13:25:13|Hadley Nicholson|5516 1850 2448 0258|$47.46
2020-09-11 03:52:58|Trevor Z. Robertson|549373 926194 8463|$21.08
2020-01-19 21:12:51|Kirestin Woodward|5465 8266 7851 5656|$62.82
2021-01-20 07:53:42|Hanae E. Payne|5451 8788 9233 2786|$75.88
2021-02-28 18:12:40|Declan Robbins|558827 5464974499|$65.26
2021-07-16 16:15:04|Genevieve Y. England|5576731245449304|$65.53
2020-08-31 14:53:14|Colette L. Savage|5190346512326436|$40.90
2020-08-09 07:56:41|Giacomo R. May|511842 594750 4830|$85.87
2020-01-27 17:49:04|Chloe Preston|512317 5802491697|$70.91
2020-10-31 07:47:24|Ryder H. Warren|5437095333552232|$12.78
2021-07-14 17:01:06|Dale Meyers|5504 2970 0806 3978|$45.68
2020-04-01 10:05:00|Samuel U. Becker|536806 2657647637|$88.53
2019-09-24 15:32:56|Gloria Diaz|5107900775542816|$89.03
2020-04-20 06:36:18|Cody E. Petersen|5102224465504647|$53.11
2019-12-03 04:03:00|Ora Hale|551652 3149424753|$70.57
2020-08-13 04:15:10|Nayda D. Mullen|5531009060239769|$31.26
2021-08-20 13:54:07|Berk Galloway|5307223322595239|$39.35
2021-07-18 01:51:41|Nichole Nolan|5595 5748 7411 5367|$77.50
2020-01-29 12:33:55|Jenette O. Romero|5160104258273981|$20.82
2021-02-16 22:39:42|Iliana B. Bonner|5210 3917 5120 4569|$64.40
2021-07-27 09:42:07|Jessica S. Newton|520798 3979607071|$22.80
2019-09-05 10:31:46|Jaquelyn P. Buckley|553180 996419 8486|$96.64
2020-06-28 21:49:35|Halla W. Conner|5285 4788 6022 2978|$47.28
2020-06-09 10:14:41|Lacy M. Craig|527 37758 27288 263|$17.71
2019-12-04 01:27:14|Elvis Butler|538117 4321480130|$82.58
2021-07-20 04:02:06|Kaitlin Alvarado|559310 1008843276|$38.91
2020-01-19 21:57:04|Madison Castro|5496 1657 8252 6561|$62.17
2021-04-04 18:21:52|Zahir M. Benson|5283 0783 4008 9583|$11.02
2021-08-24 02:41:29|Harrison Travis|5478521925481654|$53.15
2020-01-15 08:40:26|Allistair Michael|5349 9111 8630 6616|$14.93
2020-05-01 17:08:11|Lawrence Rivers|5276 0413 0319 3247|$15.00
2021-07-24 23:03:37|Wilma S. Eaton|538491 781060 3522|$72.34
2021-04-21 12:56:27|Karen Mullen|5195 5607 0148 1993|$52.25
2021-08-09 13:15:20|Porter M. Cox|5210 7986 2287 1220|$81.04
2019-12-02 02:14:39|Selma X. Lucas|525386 538467 7125|$16.95
2020-04-13 04:15:19|Petra I. Gilliam|5231670237050869|$48.75
2021-03-17 10:33:47|Caldwell Mayer|5340224240084693|$68.26
2021-06-10 01:32:14|Signe Mcguire|513806 646947 7116|$72.74
2021-06-02 02:44:36|Joseph X. Hall|522137 761046 3998|$33.19
