Transaction-date|Name|Credit-Card|Amount
2019-10-06 15:30:57|Kimberly N. Payne|5304218880397435|$15.69
2021-07-23 11:01:09|Elmo C. Hensley|539 83812 73401 862|$21.48
2019-11-10 20:56:03|Fulton Ortiz|5505 0331 2915 2773|$98.53
2021-08-08 17:46:29|Gay Preston|524679 442223 9864|$13.15
2019-09-03 21:28:20|Allegra Z. Sharp|5238 8099 4605 2757|$1.05
2020-02-07 00:48:42|Daquan P. Hogan|5231859379060311|$3.89
2021-08-06 10:51:36|Samuel E. Yang|5101 9567 3948 8252|$91.28
2021-04-22 14:11:50|Neil Underwood|5564508567010490|$84.07
2020-11-02 20:24:35|Adara L. Hogan|532 86181 90767 023|$25.33
2020-03-21 11:36:05|Jackson Y. Finch|558 64125 24818 323|$15.04
2021-02-17 14:47:40|Charissa Eaton|556 15487 27982 850|$2.83
2021-08-05 11:41:47|Charissa I. Cleveland|543648 860195 4811|$28.95
2019-10-04 06:02:29|Rudyard J. Irwin|550940 2246870276|$67.96
2020-07-11 16:28:10|Yoko Tyson|5258829645760950|$52.13
2021-03-28 06:53:57|Wing G. Sweet|550 00801 60246 225|$74.59
2021-06-09 22:02:05|Lillian Hunt|5529 9588 5764 2623|$10.72
2020-01-19 02:25:30|Phillip Irwin|529880 840616 4851|$71.20
2020-07-07 05:39:04|Riley Pate|5569919272515738|$50.17
2021-07-18 03:30:47|Nelle U. Ware|5398 3540 9198 0672|$46.48
2020-10-08 11:36:51|Aimee Wise|519 76790 59411 119|$8.94
2021-08-03 21:33:11|Tamekah Lindsay|525494 9809108640|$27.65
2021-01-30 02:18:59|Keelie E. Lester|548140 645736 7163|$37.46
2021-02-04 10:47:07|Lee Hunt|531 48334 13859 178|$4.22
2020-10-10 21:15:02|Solomon Hart|5558904261934812|$37.45
2020-10-11 01:57:33|Portia A. Cherry|524640 9431685391|$3.22
2021-02-25 19:26:11|Clarke Kelley|530350 897265 6933|$22.92
2021-02-27 06:11:59|Dennis Mckee|5456166803225991|$95.99
2021-04-26 10:06:44|Porter F. Welch|5569784240780339|$72.62
