Transaction-date|Name|Credit-Card|Amount
2019-09-20 07:26:26|Demetrius Kinney|527 76087 80688 573|$96.71
2020-02-26 03:00:26|Cyrus A. Mcknight|5470977195712657|$79.88
2021-01-27 19:06:51|Bernard M. Nichols|524 32498 23205 710|$97.97
2020-09-20 09:06:29|Thane Harper|538409 0150584478|$12.81
2020-05-22 11:28:06|Patricia S. Sandoval|524 16465 17730 527|$28.61
2021-01-21 22:16:50|Robert Navarro|5406 1120 8284 3790|$51.01
2020-08-06 15:42:34|Phelan C. Morris|5390087133412241|$61.42
2020-10-19 00:43:54|Curran Ellison|5234551310610356|$3.35
2021-07-29 08:38:09|Acton F. Newman|5175075881235451|$64.62
2020-07-19 04:21:25|Zelda Gentry|522 22262 03527 454|$46.68
2020-08-20 12:10:58|Hayfa Cleveland|5167740940556425|$2.42
2021-03-23 21:03:23|Philip Glass|552 70991 35471 550|$33.23
2021-07-16 19:03:10|Sybill R. Franklin|528 48437 16498 984|$93.04
2020-05-14 14:46:16|Grant Rowland|531 10675 91674 439|$37.80
2021-02-23 04:43:07|Chastity V. Skinner|548 72599 45883 687|$33.59
2020-06-16 20:32:11|Philip Carr|5401380480964139|$86.09
2020-03-23 21:13:02|Connor Carlson|538 47951 14283 963|$41.77
2020-09-09 20:04:54|Cathleen K. Clements|5498 4319 2423 3336|$56.76
2021-08-23 11:55:03|Gisela Y. Mckenzie|548540 458682 6593|$83.45
2019-12-23 07:58:21|Kylynn O. Gardner|554636 871260 6814|$1.94
2020-06-21 15:48:12|Jayme Morse|5324 0291 2768 2786|$7.00
2020-03-15 05:29:18|Skyler Lowe|536 91239 58458 535|$68.44
2020-05-29 14:27:01|Ciara Schmidt|512 41180 67315 341|$77.46
2020-11-10 05:21:20|Demetria F. Mckinney|544653 316174 6145|$45.00
2020-12-25 02:37:23|Tanisha Porter|5342 3548 0746 8555|$36.72
2021-03-16 07:31:25|Jameson Bishop|519009 1703946119|$88.98
2021-01-10 16:34:40|Tamekah H. Bullock|551904 3197160636|$21.33
2021-01-08 19:55:34|Bo Hansen|528193 579789 0320|$80.36
2021-06-24 11:38:44|Jared Edwards|554495 9426735758|$67.98
2021-08-21 01:59:06|Aquila Cotton|532596 3872294539|$31.88
2021-06-18 00:02:52|Lillith C. Byers|5327 2181 9411 1145|$19.77
2020-10-13 14:18:04|Colt Bright|543431 6884626230|$60.27
2021-01-14 06:31:36|Glenna U. Stokes|5451 0825 5122 1089|$98.97
2020-07-23 00:14:29|Dane Mcdaniel|5430 8864 4247 9219|$55.07
2021-02-15 17:24:36|Kibo Fox|530490 100329 7562|$29.49
2019-11-06 22:49:51|Macaulay Z. Gordon|527036 531673 0299|$59.76
2020-06-05 07:45:06|Althea Y. Calderon|521428 725686 5860|$99.89
2020-06-19 21:03:36|Xenos Z. Burton|5273901812022729|$1.56
2020-08-12 23:08:11|Hadassah W. Mcleod|547 30485 79221 082|$15.30
2021-04-24 13:02:56|Julian R. Stephenson|533 73582 26148 208|$52.41
2020-10-21 20:37:46|Jakeem J. Goodman|5271 6466 4092 7266|$28.51
2020-09-02 21:19:16|Ebony Terrell|559 70322 53428 578|$53.82
2020-01-12 22:05:06|Ila G. Stone|554243 5669392062|$71.95
2021-06-04 00:00:44|Daryl S. Leach|5385977257866486|$3.19
2020-09-15 16:00:02|Hermione Lancaster|516100 3623463104|$24.02
2021-02-26 10:00:31|Rose I. Cervantes|549777 737140 4429|$11.90
2021-07-02 15:12:08|Beck Gallagher|534 26350 24964 198|$5.07
2019-08-29 10:08:13|Clarke Norton|515 10769 30002 833|$95.80
2021-06-29 12:44:34|Erich Nieves|530722 161787 1117|$70.43
2020-10-08 03:16:25|Maris G. Delacruz|5431 8199 1899 0533|$40.75
2020-01-08 22:59:18|Callum T. Young|551270 754559 4095|$37.78
2020-11-18 07:16:15|Rigel T. Lynch|5326 8663 4570 5115|$8.18
2020-09-11 06:42:49|Fitzgerald H. Garza|5449 3575 3533 2029|$77.04
2020-10-30 00:06:42|Yoshio Hicks|518847 0262090804|$20.70
2020-07-02 09:00:24|Lacey Y. Leblanc|547428 2742684020|$46.83
2019-09-30 07:34:38|Cairo S. Goodman|5461 9821 5048 2115|$24.30
2020-09-13 23:40:28|Joshua S. Combs|5152 8423 1486 0503|$10.81
2019-11-12 16:57:49|Libby J. Holcomb|535 46406 29902 341|$32.07
2020-02-15 18:11:07|Amelia Alford|555 32446 87402 457|$11.65
2021-05-28 10:03:39|Ronan G. Reynolds|5410290963815485|$7.35
2020-03-16 18:34:21|Caleb X. Owen|556457 1743065796|$13.64
2019-11-27 12:22:46|Stewart Mooney|532313 683337 7840|$60.90
2020-06-22 13:12:14|Cullen S. Whitney|531633 3868378665|$44.87
2019-11-29 01:46:54|Donna X. Barker|544 88576 55075 275|$66.74
2021-06-11 06:54:32|Myra Flores|546350 2112341023|$88.54
2019-10-30 10:28:42|Merrill B. Phelps|529220 7759354993|$49.36
2021-08-18 20:56:34|Oliver G. Morrison|542139 6609201225|$38.88
2020-04-11 23:55:18|Georgia Y. Robertson|5361224097768343|$37.96
2020-09-18 22:01:04|Craig Knight|5472506810240758|$50.48
2021-06-26 21:29:33|Giacomo U. Colon|523224 673926 3570|$69.68
2020-03-30 22:49:17|Dennis D. Glover|5358679085793345|$71.87
2021-02-01 11:39:22|Wayne Perez|5546575230809130|$33.87
2019-12-31 12:43:34|Neil L. Kent|5162158168888195|$68.49
2021-05-09 21:17:08|Duncan D. Hensley|526646 5919331960|$23.90
2020-10-20 05:00:24|Dorian O. Myers|551 64518 91415 771|$35.14
2020-08-09 19:23:53|Aidan Ray|515125 2141648561|$16.73
