Transaction-date|Name|Credit-Card|Amount
2020-02-15 19:06:47|Adena Mclaughlin|541219 867848 5353|$25.55
2020-08-07 06:28:15|Miranda Butler|536 43799 70812 720|$3.98
2021-08-21 18:17:26|Wylie R. Mccarty|554371 9166816049|$75.51
2019-10-10 11:20:54|Herman C. Cummings|5112660926464889|$79.15
2020-06-06 20:21:48|Gail Mills|557068 837333 8210|$35.42
2020-09-20 08:27:16|Sophia Miles|5256 4724 6855 8953|$25.78
2021-06-26 13:21:04|Bianca P. Webster|5101821445521707|$54.59
2020-10-19 00:24:07|Peter Conley|520306 2106715158|$46.16
2020-07-08 19:48:55|Josiah Benjamin|531276 7661658811|$70.46
2020-09-13 13:15:17|Karen Avila|527317 4112416013|$9.80
2019-09-30 16:35:07|Elijah Dotson|5250 6330 8499 7935|$44.49
2020-06-22 11:56:40|Colt K. Kinney|517241 8214131067|$98.65
2020-12-10 03:43:16|Beverly A. Gibson|545770 952015 5972|$15.23
2020-10-15 10:33:25|Madeline Mccoy|516 53957 29176 069|$83.38
2019-09-22 23:51:59|Gannon Walsh|520 06993 77330 390|$55.55
2021-03-21 23:12:13|Haviva T. Chandler|556115 8314020559|$98.85
2021-08-17 17:22:39|Igor S. Everett|5116853561520752|$4.60
2019-09-26 06:16:29|Sara G. Gates|519420 659458 0944|$1.82
2020-06-23 22:24:54|Hamish S. Lyons|518594 4508053860|$52.31
2021-02-15 16:23:23|Octavia I. Dawson|539305 2437914901|$40.10
2020-10-16 23:45:03|Tashya D. Barrera|5410824535832204|$98.25
2020-01-30 13:47:40|Martina E. Meyer|513149 023976 2390|$29.95
2019-11-28 05:18:17|Hedwig D. Salas|5401 4643 0200 9818|$35.57
2020-12-09 06:57:21|Sonya W. Lowe|5588 6814 4483 2204|$67.06
2021-05-06 20:39:35|Neville Reid|5122 2329 6690 6472|$79.33
2020-08-16 04:37:13|Yeo Cummings|549148 784305 4309|$30.87
2020-06-26 21:12:47|Allistair Parks|543 12745 68848 963|$51.52
2019-08-30 22:40:29|Nayda Sutton|551502 1519408747|$33.73
2020-11-23 04:42:55|Phoebe Brooks|5467911032892310|$21.97
2021-02-02 01:09:13|Stewart Malone|5543126999953439|$20.55
2020-08-24 05:02:47|Philip S. Levy|5494302725873444|$61.73
2020-06-04 19:05:25|Tobias C. Orr|5196445265507640|$73.97
2020-03-27 02:57:54|Rina Spears|5560313350618037|$66.37
2020-05-02 06:38:57|Buckminster Emerson|550552 030394 4967|$9.47
2020-05-19 13:59:47|Hayes L. Mason|511 63488 00127 105|$23.78
2021-06-08 07:42:57|Charles S. Burnett|520196 339105 7283|$45.05
2020-01-31 12:03:43|Yolanda Dean|5350582813453711|$83.26
2020-04-30 21:27:04|Kitra Watts|529 19051 86627 391|$43.96
2020-08-07 10:45:54|Marshall X. Battle|542 42320 82280 401|$32.99
2019-10-01 13:57:25|Hayfa Reilly|519759 728326 1243|$81.15
2019-12-17 20:07:17|Zelenia Vance|537 99335 56280 091|$81.22
2020-05-20 16:09:57|Gretchen Glenn|524968 3199873913|$66.56
2020-08-17 23:45:33|Claudia Harmon|5578351009396332|$61.11
2019-09-06 01:49:32|Nerea J. York|534256 6544887280|$52.17
2020-08-19 14:27:14|Keaton S. Chambers|5157 5653 1672 5524|$23.38
2020-09-27 20:00:05|Alvin Gamble|524 09273 96172 606|$72.16
2020-08-11 13:58:46|Casey Hernandez|549 49212 84786 638|$96.51
2020-11-23 05:11:29|Jameson D. Witt|515977 226664 2190|$85.66
2019-09-18 14:07:45|Armand W. Harmon|529 06683 73051 988|$45.70
2020-06-19 17:49:55|Jescie Spears|559709 071164 4418|$49.33
2020-12-03 08:27:14|Maggy R. Haynes|543766 5827332638|$93.31
2020-02-22 12:31:44|Kibo Gould|548790 8112339366|$98.62
2020-05-08 08:21:03|Basil L. Boyd|538 51941 96426 832|$64.98
2020-07-16 16:26:28|Emerson T. Foreman|540929 077553 2487|$93.42
2020-11-04 01:55:14|Brynn Patrick|558769 698995 1244|$47.62
2021-01-31 11:38:38|Amethyst A. Winters|534 42042 80324 700|$23.57
2019-11-12 20:48:09|Alfreda L. Atkinson|516 91255 63462 507|$41.26
2019-09-21 11:51:45|Hall Mills|519799 8098793299|$40.92
2019-11-13 04:49:00|Moana Z. Barlow|5494 0263 8724 0010|$25.62
2020-12-23 04:34:50|Phoebe Santos|5277947294247645|$44.01
2020-11-03 09:12:48|Jackson Mccoy|537358 9642251433|$53.71
2020-01-10 23:43:16|Lee Z. Ross|5592 5039 1169 9235|$92.74
2020-07-31 00:03:41|Martha Barlow|5390 0762 0804 8964|$43.97
2021-06-06 00:09:14|Solomon P. Quinn|517 29744 43757 593|$61.61
2021-07-25 15:16:34|Brynn M. Alston|545 46949 49189 187|$57.00
2020-03-13 07:23:34|Declan F. Randall|527201 5977027794|$25.71
2021-05-13 21:47:33|Walker Y. Long|5514929515700043|$94.98
2020-11-01 09:50:41|Chadwick O. Hammond|510 67213 83869 487|$51.76
2019-12-06 04:26:31|Sophia William|5312677582177785|$26.38
2020-02-05 18:27:17|Lionel Barlow|536268 6448985801|$46.51
2020-10-17 11:05:12|Chester P. Wilkerson|521 61207 84184 504|$58.91
2020-03-14 00:00:37|Rogan Coleman|533 44954 89420 974|$78.60
2019-09-28 17:42:52|Ivy Gilmore|5145474124478894|$48.96
2021-05-18 00:45:39|Eleanor Knowles|537652 1695752154|$7.08
2019-10-19 23:41:35|Oliver S. Ruiz|5101063145359209|$51.96
2021-06-17 10:28:15|Yvonne Alston|557306 4978210799|$89.53
2020-08-05 16:59:20|Harlan Silva|535255 454481 7025|$61.89
2020-03-23 06:16:50|Zelda N. Sims|527 41928 59769 633|$40.06
2020-02-18 06:24:00|Quinlan K. Logan|557921 519015 3258|$5.30
2020-04-12 06:29:48|Colleen Watts|5412240852590473|$56.73
2021-06-11 12:40:45|Diana Dillard|5534686216827063|$68.62
2020-09-07 19:34:24|Quamar Avery|5151425763522351|$63.59
2019-12-24 06:03:46|Hakeem Donaldson|543 73751 46345 499|$97.08
2020-02-12 23:02:42|Carol C. Wilkins|519 84516 99046 377|$16.89
2020-01-12 21:48:10|Stella Nichols|5202 0139 6030 2816|$72.42
2021-03-15 16:56:06|Jason Y. Gray|521638 751049 6946|$68.19
2021-06-12 23:18:06|Ann L. Carrillo|520000 3138332250|$32.65
2020-12-07 21:16:31|Jemima Marsh|549 77990 87100 984|$73.51
2020-11-15 17:25:24|Brianna J. Stuart|558209 020440 4673|$95.66
2020-05-10 10:07:00|Arthur O. Fry|526338 742656 1751|$57.31
2020-12-22 03:38:57|Kitra K. Park|5481 0749 7990 9852|$28.26
2020-03-25 11:27:44|Coby Mosley|556402 051500 8741|$72.78
2021-07-04 03:12:04|Zephania Duran|545941 2053505824|$43.03
2020-11-19 14:28:55|Ryan Bush|5409 4849 9915 1451|$54.72
2019-12-22 02:50:59|Keith U. Wood|536343 0736330530|$12.83
2019-12-30 22:31:52|Kalia P. Grant|559 20499 78986 040|$8.02
2021-06-16 00:25:27|Nolan Dillard|547759 046944 5137|$70.35
2019-09-04 02:54:09|Deanna C. Vincent|5590266300046671|$8.60
2019-09-07 11:21:57|Iola E. Pitts|5169 2420 0940 1500|$48.38
2020-09-18 08:23:31|Colleen U. Ayala|5118 0483 7812 9602|$15.37
