Transaction-date|Name|Credit-Card|Amount
2019-12-02 07:48:12|Blair Morrison|554261 141816 0683|$20.87
2021-04-11 13:42:01|Colton P. Christian|5193583751969503|$82.04
2020-08-22 00:12:41|Medge R. Carlson|526966 553044 2693|$52.72
2021-08-15 04:29:49|Geoffrey Woods|5339869480714905|$87.04
2021-08-12 16:15:14|Phillip J. Decker|543975 3284731597|$32.29
2020-01-12 18:47:55|Colorado Hobbs|5276 3913 2130 0526|$26.97
2020-09-08 08:24:18|Gemma Maddox|5288 5225 9026 3013|$88.30
2020-05-28 21:39:51|Sybil R. Newton|5120 7456 6094 9532|$73.49
2020-02-28 11:05:33|Beau Boyle|5156216629992473|$56.82
2020-11-23 18:27:45|Seth Atkins|553748 0794119615|$8.54
2019-10-18 18:24:50|Zachary Shelton|5428850603789935|$15.31
2020-04-30 05:06:00|Buckminster Reese|535 43548 13669 803|$12.97
2021-01-29 12:15:26|Hall T. Horne|559 11632 69320 636|$21.85
2020-07-29 15:16:04|Leonard O. Tyson|5127658773674702|$72.45
2019-12-30 15:07:02|Hermione Ellis|556 33527 73634 038|$45.00
2020-08-04 10:46:06|Kevin C. Gregory|5528558752016443|$89.53
2020-07-28 20:05:46|Brenda Kerr|537 36829 73158 242|$73.28
2021-01-28 12:17:44|Hyacinth O. Moore|519 47828 13047 287|$9.66
2019-09-11 05:57:49|Clinton Blake|552 77715 76528 540|$7.24
2021-08-21 13:55:04|Maryam G. Miles|517 42332 48794 519|$37.01
2020-11-03 20:26:55|Keiko Z. Avery|538625 623637 2158|$20.06
2020-11-04 10:24:12|Piper K. Klein|548595 622756 8108|$78.18
2019-08-31 12:12:57|Howard Cotton|548746 4649100756|$59.26
2020-12-10 22:01:48|Daquan J. Woodward|5547 8128 8641 3597|$90.75
2021-05-16 13:53:53|Clio Gentry|5316 7849 5370 6121|$86.55
2020-06-18 13:46:03|Mara H. Anderson|5589035996909309|$32.87
2019-08-28 01:34:18|Derek Coffey|5244 2767 5894 9870|$33.57
2021-05-20 16:10:03|Xenos A. Mathis|5144 7838 1393 2552|$27.18
2021-04-26 12:45:15|Wanda J. Levy|516840 7677020517|$22.44
2020-10-03 14:31:56|Zahir Frazier|5447033282578153|$28.27
2020-06-12 10:35:59|Vivian I. Flynn|553236 493675 2829|$75.92
2020-09-21 17:11:21|Brennan S. Rose|5595295122745892|$53.96
2020-06-05 04:00:01|Yolanda Munoz|520 55868 16616 684|$54.23
2021-04-27 10:58:13|Yasir Horn|532276 622032 7957|$79.11
2020-09-17 12:33:23|Macy Horne|523 00242 24753 849|$25.22
2021-01-07 01:41:48|Caryn I. Macias|557945 3545596257|$42.36
2021-05-08 01:42:43|Gannon Langley|548468 151648 2263|$69.83
2020-09-26 07:26:05|Jaden J. Adkins|552 34259 96111 759|$5.25
2020-12-05 20:44:37|Randall M. Christensen|536138 497052 7255|$14.12
2021-06-25 05:26:47|Moses Battle|5306555093638321|$13.99
2020-07-15 09:17:57|TaShya N. Dennis|539764 3378759457|$34.05
2020-04-16 03:17:13|Edward Wells|5511 6864 3756 0805|$62.54
2020-11-26 04:38:54|Byron X. Hodge|5216 4734 8905 7842|$31.36
2019-12-19 11:44:55|Quyn V. May|559366 5479821524|$28.16
2021-03-04 17:23:23|Emmanuel Roman|522 94481 12619 775|$57.35
2019-09-04 18:20:32|Kelsey Marks|512620 438461 7375|$52.70
2020-05-14 23:57:49|Seth Steele|5301 1059 3547 4496|$8.21
2021-03-29 09:12:37|Aladdin J. Peters|542844 8486960119|$4.84
2020-12-19 11:00:50|Alvin Adkins|5265940862399181|$74.43
2020-05-24 02:05:57|Amal Hahn|5173917368555319|$28.73
2021-04-14 12:27:59|Jacob Moran|5436884809814346|$0.15
2021-08-24 15:18:20|Ina L. Butler|5414 3422 9892 1383|$90.33
2019-10-17 00:06:56|Austin X. Moses|5203420723062216|$64.40
2019-11-03 20:22:11|Arden Curry|526289 3851125609|$49.15
2020-06-30 19:29:05|Savannah J. Avery|516 91479 78005 663|$9.21
2019-12-22 08:44:47|Mikayla G. Leach|554222 4807338959|$18.05
2020-05-30 11:18:48|Chastity C. Pena|519876 530388 5874|$42.98
2020-07-28 05:50:23|Naida Hubbard|551 22893 59670 030|$36.20
2020-03-17 20:34:48|Vanna Livingston|554 22059 69906 345|$60.22
2021-02-06 00:20:03|Adele Hays|542360 740170 5926|$81.11
2020-08-04 14:55:35|Simon Horne|5226 4068 4462 0688|$54.90
2021-06-01 18:14:29|Plato G. Moran|548 63121 63595 722|$22.84
2021-07-02 09:12:49|Jolene Morse|511448 1183177470|$44.71
2019-10-31 16:45:44|Sylvia Battle|5357 0975 0795 4075|$48.14
2021-03-02 02:28:55|Hector Harper|515 94810 68959 741|$93.60
2020-12-17 02:22:12|Tyler Chase|5222105715910475|$63.20
2020-05-12 05:28:13|Jelani V. Gamble|5301447994270328|$69.99
2019-09-08 23:30:19|Murphy K. Dickerson|511 53603 35703 533|$75.42
2021-07-27 19:50:55|Clark L. Manning|5511 1265 0529 8947|$27.95
2020-01-17 15:31:58|Chase A. Washington|513573 967943 8242|$20.49
2021-07-11 01:37:53|Jane F. Page|553351 0747332826|$19.23
2021-08-13 17:18:31|Evan Barnett|5157924975675233|$50.93
2019-10-05 19:39:26|Vaughan J. Gonzales|525541 413495 9851|$0.37
2019-10-12 04:19:12|Austin Pierce|517083 979883 0646|$99.53
2019-09-02 03:19:47|TaShya M. Gilliam|547517 3777594102|$51.67
2020-12-20 08:16:41|Chloe D. Santiago|529 14640 70522 698|$48.71
2020-04-08 04:13:09|Clarke G. Duran|536706 730356 8146|$48.00
2021-04-26 00:12:36|Maris D. Strickland|5433 7961 7514 2552|$54.26
2020-11-03 19:46:18|Gavin N. Salinas|530830 201328 8921|$88.33
2021-05-20 04:13:46|Jared Holland|529663 481916 8715|$30.02
2020-07-06 22:49:36|Dustin Hewitt|5368192191388727|$37.69
2020-10-18 13:11:59|Chantale D. Mathis|5596247774989244|$69.58
2021-02-20 17:37:59|Justin Klein|525 40869 49039 292|$14.06
2020-07-29 11:46:28|Whilemina L. Ellison|517409 267008 4579|$60.96
2019-12-18 02:36:28|Yolanda Rojas|537 39972 59695 125|$49.51
2021-08-03 17:09:17|Lydia Morin|5403 0507 5087 7711|$74.15
2020-05-25 00:40:55|Axel B. Tyson|5509073236273886|$46.37
2020-08-08 03:56:59|Darius Mathis|5127192511161376|$6.31
2021-07-29 13:24:55|Deanna H. Abbott|546448 698157 7538|$16.65
2020-10-13 08:10:17|Rhoda Bradshaw|544793 5198738970|$64.31
2020-04-19 17:54:48|Griffin Powers|557551 7482205181|$69.36
2021-07-20 04:52:25|Ivana Lloyd|531105 445351 0547|$7.62
2021-03-18 04:40:25|Sara Bullock|557 76497 63069 727|$83.13
2020-08-28 10:51:03|Lee Eaton|5149 2495 6337 7708|$41.68
2020-02-27 08:02:43|Sandra Downs|5415101108702402|$45.83
2020-09-04 17:39:23|Kiona P. Colon|511204 755815 6001|$34.98
2020-03-14 21:49:55|Rafael T. Petersen|542 72521 36722 312|$0.89
2020-09-04 16:26:10|Callum A. Banks|537 13098 82039 451|$62.65
2020-08-04 01:10:08|Price Fisher|515844 6088626233|$91.08
2020-04-15 13:12:33|Oprah Z. Castaneda|533746 7880830074|$62.64
