Transaction-date|Name|Credit-Card|Amount
2021-07-22 06:16:08|Aristotle Dale|5251753114528044|$12.70
2020-04-08 20:35:46|Hayley Cross|520 00722 28169 849|$8.92
2021-04-09 20:40:42|Melodie Beard|510 46240 67377 060|$4.13
2020-05-05 15:18:52|Jelani F. Head|5331858012704789|$84.18
2020-07-08 14:02:21|Theodore Bishop|521 83950 35996 090|$47.54
2020-05-16 11:46:24|Brianna Q. Travis|5302873852310865|$86.74
2021-02-25 00:04:33|Clare Q. Meadows|522034 777664 6687|$50.73
2020-06-28 23:28:56|Blake V. Hurley|530282 136324 2408|$26.54
2020-09-03 18:44:15|Austin V. Sanders|5126 0498 2590 8341|$53.79
2019-09-14 13:28:31|Chantale Williamson|552388 098300 8568|$85.18
2021-04-03 01:27:25|Diana F. Jenkins|547526 8386169583|$86.55
2020-09-26 01:26:36|Anika K. Waters|5296285796333440|$93.45
2020-06-08 12:45:42|Jocelyn W. Duran|543 34941 67306 852|$38.43
2019-10-30 14:10:09|Venus E. Olson|519 53400 31360 500|$56.10
2021-01-07 18:33:04|Sloane Mcguire|536348 2671806396|$5.34
2021-05-25 00:03:38|Rinah M. Buckley|5498538573091037|$52.23
2021-03-17 08:40:11|Tanisha Vasquez|5514 3439 9234 3352|$41.61
2019-12-03 11:03:26|Calvin Le|5237 3099 4464 5398|$19.90
2021-03-25 14:57:49|Lillian U. Merrill|532 64398 91883 247|$2.61
2021-03-13 12:04:39|George M. Page|518170 367879 2432|$44.54
2020-12-06 19:51:07|Signe P. Gallagher|555186 996753 3795|$26.84
2021-06-09 06:31:40|Lucas V. Gardner|5470 9311 6811 0126|$16.60
2020-09-05 08:11:34|Irma Adkins|5589275880891888|$24.19
2019-10-10 18:04:31|Kyra G. Hernandez|5234257349472509|$16.82
2020-08-05 14:58:40|Adrian B. Vang|5547147896519475|$45.91
2021-07-12 15:36:17|Travis Munoz|542 79502 45698 378|$10.17
2020-07-31 15:05:39|Philip B. Mann|5479 7132 1284 1141|$16.39
2021-02-02 14:59:35|Daquan R. Davidson|552429 985160 4813|$3.61
2020-12-21 03:53:57|Fleur Garner|547562 216372 7700|$17.03
2021-05-21 06:22:26|Graham Hughes|5475777769350396|$6.54
2019-09-23 08:41:21|Elton E. Rowland|5471 5013 7236 5607|$99.07
2021-06-04 16:58:44|Xena Reed|543293 294926 6457|$36.44
2020-09-23 15:31:25|Blythe P. Calhoun|535155 2938162173|$72.52
2021-01-31 00:38:07|Sigourney Mccormick|516848 708636 5596|$35.70
2020-08-16 01:31:18|Prescott Mcbride|511514 328135 9470|$10.82
2020-07-03 09:43:36|Kyra Decker|547 62873 49964 632|$19.38
2019-10-05 18:40:04|Malachi Weiss|519392 7634360622|$70.01
2019-09-14 16:48:44|Ralph G. Santana|536260 496123 2402|$98.11
2020-11-06 23:48:04|Keith Kelly|550 76163 94652 382|$38.57
2019-12-18 08:55:29|Allistair W. Alvarez|559174 293383 5523|$65.59
2021-08-04 01:35:18|Harper F. Trevino|5403430457561539|$82.97
2021-02-16 06:52:46|Haley N. Paul|5441230792699588|$21.91
2021-04-04 07:29:36|Justine Kim|554605 699346 7853|$62.03
2021-06-23 23:31:48|Ocean Rich|5233 5401 5307 8574|$81.96
2019-10-18 18:28:52|Herrod U. Griffith|544615 542059 9808|$70.70
2020-10-29 17:35:51|Naomi Hurst|5412465204101584|$48.36
2020-09-02 00:44:56|Jasmine Myers|5247593268858889|$63.44
2019-11-01 03:35:29|Jameson Clemons|513834 1812594804|$20.60
2020-04-25 12:28:07|Thor James|518659 2972148507|$56.52
2020-01-03 04:11:20|Grady V. Powers|537177 8495078272|$15.05
2020-03-29 17:46:05|Aidan Newton|548 61663 34965 267|$66.22
2020-07-25 21:54:19|Barrett N. Carpenter|5564 0154 5277 4040|$44.16
2021-07-28 00:47:22|Elijah Q. Chavez|554092 089180 1222|$95.49
2021-06-25 23:33:18|Debra Ryan|525581 3109695657|$31.30
2020-11-25 09:40:31|Rhona Mason|548 52195 76556 640|$1.27
2020-08-22 18:33:24|Jermaine Calhoun|541441 8082139075|$11.84
2021-07-07 19:34:17|Erasmus H. Frazier|5457531672332302|$55.98
2020-04-22 02:37:37|Reece Wise|5363 2098 6052 0904|$81.77
2021-08-22 15:53:43|Cadman Higgins|5220558330852013|$6.87
2021-01-29 12:36:44|Ryder Faulkner|527420 4106020973|$83.02
2021-03-21 02:02:42|Allegra Fletcher|548046 111434 6051|$58.56
2020-09-17 03:25:24|Melissa Hawkins|5357506289612982|$12.93
2021-06-18 04:24:47|Bernard Perry|555991 8504007573|$54.04
2020-06-15 04:27:30|Orson Estrada|521 98888 54432 089|$65.48
2020-09-05 16:44:48|Jenna Cook|550 15799 68969 051|$19.48
2020-12-28 08:03:08|Prescott O. Wright|519657 402704 0226|$57.26
2020-11-17 00:24:30|Jacqueline N. Hinton|549 20182 96974 476|$37.51
2021-07-24 05:56:38|Ifeoma R. England|548 76952 15255 801|$32.40
2020-11-24 19:48:33|Camden V. Barrett|511855 825615 5115|$42.62
2021-06-18 01:23:19|Acton Q. Schultz|5558 0913 4317 8392|$23.09
2020-03-23 00:17:18|Hunter H. Reilly|519862 9530874533|$82.53
2020-06-27 08:55:30|Genevieve K. Casey|517574 748155 5682|$16.61
2020-04-24 11:18:26|Oleg Kirby|538653 5007051376|$13.03
2020-12-05 06:39:21|Keane Cooley|530036 5934068688|$46.21
2021-03-24 23:59:40|Kaden York|516028 9221158326|$50.30
2019-10-14 14:02:57|Declan B. Sanders|5403 0984 5395 1663|$57.18
2019-10-05 15:49:17|Alma Barker|5597 9465 6482 9390|$10.23
2019-10-06 06:16:02|Vivien N. Terry|5412 1464 8756 9883|$57.27
2020-05-28 23:22:51|Bevis D. Holder|513 13854 45099 225|$88.55
2020-12-06 09:54:18|Kelly B. Francis|538645 7287555382|$18.74
2021-06-14 23:53:47|Bruce I. Nash|522740 328329 7390|$87.03
2019-10-06 14:12:40|Ulla Vasquez|533754 589687 8557|$51.02
2019-11-30 17:14:24|Shelley T. Warren|542501 644459 9338|$47.35
2019-12-15 04:08:54|Marvin F. Ashley|5582 1043 4733 3820|$12.17
2019-12-20 04:32:28|Phillip Wolf|520786 225861 6617|$94.35
2020-10-13 00:44:58|Abraham Z. Hess|554549 4426818379|$72.04
2020-10-23 04:48:35|Josiah Clarke|511 14429 90272 964|$13.60
2021-07-05 02:41:51|Scarlett V. Holt|5586 1200 4927 0942|$91.51
2021-07-15 10:17:00|Jaquelyn Hansen|5463 6836 6198 1243|$44.44
2020-02-13 12:16:03|Ria J. Jefferson|5590 1707 8430 0945|$39.81
2020-09-22 09:09:04|Orla W. Smith|551152 854414 5239|$5.84
