Transaction-date|Name|Credit-Card|Amount
2020-01-11 05:19:13|Caryn Mcmahon|5482 0187 7779 9584|$49.43
2020-11-26 12:20:32|Amery Stanley|5289 4884 7974 6586|$24.45
2021-08-21 07:37:26|Flavia Ortega|529 85752 15092 538|$42.63
2021-07-25 18:45:40|Holly Woodard|528440 4391395332|$66.28
2020-12-07 06:23:29|Iliana Z. Golden|547 36567 83295 203|$41.99
2020-10-07 11:59:24|Abdul Henry|5150 7748 1698 8734|$78.02
2020-11-25 06:53:07|Myles J. Lawrence|523 40006 36695 055|$63.91
2020-01-01 08:38:18|Keane J. Scott|548269 8779604195|$62.44
2020-11-27 02:27:10|Christine Ewing|514200 0788192225|$57.62
2019-08-31 08:49:20|Walter Wooten|5487 1370 4049 4446|$52.51
2021-07-16 02:27:42|Thane Odom|5528 5775 7561 5041|$68.77
2020-09-29 10:15:22|Yen Maddox|5521 7868 2414 7600|$61.79
2021-01-30 15:32:45|Maggy Hurst|555774 255995 6571|$49.30
2021-05-20 08:36:07|Valentine Hendrix|518576 380427 5252|$22.45
2019-10-25 03:24:49|Amanda Y. Burris|5303971665097163|$37.06
2020-07-24 11:00:04|Leigh Nicholson|530911 595833 6391|$19.85
2021-01-29 11:50:50|Lamar Mitchell|511 75080 57934 193|$36.41
2020-11-09 11:07:10|Warren Fitzgerald|5559082544158845|$38.33
2021-05-13 13:02:14|Jade Z. Woodard|548481 662402 1419|$75.33
2021-03-27 04:06:31|Lucian Lang|554664 0583820819|$60.68
2020-11-09 00:47:22|William Ingram|5350737933681183|$49.38
2019-09-28 12:04:11|Myles A. Wilkins|534448 543543 4466|$70.11
2021-07-05 04:17:44|Dustin Coffey|5484769727238259|$3.28
2021-05-09 16:10:32|Benjamin Hopper|533314 4866030433|$90.30
2021-08-21 14:37:53|Maxine J. Dejesus|521749 894446 8762|$0.69
2019-09-18 18:09:14|Wendy Hodge|5264 7218 0015 5450|$36.12
2019-09-13 21:48:27|Alana Parrish|517369 776763 1396|$15.91
2021-02-07 01:42:41|Merrill D. Marquez|538158 0336691463|$98.64
2021-06-26 16:35:39|Clinton G. Foster|5434541942060375|$95.20
2020-01-05 13:26:42|Tara French|548 53509 16649 090|$8.84
2020-06-02 05:54:22|Nerea N. Hardy|538096 0653071492|$5.86
2021-04-25 15:44:55|Britanney Padilla|513215 3103685019|$31.91
2020-03-19 05:22:17|Raja Bean|532 92219 16537 744|$81.67
2021-06-12 06:27:15|Yardley O. Goodman|5441 9600 9706 7319|$37.11
2021-04-17 12:19:28|Vera S. Mcbride|5528 2309 5361 1691|$38.19
2021-07-13 11:36:18|Maia V. Trevino|550024 680840 9315|$56.31
2020-10-02 14:27:39|Adam R. Pacheco|5189462076410350|$43.74
2020-11-02 17:31:33|Maris Butler|549434 075002 3402|$96.16
2021-07-08 10:00:46|Ishmael Fischer|5425550206401838|$69.90
2019-09-05 14:03:28|Violet Potter|541 25113 08514 295|$75.98
2020-07-04 19:07:17|Chastity Clemons|516431 593855 6456|$72.75
2019-12-21 10:50:13|Hiroko Cochran|527320 021420 6349|$60.39
2021-02-08 20:42:17|Rebekah U. Stephens|511321 7954753953|$65.95
2020-08-08 15:06:13|Quin Turner|537 75925 31610 616|$71.68
2020-04-13 23:28:37|Herman O. Caldwell|5132528787308113|$5.17
2021-07-03 05:45:49|Reagan Z. Dyer|541973 9414073111|$27.99
2021-07-15 16:38:47|Daryl Nieves|514 49517 33508 279|$53.56
2021-04-14 05:16:48|Roanna X. Tillman|5527 8607 4408 2249|$8.46
2019-12-13 16:44:22|Judah Blanchard|558529 865938 9060|$51.86
2019-11-19 21:58:57|Shannon K. Vance|534264 749043 8391|$8.34
2020-11-14 03:00:35|Uma Faulkner|5207136115713143|$42.80
2019-12-22 09:05:41|Eden X. Pugh|548963 660001 0763|$61.66
2021-01-13 15:49:29|Jayme Whitehead|515148 4400242394|$51.35
2020-12-04 00:44:11|Tara C. Mayer|5115 4598 7665 3899|$78.93
2020-09-18 06:39:56|Keegan Davenport|521130 7765143022|$24.67
2020-09-20 05:25:06|Amaya L. Andrews|543 75612 18488 495|$29.43
2019-10-30 15:33:24|Naida I. Pitts|511862 0509638717|$66.07
2020-06-05 02:07:28|Rina J. Bray|540779 829347 4026|$95.55
2020-06-01 15:56:36|Kylan Barker|5497 0914 3120 8394|$42.14
2020-04-30 10:29:57|Jada Boyle|5400 4772 9512 7190|$70.96
2020-05-18 11:37:35|Lucas Carney|522817 0010152961|$78.60
2020-11-22 02:52:07|Aaron Lewis|5438043595368615|$16.43
2021-08-06 12:59:27|Jolene X. Wilkinson|5380772821186916|$67.63
2020-10-01 12:46:03|Guy G. Albert|543227 7287527924|$73.09
2020-07-22 14:38:37|Indira Malone|526 90249 79872 434|$24.27
2020-03-29 17:08:43|Hanae Calderon|5588 2994 3668 4523|$28.31
2020-10-15 03:21:10|Flavia H. Larsen|523055 814821 5468|$11.74
2020-04-18 06:37:53|Regan Z. Hardy|548797 722166 3263|$93.71
2021-07-26 05:52:14|Gay Maxwell|5481 1592 4286 8751|$30.68
2020-01-07 21:47:12|Elvis Brooks|517 90106 69873 179|$31.23
2020-05-06 13:39:26|Joshua Dixon|547420 2894715414|$27.82
2021-08-10 15:35:33|Rana P. Thompson|523085 650072 2703|$56.86
2020-03-13 02:02:02|Ian Benton|5481257187627024|$88.49
2021-02-12 02:01:48|Piper Lynn|5345 4878 1174 8450|$58.16
2021-04-27 22:26:41|Amaya Parks|543 25800 97888 885|$85.69
2020-03-26 05:01:42|Larissa Cross|543 43487 13485 314|$86.46
2021-07-07 14:20:22|Cruz C. Maddox|559813 6414474725|$7.26
2020-02-14 02:57:38|Malachi Wolf|5533786480345361|$7.97
2020-12-22 18:48:24|Sonia Albert|531 06948 36525 257|$53.36
2019-11-09 02:30:02|Cole Mayo|513426 1795244272|$23.46
2021-06-29 13:01:04|Zephania A. Carroll|544890 1184624813|$42.88
2021-06-28 04:35:04|Brett H. Hahn|551247 4457056163|$11.94
2019-11-21 13:02:00|Renee Bowen|522897 7008046207|$89.12
2020-10-13 19:43:56|Travis Byrd|5309908969126276|$38.31
2021-05-09 15:47:58|Bernard N. Juarez|520 17815 19408 331|$63.22
2019-12-25 08:05:45|Quamar Moon|543205 8712172647|$76.11
2020-08-10 06:52:06|May Mcconnell|516106 6474761744|$38.27
2020-08-28 10:23:43|Craig L. Matthews|546739 366781 2147|$97.34
2019-08-29 10:14:04|Sybil Nguyen|5334 8998 5611 0508|$58.87
2021-04-08 11:13:28|Darius Buck|5374 4844 0656 8991|$54.50
2020-12-11 22:00:32|Lester U. Huber|5224 3524 6909 0454|$38.01
2020-07-28 03:32:48|Scarlett Neal|5586363564498247|$74.55
2019-11-16 05:35:38|Hamish Potts|532 44276 23307 678|$72.85
2021-06-20 10:02:30|Brody Mclean|551778 174968 0716|$98.48
2021-01-13 11:37:50|Dillon E. Dickerson|541 32625 47172 524|$78.54
2021-01-23 23:08:05|Lucian Mcguire|518 48488 91443 243|$67.08
2020-01-30 04:52:34|Dennis Woods|544696 810076 8620|$70.26
2021-03-29 08:31:26|Nigel H. Cruz|5175541997658845|$54.38
2020-09-22 08:35:31|Angela Dunlap|521 89859 45644 762|$18.73
2019-12-05 08:58:25|Ashely Tate|5298 9455 2386 4573|$51.06
