Transaction-date|Name|Credit-Card|Amount
2021-01-28 14:33:06|Rose I. Moss|511 84072 41673 560|$24.50
2020-12-30 08:15:16|Steel Conley|516 22931 13301 562|$44.40
2021-08-14 17:51:07|Harriet Acevedo|534 10407 37005 036|$48.13
2021-02-13 11:33:59|Camilla Cochran|5572833837515205|$34.08
2020-03-29 15:21:53|Lionel Ellis|5300497364958599|$30.44
2021-03-07 15:11:31|Yoshi L. Chambers|5525 5545 1287 2624|$46.03
2020-11-11 12:26:14|Colton H. Mejia|542977 821323 7434|$95.99
2021-04-05 17:55:09|Ivory Watkins|533056 780297 1299|$53.53
2021-08-02 09:30:10|Alfonso Dillard|532 11997 91335 665|$11.66
2020-01-18 00:06:06|Darryl O. Mooney|526 88964 42843 568|$39.27
2020-06-12 22:09:44|Gareth Beach|524278 9306593398|$94.56
2021-08-25 05:50:29|Thor Meadows|545 85227 64189 204|$59.74
2021-05-30 14:28:31|Jarrod B. Mendez|5171 2047 7374 9197|$47.65
2020-04-05 08:42:20|Lisandra Booker|5174 7480 1476 4461|$46.39
2021-06-29 06:30:08|Derek I. Hoffman|553 39559 10095 017|$63.76
2020-06-07 19:01:19|Kristen Kelly|511023 5433234901|$1.17
2020-07-28 16:21:00|Freya N. Harper|5216 1632 1449 1495|$83.27
2020-04-17 08:05:57|Gabriel Harrison|530149 651315 0370|$74.81
2020-01-29 11:05:32|Georgia S. Lyons|541 66433 29625 564|$19.40
2021-08-09 17:09:14|Kasper E. Pugh|559153 5944542280|$33.54
2020-02-19 23:16:36|Jasmine R. Bennett|542 99355 12535 153|$39.06
2020-12-19 08:31:47|Rahim A. Bryan|5404233666739519|$65.82
2021-05-03 00:47:48|Quamar Brady|5137 4543 8093 7353|$11.21
2020-07-06 07:07:34|Merrill O. Sampson|550227 275591 6142|$56.27
2021-05-28 02:24:01|Harlan Gregory|514076 422342 5928|$57.32
2021-07-24 05:24:43|Summer G. Hudson|550 91516 46206 645|$72.05
2019-11-15 02:56:40|Alexa Z. Bolton|526 77357 93176 023|$99.98
2020-08-11 14:12:05|Aquila Cooper|5119 9790 0417 7962|$5.17
2019-09-23 09:57:03|Macey O. Avila|531998 461412 2174|$3.66
2021-06-22 16:37:06|Sonia Rogers|529 96066 08601 970|$88.29
2021-05-13 22:54:05|Cathleen Massey|5201531081671455|$42.88
2021-03-09 13:10:28|Mercedes Hart|5324 8979 7739 7634|$59.18
2020-11-09 15:00:54|Lucius N. Arnold|525638 021793 6885|$75.67
2020-07-03 17:54:37|Idona M. Oliver|511 67021 30056 329|$16.88
2021-02-17 07:48:38|Ocean Mccullough|527409 238237 6304|$9.10
2021-02-07 02:17:52|Warren Myers|558 74276 37280 806|$53.30
2021-04-17 00:08:10|Cruz Mcbride|537 71869 25036 056|$52.47
2021-01-02 21:42:52|Driscoll G. Pope|5392 4706 1585 7745|$7.42
2021-02-14 04:58:47|Owen C. Schultz|518958 1925696131|$63.15
2020-11-08 17:05:31|Isaac Larson|540 40369 66618 410|$35.64
2021-05-02 23:35:48|Jamalia J. Winters|529384 6770364652|$87.10
2020-12-29 17:51:00|Jayme Gaines|510594 6747131784|$90.61
2020-04-12 14:16:23|Rhonda Paul|5476 2292 9485 1836|$26.32
2020-01-07 13:33:02|Alvin Stark|5119460933693858|$79.93
2021-03-15 15:32:11|Christopher Mckinney|557068 2811272800|$12.58
2020-11-30 10:47:15|Mary G. Cardenas|5167 5132 5696 5666|$18.82
2019-09-09 04:38:25|Aidan G. Oneal|5362735528293923|$61.96
2019-10-26 21:00:04|Zachary U. Holland|514308 9742593791|$34.63
2020-08-08 07:23:08|Bevis H. Conrad|5311 4707 3871 8095|$10.21
2020-10-25 03:40:51|Kaden Aguilar|5570825047357842|$35.00
2020-03-16 01:13:34|Chantale I. Carlson|5310 4422 4756 0442|$97.94
2019-10-27 08:15:01|Vance G. Harrington|535391 0303762704|$62.94
2021-05-13 08:48:27|Chaney A. Cash|5320 8229 5212 8345|$77.76
2020-02-09 00:24:46|Flynn Larsen|5475 5318 9692 9907|$39.99
2021-02-06 11:25:57|Odessa Nguyen|523 12897 99594 394|$89.47
2020-09-19 09:14:09|Howard Rose|5405 7545 3428 8313|$10.16
2020-05-28 01:12:15|Paloma L. Huffman|5580863038380695|$64.99
2020-01-03 02:59:13|Arthur Juarez|518633 1751602156|$42.82
2019-11-05 02:52:10|Kelly X. Salas|5512 7442 7859 3465|$8.97
2020-04-17 06:15:06|Asher Clayton|5447067682920169|$19.42
2019-10-12 08:24:56|Nicholas R. Morrison|5561 1312 6353 6032|$47.99
2020-11-27 05:58:27|Sacha B. English|532031 427428 8734|$51.06
2021-08-10 14:51:46|Roth Alvarado|514202 5972790211|$9.61
2020-10-18 00:52:03|Wynter S. Holman|5504824886693541|$70.94
2020-11-03 11:22:39|Price Z. Austin|524 76454 72870 983|$92.13
2019-10-09 12:23:10|Stewart Brock|538166 1759308825|$17.49
2019-12-21 05:14:36|Macaulay Richmond|544729 717300 1266|$28.25
2020-09-06 12:59:12|Celeste U. Patterson|5558652538049209|$71.34
2020-08-10 08:32:47|Ulric Ellis|531814 550654 3932|$19.72
2020-07-15 15:55:40|Brock Good|5286 9034 7846 6351|$12.26
2021-06-17 18:49:17|Colin Chaney|534716 552120 6831|$5.48
2019-08-30 18:15:18|Robert J. Evans|5113392857713121|$35.01
2020-06-03 21:19:22|Holly Turner|530720 4725959123|$45.84
2020-03-16 13:29:32|Amity I. Lang|5108882100931949|$90.92
2020-05-20 01:20:06|Louis S. Burris|526708 5831046469|$32.69
2021-04-10 17:58:34|Libby Barry|554544 5614946661|$87.86
2021-02-16 20:36:43|Ezekiel Q. Lott|534 98268 28190 600|$56.28
2019-10-23 23:32:42|Amaya Tate|5538 6509 0040 1805|$27.76
